first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
cicatrice,cicatrice,r,,cicatrice,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block1
puberté,pubarté,r,,puberté,,puberté,control,r,,3,e,a,pubarté,1,7,real,block1
ramet,ramet,pr,re,met,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block1
entêtant,eltêtant,prs,en,têt,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block1
zombae,zombie,r,,zombie,,zombie,control,r,,4,i,a,zombae,3,6,real,block1
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block1
perron,perron,r,,perron,,perron,control,r,,5,n,l,perrol,0,6,real,block1
tonalité,tonalité,rss,,ton,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block1
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block1
ribambelle,ribamberle,r,,ribambelle,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block1
agricole,agricole,r,,agricole,,agricole,control,r,,1,g,t,atricole,0,8,real,block1
inpulsif,impulsif,prs,im,puls,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block1
idéal,idéal,rs,,idé,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block1
plant,plant,r,,plant,,plant,control,r,,2,a,i,plint,0,5,real,block1
argent,argent,r,,argent,,argent,control,r,,4,n,m,argemt,0,6,real,block1
céracité,céracité,rss,,cér,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block1
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block1
charmant,charmant,rs,,charm,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block1
impulseon,impulseon,prs,im,puls,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block1
crevette,drevette,r,,crevette,,crevette,control,r,,0,c,d,drevette,1,8,real,block1
racaille,recaille,r,,racaille,,racaille,control,r,,1,a,e,recaille,1,8,real,block1
banquise,sanquise,r,,banquise,,banquise,control,r,,0,b,s,sanquise,1,8,real,block1
interphone,interphone,pr,inter,phone,,interphone,target,r,,3,n,r,interphore,0,10,real,block1
acsivité,activité,rss,,act,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block1
munal,munal,rs,,mur,al,mural,target,r,,2,r,n,munal,2,5,real,block1
spectacle,spectagle,r,,spectacle,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block1
inefficace,anefficace,pr,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block1
kéfonce,kéfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block1
bunldozer,bulldozer,r,,bulldozer,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block1
troisième,troisiume,rs,,trois,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block1
pesamment,pesamment,rss,,pes,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block1
immoltel,immortel,prs,im,mort,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block1
festivité,festivité,rss,,fest,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block1
certain,certain,rs,,cert,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block1
riènvira,riènvila,rss,,rièn,vi_la,riènvila,control,s,1.0,0,l,r,riènvira,3,8,pseudo,block2
san,sal,r,,sal,,sal,target,r,,2,l,n,san,3,3,pseudo,block2
érpertroc,érpertroc,ppr,érp_er,troc,,érpertroc,control,p,0.0,1,r,n,énpertroc,0,9,pseudo,block2
prérelém,prérelém,ppr,pré_re,lém,,prérelém,target,p,1.0,1,e,a,préralém,0,8,pseudo,block2
dirable,dirable,rs,,dir,able,dirable,target,s,0.0,3,e,é,dirablé,0,7,pseudo,block2
prerejais,prérejais,ppr,pré_re,jais,,prérejais,target,p,0.0,2,é,e,prerejais,3,9,pseudo,block2
daler,saler,rs,,sal,er,saler,target,r,,0,s,d,daler,3,5,pseudo,block2
macalbe,yacalbe,rs,,mac,albe,macalbe,control,r,,0,m,y,yacalbe,1,7,pseudo,block2
érparroif,érparroif,ppr,érp_er,roif,,érperroif,control,p,1.0,0,e,a,érparroif,2,9,pseudo,block2
imprépam,imprécam,ppr,im_pré,cam,,imprécam,target,r,,0,c,p,imprépam,3,8,pseudo,block2
naujlaeiss,naujlaeiss,rss,,nauj,la_eist,naujlaeist,control,s,1.0,3,t,s,naujlaeiss,2,10,pseudo,block2
quoraliste,quoraniste,rss,,quor,al_iste,quoraliste,target,s,0.0,1,l,n,quoraniste,1,10,pseudo,block2
snalion,snalior,rs,,snal,ion,snalion,target,s,0.0,2,n,r,snalior,1,7,pseudo,block2
lél,mél,r,,mél,,mél,control,r,,0,m,l,lél,3,3,pseudo,block2
crusent,cmusent,rs,,crus,ent,crusent,target,r,,1,r,m,cmusent,1,7,pseudo,block2
sédnamacre,sédnemacre,pprs,séd_ne,mac,re,sédnemacre,control,p,1.0,1,e,a,sédnamacre,3,10,pseudo,block2
enfilade,enfilade,prs,en,fil,ade,enfilade,target,p,0.0,1,n,m,emfilade,0,8,pseudo,block2
surclôtel,sérclôtel,prs,sur,clôt,el,surclôtel,target,p,0.0,1,u,é,sérclôtel,1,9,pseudo,block2
fedtié,fodtié,rs,,fod,tié,fodtié,control,r,,1,o,e,fedtié,3,6,pseudo,block2
préresir,préresir,ppr,pré_re,dir,,préredir,target,r,,0,d,s,préresir,2,8,pseudo,block2
adtent,adtent,pr,ad,tert,,adtert,target,r,,2,r,n,adtent,2,6,pseudo,block2
taniroxu,taniroqu,pr,tani,roqu,,taniroqu,control,r,,2,q,x,taniroxu,3,8,pseudo,block2
surc,turc,r,,surc,,surc,control,r,,0,s,t,turc,1,4,pseudo,block2
jaisaliste,jaisalisce,rss,,jais,al_iste,jaisaliste,target,s,1.0,2,t,c,jaisalisce,1,10,pseudo,block2
jaunionnel,jaunionner,rss,,jaun,ionn_el,jaunionnel,target,s,1.0,1,l,r,jaunionner,1,10,pseudo,block2
jaum,jaun,r,,jaun,,jaun,target,r,,3,n,m,jaum,3,4,pseudo,block2
surenplem,surenplem,ppr,sur_en,plem,,surenplem,target,p,0.0,0,s,p,purenplem,0,9,pseudo,block2
sédneridme,sédneridme,pprs,séd_ne,rid,re,sédneridre,control,s,0.0,0,r,m,sédneridme,2,10,pseudo,block2
nimaclatié,nimaclatié,prss,ni,mac,la_tié,nimaclatié,control,s,0.0,1,a,u,nimaclutié,0,10,pseudo,block2
érpertruc,érpertruc,ppr,érp_er,trec,,érpertrec,control,r,,2,e,u,érpertruc,2,9,pseudo,block2
filival,filivam,rss,,fil,iv_al,filival,target,s,1.0,1,l,m,filivam,1,7,pseudo,block2
poretoid,porutoid,pr,poru,toid,,porutoid,control,p,0.0,3,u,e,poretoid,3,8,pseudo,block2
lub,lub,r,,lub,,lub,control,r,,0,l,r,rub,0,3,pseudo,block2
sic,sic,r,,dic,,dic,target,r,,0,d,s,sic,2,3,pseudo,block2
ilsanelité,ilsanelité,prss,in,san,el_ité,insanelité,target,p,0.0,1,n,l,ilsanelité,2,10,pseudo,block2
jiisivité,jiisivité,rss,,jais,iv_ité,jaisivité,target,r,,1,a,i,jiisivité,2,9,pseudo,block2
treclatié,treclatié,rss,,trec,la_tié,treclatié,control,s,1.0,2,é,a,treclatia,0,9,pseudo,block2
nedélémage,redélémage,pprs,re_dé,lém,age,redélémage,target,p,0.0,0,r,n,nedélémage,3,10,pseudo,block2
érlastaoin,erlastaoin,prss,er,las,ta_oin,erlastaoin,control,p,0.0,0,e,é,érlastaoin,3,10,pseudo,block2
dénièrment,dénièrment,prs,dé,nièr,ment,dénièrment,target,s,0.0,2,n,l,dénièrmelt,0,10,pseudo,block2
nitoittan,nitoittan,prs,ni,toid,tan,nitoidtan,control,r,,3,d,t,nitoittan,2,9,pseudo,block2
trorival,tronival,rss,,tron,iv_al,tronival,target,r,,3,n,r,trorival,3,8,pseudo,block2
déjaiseur,déjaiseur,prs,dé,jais,eur,déjaiseur,target,r,,0,j,m,démaiseur,0,9,pseudo,block2
désinbulen,désinbuler,pprs,dés_in,bul,er,désinbuler,target,s,0.0,1,r,n,désinbulen,3,10,pseudo,block2
sédnelasre,sédnelapre,pprs,séd_ne,las,re,sédnelasre,control,r,,2,s,p,sédnelapre,1,10,pseudo,block2
erfottaoin,erfottaoin,prss,er,fod,ta_oin,erfodtaoin,control,r,,2,d,t,erfottaoin,2,10,pseudo,block2
intron,intron,pr,in,tron,,intron,target,r,,3,n,m,introm,0,6,pseudo,block2
roifloeist,roiflaeist,rss,,roif,la_eist,roiflaeist,control,s,0.0,1,a,o,roifloeist,3,10,pseudo,block2
maclaeist,maclaeist,rss,,mac,la_eist,maclaeist,control,r,,2,c,t,matlaeist,0,9,pseudo,block2
roeninnole,rouninnole,rss,,roun,inno_le,rouninnole,control,r,,2,u,e,roeninnole,3,10,pseudo,block2
retécamage,retécamage,pprs,re_dé,cam,age,redécamage,target,p,1.0,0,d,t,retécamage,2,10,pseudo,block2
resanution,resanution,prss,re,san,at_ion,resanation,target,s,0.0,0,a,u,resanution,2,10,pseudo,block2
insaleliqé,insalelité,prss,in,sal,el_ité,insalelité,target,s,1.0,1,t,q,insaleliqé,3,10,pseudo,block2
bod,fod,r,,fod,,fod,control,r,,0,f,b,bod,3,3,pseudo,block2
naslueist,naslueist,rss,,nas,la_eist,naslaeist,control,s,0.0,1,a,u,naslueist,2,9,pseudo,block2
édriènnemt,édriènnemt,prs,éd,rièn,nemt,édriènnemt,control,r,,0,r,n,édniènnemt,0,10,pseudo,block2
dil,dil,r,,dir,,dir,target,r,,2,r,l,dil,2,3,pseudo,block2
surinnièr,surinnièr,ppr,sur_en,nièr,,surennièr,target,p,1.0,0,e,i,surinnièr,2,9,pseudo,block2
cid,cip,r,,cid,,cid,control,r,,2,d,p,cip,1,3,pseudo,block2
necideag,necideag,prs,ne,cid,eag,necideag,control,r,,0,c,q,neqideag,0,8,pseudo,block2
glôtable,glôtable,rs,,clôt,able,clôtable,target,r,,0,c,g,glôtable,2,8,pseudo,block2
arliferu,arliferu,prs,er,lif,eru,erliferu,control,p,0.0,0,e,a,arliferu,2,8,pseudo,block2
désencamer,désencamér,pprs,dés_en,cam,er,désencamer,target,s,0.0,0,e,é,désencamér,1,10,pseudo,block2
léut,léus,r,,léut,,léut,control,r,,3,t,s,léus,1,4,pseudo,block2
quol,quor,r,,quor,,quor,target,r,,3,r,l,quol,3,4,pseudo,block2
nièren,nièren,rs,,nièr,in,nièrin,target,s,0.0,0,i,e,nièren,2,6,pseudo,block2
ras,las,r,,las,,las,control,r,,0,l,r,ras,3,3,pseudo,block2
nenasacne,nenasacne,prs,ni,nas,acne,ninasacne,control,p,0.0,1,i,e,nenasacne,2,9,pseudo,block2
enqulage,enbulage,prs,en,bul,age,enbulage,target,r,,0,b,q,enqulage,3,8,pseudo,block2
désensaler,désensaler,pprs,dés_en,sal,er,désensaler,target,p,1.0,0,e,u,désunsaler,0,10,pseudo,block2
osuloud,osuloud,pr,osu,loud,,osuloud,control,r,,2,u,o,osulood,0,7,pseudo,block2
insalivité,insalevité,prss,in,sal,iv_ité,insalivité,target,s,0.0,0,i,e,insalevité,1,10,pseudo,block2
milesvitié,milesvitié,prss,mi,las,vi_tié,milasvitié,control,r,,1,a,e,milesvitié,2,10,pseudo,block2
ruscidtan,ruscidtan,prs,rus,cid,tan,ruscidtan,control,r,,0,c,t,rustidtan,0,9,pseudo,block2
incamalité,inpamalité,prss,in,cam,al_ité,incamalité,target,r,,0,c,p,inpamalité,1,10,pseudo,block2
troclaisem,trocleisem,rss,,troc,la_isem,troclaisem,control,s,0.0,1,a,e,trocleisem,1,10,pseudo,block2
vérf,vért,r,,vért,,vért,control,r,,3,t,f,vérf,3,4,pseudo,block2
sédnimélre,sédnimérre,pprs,séd_ni,mél,re,sédnimélre,control,r,,2,l,r,sédnimérre,1,10,pseudo,block2
lén,lén,r,,lém,,lém,target,r,,2,m,n,lén,2,3,pseudo,block2
redirure,ridirure,prs,re,dir,ure,redirure,target,p,0.0,1,e,i,ridirure,1,8,pseudo,block2
désenjuler,désenjurer,pprs,dés_en,jur,er,désenjurer,target,r,,2,r,l,désenjuler,3,10,pseudo,block2
jaiq,jais,r,,jais,,jais,target,r,,3,s,q,jaiq,3,4,pseudo,block2
nièrisme,nièrisme,rs,,nièr,isme,nièrisme,target,r,,3,r,n,niènisme,0,8,pseudo,block2
injurelité,inrurelité,prss,in,jur,el_ité,injurelité,target,r,,0,j,r,inrurelité,1,10,pseudo,block2
inclôqment,inclôqment,prs,in,clôt,ment,inclôtment,target,r,,3,t,q,inclôqment,2,10,pseudo,block2
désenlémer,désenlémer,pprs,dés_en,lém,er,désenlémer,target,r,,1,é,e,désenlemer,0,10,pseudo,block2
nilubeag,nilubeag,prs,ne,lub,eag,nelubeag,control,p,0.0,1,e,i,nilubeag,2,8,pseudo,block2
milasletié,milasletié,prss,mi,las,le_tié,milasletié,control,p,0.0,0,m,n,nilasletié,0,10,pseudo,block2
tôlcarie,tôlcarii,rs,,tôlc,arie,tôlcarie,control,s,0.0,3,e,i,tôlcarii,1,8,pseudo,block2
redédicage,revédicage,pprs,re_dé,dic,age,redédicage,target,p,1.0,0,d,v,revédicage,1,10,pseudo,block2
surencam,surencam,ppr,sur_en,cam,,surencam,target,p,1.0,0,e,a,surancam,0,8,pseudo,block2
poit,poit,r,,coit,,coit,target,r,,0,c,p,poit,2,4,pseudo,block2
niléuttan,neléuttan,prs,ni,léut,tan,niléuttan,control,p,0.0,1,i,e,neléuttan,1,9,pseudo,block2
sédnirujle,sédnirujle,pprs,séd_ni,ruj,re,sédnirujre,control,s,0.0,0,r,l,sédnirujle,2,10,pseudo,block2
gierammenp,gieramment,rss,,gier,am_ment,gieramment,target,s,1.0,3,t,p,gierammenp,3,10,pseudo,block2
déneur,dénour,pr,dé,nour,,dénour,target,r,,1,o,e,déneur,3,6,pseudo,block2
redofatiol,redofation,prss,re,dof,at_ion,redofation,target,s,1.0,2,n,l,redofatiol,3,10,pseudo,block2
nelanseag,nelalseag,prs,ne,lans,eag,nelanseag,control,r,,2,n,l,nelalseag,1,9,pseudo,block2
désensaner,dasensaner,pprs,dés_en,san,er,désensaner,target,p,0.0,1,é,a,dasensaner,1,10,pseudo,block2
redébulage,ledébulage,pprs,re_dé,bul,age,redébulage,target,p,0.0,0,r,l,ledébulage,1,10,pseudo,block2
nelifeda,nelifada,prs,ne,lif,eda,nelifeda,control,s,0.0,0,e,a,nelifada,1,8,pseudo,block2
erédneseag,erédnaseag,pprs,er_éd,nas,eag,erédnaseag,control,r,,1,a,e,erédneseag,3,10,pseudo,block2
daijvila,daijvila,rss,,saij,vi_la,saijvila,control,r,,0,s,d,daijvila,2,8,pseudo,block2
tôlc,tôlc,r,,tôlc,,tôlc,control,r,,1,ô,e,telc,0,4,pseudo,block2
lémalité,lémalité,rss,,lém,al_ité,lémalité,target,r,,1,é,o,lomalité,0,8,pseudo,block2
loud,loud,r,,loud,,loud,control,r,,0,l,r,roud,0,4,pseudo,block2
lemtôlc,lamtôlc,pr,lam,tôlc,,lamtôlc,control,p,0.0,1,a,e,lemtôlc,3,7,pseudo,block2
nerod,nerod,pr,ne,rid,,nerid,control,r,,1,i,o,nerod,2,5,pseudo,block2
redélém,redélém,ppr,re_dé,lém,,redélém,target,p,1.0,1,é,a,redalém,0,7,pseudo,block2
dirionnel,diriornel,rss,,dir,ionn_el,dirionnel,target,s,0.0,2,n,r,diriornel,1,9,pseudo,block2
tanimac,tanemac,pr,tani,mac,,tanimac,control,p,0.0,3,i,e,tanemac,1,7,pseudo,block2
bédnilubre,bédnilubre,pprs,séd_ni,lub,re,sédnilubre,control,p,0.0,0,s,b,bédnilubre,2,10,pseudo,block2
insalalitô,insalalitô,prss,in,sal,al_ité,insalalité,target,s,1.0,2,é,ô,insalalitô,2,10,pseudo,block2
nitôlcnemt,nitôlcnemt,prs,ni,tôlc,nemt,nitôlcnemt,control,s,0.0,3,t,v,nitôlcnemv,0,10,pseudo,block2
peursnal,peursnal,pr,pour,snal,,poursnal,target,p,0.0,1,o,e,peursnal,2,8,pseudo,block2
nauj,nauj,r,,nauj,,nauj,control,r,,0,n,l,lauj,0,4,pseudo,block2
mifodvitié,mifodvatié,prss,mi,fod,vi_tié,mifodvitié,control,s,0.0,1,i,a,mifodvatié,1,10,pseudo,block2
trecarie,trecarie,rs,,trec,arie,trecarie,control,r,,3,c,g,tregarie,0,8,pseudo,block2
nortalbe,nortalfe,rs,,nort,albe,nortalbe,control,s,0.0,2,b,f,nortalfe,1,8,pseudo,block2
érperroun,érperroen,ppr,érp_er,roun,,érperroun,control,r,,2,u,e,érperroen,1,9,pseudo,block2
lormal,normal,rs,,norm,al,normal,target,r,,0,n,l,lormal,3,6,real,block3
hiérerchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block3
prothèse,proshèse,r,,prothèse,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block3
deuxaème,deuxième,rs,,deux,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block3
bataille,bataille,r,,bataille,,bataille,control,r,,2,t,p,bapaille,0,8,real,block3
asthne,asthme,r,,asthme,,asthme,control,r,,4,m,n,asthne,3,6,real,block3
langousse,langousse,r,,langouste,,langouste,control,r,,7,t,s,langousse,2,9,real,block3
srincipe,principe,r,,principe,,principe,control,r,,0,p,s,srincipe,3,8,real,block3
diplomate,diplomate,r,,diplomate,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block3
démontru,démontre,pr,dé,montre,,démontre,target,r,,5,e,u,démontru,3,8,real,block3
aussi,eussi,r,,aussi,,aussi,control,r,,0,a,e,eussi,1,5,real,block3
envol,entol,pr,en,vol,,envol,target,r,,0,v,t,entol,1,5,real,block3
indolole,indolole,prs,in,dol,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block3
personnel,personrel,rs,,personn,el,personnel,target,r,,6,n,r,personrel,1,9,real,block3
pantoifle,pantoifle,r,,pantoufle,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block3
infrurouge,infrarouge,pr,infra,rouge,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block3
décompose,décomposa,pr,dé,compose,,décompose,target,r,,6,e,a,décomposa,1,9,real,block3
vinaisre,vinaigre,r,,vinaigre,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block3
dosespoir,désespoir,pr,dés,espoir,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block3
coqueluche,coqueluche,r,,coqueluche,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block3
