first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
niraifisem,niraifisem,prs,roif,ni,isem,niroifisem,control,r,,1,o,a,niraifisem,2,10,pseudo,block1
dediriste,dediriste,prs,dir,dé,iste,dédiriste,target,p,0.0,1,é,e,dediriste,2,9,pseudo,block1
sédneridre,sédneridne,pprs,rid,séd_ne,re,sédneridre,control,s,0.0,0,r,n,sédneridne,1,10,pseudo,block1
trec,trec,r,trec,,,trec,control,r,,1,r,n,tnec,0,4,pseudo,block1
treclaeist,trôclaeist,rss,trec,,la_eist,treclaeist,control,r,,2,e,ô,trôclaeist,1,10,pseudo,block1
coitel,coitil,rs,coit,,el,coitel,target,s,0.0,0,e,i,coitil,1,6,pseudo,block1
nièr,nièn,r,nièr,,,nièr,target,r,,3,r,n,nièn,1,4,pseudo,block1
doirival,foirival,rss,foir,,iv_al,foirival,target,r,,0,f,d,doirival,3,8,pseudo,block1
sanàl,sanel,rs,san,,el,sanel,target,s,0.0,0,e,à,sanàl,3,5,pseudo,block1
antigier,antigier,pr,gier,anti,,antigier,target,r,,3,r,l,antigiel,0,8,pseudo,block1
erédnauj,erédnaij,ppr,nauj,er_éd,,erédnauj,control,r,,2,u,i,erédnaij,1,8,pseudo,block1
imprélour,imprénour,ppr,nour,im_pré,,imprénour,target,r,,0,n,l,imprélour,3,9,pseudo,block1
répédtôlc,répéddôlc,ppr,tôlc,rép_éd,,répédtôlc,control,r,,0,t,d,répéddôlc,1,9,pseudo,block1
ornpelm,ornpelm,pr,pelm,onn,,onnpelm,control,p,0.0,1,n,r,ornpelm,2,7,pseudo,block1
naselanemt,nasêlanemt,rss,nas,,ela_nemt,naselanemt,control,s,0.0,0,e,ê,nasêlanemt,1,10,pseudo,block1
nonclôt,lonclôt,pr,clôt,non,,nonclôt,target,p,0.0,0,n,l,lonclôt,1,7,pseudo,block1
erédlaseag,erédnaseag,pprs,nas,er_éd,eag,erédnaseag,control,r,,0,n,l,erédlaseag,3,10,pseudo,block1
mirasletié,mirasletié,prss,nas,mi,le_tié,minasletié,control,r,,0,n,r,mirasletié,2,10,pseudo,block1
dirol,dirol,rs,dir,,al,diral,target,s,0.0,0,a,o,dirol,2,5,pseudo,block1
érperléut,érperléut,ppr,léut,érp_er,,érperléut,control,r,,1,é,e,érperleut,0,9,pseudo,block1
erédlifiag,erédlifeag,pprs,lif,er_éd,eag,erédlifeag,control,s,0.0,0,e,i,erédlifiag,3,10,pseudo,block1
sédnemacre,sédnemadre,pprs,mac,séd_ne,re,sédnemacre,control,r,,2,c,d,sédnemadre,1,10,pseudo,block1
désenvirer,désendirer,pprs,dir,dés_en,er,désendirer,target,r,,0,d,v,désenvirer,3,10,pseudo,block1
rudéjur,redéjur,ppr,jur,re_dé,,redéjur,target,p,0.0,1,e,u,rudéjur,3,7,pseudo,block1
juran,juran,rs,jur,,in,jurin,target,s,0.0,0,i,a,juran,2,5,pseudo,block1
erédmubeag,erédlubeag,pprs,lub,er_éd,eag,erédlubeag,control,r,,0,l,m,erédmubeag,3,10,pseudo,block1
ters,ters,r,tert,,,tert,target,r,,3,t,s,ters,2,4,pseudo,block1
érperdelm,érperpelm,ppr,pelm,érp_er,,érperpelm,control,r,,0,p,d,érperdelm,3,9,pseudo,block1
nireig,nireig,pr,reig,ni,,nireig,control,r,,3,g,b,nireib,0,6,pseudo,block1
lem,lém,r,lém,,,lém,target,r,,1,é,e,lem,3,3,pseudo,block1
salivité,salivipé,rss,sal,,iv_ité,salivité,target,s,1.0,1,t,p,salivipé,1,8,pseudo,block1
erlubeag,irlubeag,prs,lub,er,eag,erlubeag,control,p,0.0,0,e,i,irlubeag,1,8,pseudo,block1
trév,tràv,r,trév,,,trév,target,r,,2,é,à,tràv,1,4,pseudo,block1
niméllatié,niméllatié,prss,mél,ni,la_tié,niméllatié,control,s,0.0,1,a,i,niméllitié,0,10,pseudo,block1
giurionnel,gierionnel,rss,gier,,ionn_el,gierionnel,target,r,,2,e,u,giurionnel,3,10,pseudo,block1
ermaceru,ermaceru,prs,mac,er,eru,ermaceru,control,p,0.0,0,e,i,irmaceru,0,8,pseudo,block1
recrusat,recrusat,prs,crus,re,at,recrusat,target,r,,3,s,t,recrutat,0,8,pseudo,block1
latle,latle,rs,las,,le,lasle,control,r,,2,s,t,latle,2,5,pseudo,block1
tioc,tiec,r,tioc,,,tioc,control,r,,2,o,e,tiec,1,4,pseudo,block1
milifvitié,milifvitié,prss,lif,mi,vi_tié,milifvitié,control,r,,0,l,m,mimifvitié,0,10,pseudo,block1
sanalosme,sanalosme,rss,san,,al_isme,sanalisme,target,s,1.0,0,i,o,sanalosme,2,9,pseudo,block1
erlasteoin,erlasteoin,prss,las,er,ta_oin,erlastaoin,control,s,0.0,1,a,e,erlasteoin,2,10,pseudo,block1
irdofelité,irdofelité,prss,dof,in,el_ité,indofelité,target,p,0.0,1,n,r,irdofelité,2,10,pseudo,block1
ansicort,anticort,pr,cort,anti,,anticort,target,p,0.0,2,t,s,ansicort,3,8,pseudo,block1
sierant,gierant,rs,gier,,ant,gierant,target,r,,0,g,s,sierant,3,7,pseudo,block1
inlémelité,inlémelité,prss,lém,in,el_ité,inlémelité,target,s,0.0,1,l,n,inlémenité,0,10,pseudo,block1
endofmant,endofment,prs,dof,en,ment,endofment,target,s,0.0,1,e,a,endofmant,3,9,pseudo,block1
préretuél,préretuûl,ppr,tuél,pré_re,,préretuél,target,r,,2,é,û,préretuûl,1,9,pseudo,block1
tuérant,tuérant,rs,tuél,,ant,tuélant,target,r,,3,l,r,tuérant,2,7,pseudo,block1
roqa,roqa,r,roqu,,,roqu,control,r,,3,u,a,roqa,2,4,pseudo,block1
sédrelasre,sédrelasre,pprs,las,séd_ne,re,sédnelasre,control,p,1.0,0,n,r,sédrelasre,2,10,pseudo,block1
riènvila,riènvile,rss,rièn,,vi_la,riènvila,control,s,1.0,1,a,e,riènvile,1,8,pseudo,block1
nort,nont,r,nort,,,nort,control,r,,2,r,n,nont,1,4,pseudo,block1
lifinlole,lifinnole,rss,lif,,inno_le,lifinnole,control,s,0.0,2,n,l,lifinlole,3,9,pseudo,block1
refolation,refolation,prss,fil,re,at_ion,refilation,target,r,,1,i,o,refolation,2,10,pseudo,block1
andirivité,indirivité,prss,dir,in,iv_ité,indirivité,target,p,0.0,0,i,a,andirivité,3,10,pseudo,block1
nasni,nasné,rs,nas,,ni,nasni,control,s,0.0,1,i,é,nasné,1,5,pseudo,block1
erreigtan,erneigtan,prs,reig,er,tan,erreigtan,control,r,,0,r,n,erneigtan,1,9,pseudo,block1
jun,jur,r,jur,,,jur,target,r,,2,r,n,jun,3,3,pseudo,block1
reqésanage,reqésanage,pprs,san,re_dé,age,redésanage,target,p,1.0,0,d,q,reqésanage,2,10,pseudo,block1
lormal,normal,rs,norm,,al,normal,target,r,,0,n,l,lormal,3,6,real,block2
hiérerchie,hiérarchie,r,hiérarchie,,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block2
prothèse,proshèse,r,prothèse,,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block2
deuxaème,deuxième,rs,deux,,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block2
bataille,bataille,r,bataille,,,bataille,control,r,,2,t,p,bapaille,0,8,real,block2
asthne,asthme,r,asthme,,,asthme,control,r,,4,m,n,asthne,3,6,real,block2
langousse,langousse,r,langouste,,,langouste,control,r,,7,t,s,langousse,2,9,real,block2
srincipe,principe,r,principe,,,principe,control,r,,0,p,s,srincipe,3,8,real,block2
diplomate,diplomate,r,diplomate,,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block2
démontru,démontre,pr,montre,dé,,démontre,target,r,,5,e,u,démontru,3,8,real,block2
aussi,eussi,r,aussi,,,aussi,control,r,,0,a,e,eussi,1,5,real,block2
envol,entol,pr,vol,en,,envol,target,r,,0,v,t,entol,1,5,real,block2
indolole,indolole,prs,dol,in,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block2
personnel,personrel,rs,personn,,el,personnel,target,r,,6,n,r,personrel,1,9,real,block2
pantoifle,pantoifle,r,pantoufle,,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block2
infrurouge,infrarouge,pr,rouge,infra,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block2
décompose,décomposa,pr,compose,dé,,décompose,target,r,,6,e,a,décomposa,1,9,real,block2
vinaisre,vinaigre,r,vinaigre,,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block2
dosespoir,désespoir,pr,espoir,dés,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block2
coqueluche,coqueluche,r,coqueluche,,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block2
grenase,grenade,r,grenade,,,grenade,control,r,,5,d,s,grenase,3,7,real,block2
brouhaha,broehaha,r,brouhaha,,,brouhaha,control,r,,3,u,e,broehaha,1,8,real,block2
juspice,juspice,rs,just,,ice,justice,target,r,,3,t,p,juspice,2,7,real,block2
relire,relire,pr,lire,re,,relire,target,r,,3,e,i,reliri,0,6,real,block2
dénudo,dénudo,prs,nu,dé,dé,dénudé,target,s,0.0,1,é,o,dénudo,2,6,real,block2
liturgie,liturtie,r,liturgie,,,liturgie,control,r,,5,g,t,liturtie,1,8,real,block2
ruliure,reliure,prs,li,re,ure,reliure,target,p,0.0,1,e,u,ruliure,3,7,real,block2
sarabande,sarabande,r,sarabande,,,sarabande,control,r,,7,d,q,sarabanqe,0,9,real,block2
recouterte,recouverte,pr,couverte,re,,recouverte,target,r,,3,v,t,recouterte,3,10,real,block2
préalable,préalahle,r,préalable,,,préalable,control,r,,6,b,h,préalahle,1,9,real,block2
mergarine,margarine,r,margarine,,,margarine,control,r,,1,a,e,mergarine,3,9,real,block2
puartier,puartier,rs,quart,,ier,quartier,target,r,,0,q,p,puartier,2,8,real,block2
privilègi,privilègi,r,privilège,,,privilège,control,r,,8,e,i,privilègi,2,9,real,block2
déplaare,déplaare,pr,plaire,dé,,déplaire,target,r,,3,i,a,déplaare,2,8,real,block2
dégoût,dagoût,pr,goût,dé,,dégoût,target,p,0.0,1,é,a,dagoût,1,6,real,block2
cachumire,cachemire,r,cachemire,,,cachemire,control,r,,4,e,u,cachumire,3,9,real,block2
piscenlit,piscenlit,r,pissenlit,,,pissenlit,control,r,,3,s,c,piscenlit,2,9,real,block2
urgense,urgense,rs,urg,,ence,urgence,target,s,0.0,2,c,s,urgense,2,7,real,block2
carrosse,carlosse,r,carrosse,,,carrosse,control,r,,3,r,l,carlosse,1,8,real,block2
bravo,bravo,r,bravo,,,bravo,control,r,,0,b,x,xravo,0,5,real,block2
pingouin,pingouén,r,pingouin,,,pingouin,control,r,,6,i,é,pingouén,1,8,real,block2
jamais,jamais,r,jamais,,,jamais,control,r,,4,i,à,jamaàs,0,6,real,block2
spaghesti,spaghetti,r,spaghetti,,,spaghetti,control,r,,6,t,s,spaghesti,3,9,real,block2
concombre,concombre,r,concombre,,,concombre,control,r,,8,e,i,concombri,0,9,real,block2
gremier,grenier,r,grenier,,,grenier,control,r,,3,n,m,gremier,3,7,real,block2
accessoire,iccessoire,r,accessoire,,,accessoire,control,r,,0,a,i,iccessoire,1,10,real,block2
joueer,joueur,rs,jou,,eur,joueur,target,s,0.0,1,u,e,joueer,3,6,real,block2
prouesse,srouesse,r,prouesse,,,prouesse,control,r,,0,p,s,srouesse,1,8,real,block2
contrah,contrat,r,contrat,,,contrat,control,r,,6,t,h,contrah,3,7,real,block2
coltex,cortex,r,cortex,,,cortex,control,r,,2,r,l,coltex,3,6,real,block2
puinteur,puanteur,rss,pu,,ant_eur,puanteur,target,s,0.0,0,a,i,puinteur,3,8,real,block2
local,losal,r,local,,,local,control,r,,2,c,s,losal,1,5,real,block2
gourmand,gourmand,r,gourmand,,,gourmand,control,r,,7,d,p,gourmanp,0,8,real,block2
vitalité,vitalité,rss,vit,,al_ité,vitalité,target,s,1.0,0,i,e,vitaleté,0,8,real,block2
endurance,endurance,prs,dur,en,ance,endurance,target,r,,2,r,n,endunance,0,9,real,block2
genial,genial,rs,géni,,al,génial,target,r,,1,é,e,genial,2,6,real,block2
encorrect,incorrect,pr,correct,in,,incorrect,target,p,0.0,0,i,e,encorrect,3,9,real,block2
merserie,mercerie,r,mercerie,,,mercerie,control,r,,3,c,s,merserie,3,8,real,block2
ambassade,amtassade,r,ambassade,,,ambassade,control,r,,2,b,t,amtassade,1,9,real,block2
aissalle,aissalle,r,aisselle,,,aisselle,control,r,,4,e,a,aissalle,2,8,real,block2
sûrement,sûremejt,rs,sûre,,ment,sûrement,target,s,0.0,2,n,j,sûremejt,1,8,real,block2
elsuite,ensuite,pr,suite,en,,ensuite,target,p,0.0,1,n,l,elsuite,3,7,real,block2
incroyacle,incroyable,prs,croy,in,able,incroyable,target,s,0.0,1,b,c,incroyacle,3,10,real,block2
malignité,maliglité,rss,mal,,ign_ité,malignité,target,s,0.0,2,n,l,maliglité,1,9,real,block2
blague,bladue,r,blague,,,blague,control,r,,3,g,d,bladue,1,6,real,block2
ondulant,ondulant,rss,ond,,ul_ant,ondulant,target,r,,1,n,r,ordulant,0,8,real,block2
également,également,rs,égale,,ment,également,target,r,,2,a,e,égelement,0,9,real,block2
cmandestin,clandestin,r,clandestin,,,clandestin,control,r,,1,l,m,cmandestin,3,10,real,block2
salamandre,salanandre,r,salamandre,,,salamandre,control,r,,4,m,n,salanandre,1,10,real,block2
mousteche,moustache,r,moustache,,,moustache,control,r,,5,a,e,mousteche,3,9,real,block2
garagiste,garagiste,rss,gar,,ag_iste,garagiste,target,r,,2,r,n,ganagiste,0,9,real,block2
français,qrançais,rs,franç,,ais,français,target,r,,0,f,q,qrançais,1,8,real,block2
phase,phasi,r,phase,,,phase,control,r,,4,e,i,phasi,1,5,real,block2
guérillero,guérillero,r,guérillero,,,guérillero,control,r,,3,r,l,guélillero,0,10,real,block2
artistique,artistique,rss,art,,ist_ique,artistique,target,s,0.0,1,s,x,artixtique,0,10,real,block2
sexuamité,sexualité,rss,sex,,ual_ité,sexualité,target,s,0.0,2,l,m,sexuamité,3,9,real,block2
hurricane,hurrifane,r,hurricane,,,hurricane,control,r,,5,c,f,hurrifane,1,9,real,block2
réattion,réattion,prs,act,ré,ion,réaction,target,r,,1,c,t,réattion,2,8,real,block2
électrique,électrique,rs,électr,,ique,électrique,target,r,,5,r,n,électnique,0,10,real,block2
guenille,guenille,r,guenille,,,guenille,control,r,,3,n,m,guemille,0,8,real,block2
poursuit,poursuit,pr,suit,pour,,poursuit,target,p,0.0,1,o,e,peursuit,0,8,real,block2
cellophane,cellophame,r,cellophane,,,cellophane,control,r,,8,n,m,cellophame,1,10,real,block2
chambranne,chambranne,r,chambranle,,,chambranle,control,r,,8,l,n,chambranne,2,10,real,block2
angentin,argentin,r,argentin,,,argentin,control,r,,1,r,n,angentin,3,8,real,block2
frambaise,frambaise,r,framboise,,,framboise,control,r,,5,o,a,frambaise,2,9,real,block2
dévotion,dévotiom,prs,vot,dé,ion,dévotion,target,s,0.0,2,n,m,dévotiom,1,8,real,block2
clavucule,clavicule,r,clavicule,,,clavicule,control,r,,4,i,u,clavucule,3,9,real,block2
inoffensif,iloffensif,prs,offens,in,if,inoffensif,target,p,0.0,1,n,l,iloffensif,1,10,real,block2
sonorité,conorité,rss,son,,or_ité,sonorité,target,r,,0,s,c,conorité,1,8,real,block2
cathidrale,cathidrale,r,cathédrale,,,cathédrale,control,r,,4,é,i,cathidrale,2,10,real,block2
exactement,exactement,rs,exacte,,ment,exactement,target,r,,2,a,e,exectement,0,10,real,block2
cornichon,cornichon,r,cornichon,,,cornichon,control,r,,4,i,o,cornochon,0,9,real,block2
nenégat,nenégat,prs,nég,re,at,renégat,target,p,0.0,0,r,n,nenégat,2,7,real,block2
preuse,preuse,r,preuve,,,preuve,control,r,,4,v,s,preuse,2,6,real,block2
ircurable,ircurable,prs,cur,in,able,incurable,target,p,0.0,1,n,r,ircurable,2,9,real,block2
lecouvert,lecouvert,pr,couvert,re,,recouvert,target,p,0.0,0,r,l,lecouvert,2,9,real,block2
peêle,poêle,r,poêle,,,poêle,control,r,,1,o,e,peêle,3,5,real,block2
dangereuse,dangerease,rs,danger,,euse,dangereuse,target,s,0.0,1,u,a,dangerease,1,10,real,block2
agolité,agolité,rss,ag,,il_ité,agilité,target,s,0.0,0,i,o,agolité,2,7,real,block2
rhinocéros,mhinocéros,r,rhinocéros,,,rhinocéros,control,r,,0,r,m,mhinocéros,1,10,real,block2
incessant,incessant,prs,cess,in,ant,incessant,target,s,0.0,1,n,l,incessalt,0,9,real,block2
heure,heure,r,heure,,,heure,control,r,,0,h,t,teure,0,5,real,block2
irréel,irréel,pr,réel,ir,,irréel,target,r,,3,l,r,irréer,0,6,real,block2
impoli,inpoli,pr,poli,im,,impoli,target,p,0.0,1,m,n,inpoli,1,6,real,block2
conseil,conceil,r,conseil,,,conseil,control,r,,3,s,c,conceil,1,7,real,block2
lieutenalt,lieutenant,r,lieutenant,,,lieutenant,control,r,,8,n,l,lieutenalt,3,10,real,block2
cappuccino,cappuccine,r,cappuccino,,,cappuccino,control,r,,9,o,e,cappuccine,1,10,real,block2
hâtuf,hâtuf,rs,hât,,if,hâtif,target,s,0.0,0,i,u,hâtuf,2,5,real,block2
coyote,coyite,r,coyote,,,coyote,control,r,,3,o,i,coyite,1,6,real,block2
irruption,arruption,prs,rupt,ir,ion,irruption,target,p,0.0,0,i,a,arruption,1,9,real,block2
emmerdear,emmerdear,prs,merd,em,eur,emmerdeur,target,s,0.0,1,u,a,emmerdear,2,9,real,block2
rambarde,rambarde,r,rambarde,,,rambarde,control,r,,2,m,n,ranbarde,0,8,real,block2
idéarisme,idéarisme,rss,idé,,al_isme,idéalisme,target,s,0.0,1,l,r,idéarisme,2,9,real,block2
impurité,impureté,prs,pur,im,ité,impurité,target,s,0.0,0,i,e,impureté,1,8,real,block2
siège,siage,r,siège,,,siège,control,r,,2,è,a,siage,1,5,real,block2
douaille,douaille,r,gouaille,,,gouaille,control,r,,0,g,d,douaille,2,8,real,block2
cougcous,cougcous,r,couscous,,,couscous,control,r,,3,s,g,cougcous,2,8,real,block2
poliscon,polisson,r,polisson,,,polisson,control,r,,5,s,c,poliscon,3,8,real,block2
pizzemia,pizzemia,r,pizzeria,,,pizzeria,control,r,,5,r,m,pizzemia,2,8,real,block2
espérante,espéranto,r,espéranto,,,espéranto,control,r,,8,o,e,espérante,3,9,real,block2
tuél,tuén,r,tuél,,,tuél,target,r,,3,l,n,tuén,1,4,pseudo,block3
mifodvitié,mifodvitié,prss,fod,mi,vi_tié,mifodvitié,control,r,,2,d,s,mifosvitié,0,10,pseudo,block3
roquvitié,roquvitié,rss,roqu,,vi_tié,roquvitié,control,r,,3,u,o,roqovitié,0,9,pseudo,block3
acpelm,acpelm,pr,pelm,oc,,ocpelm,control,p,0.0,0,o,a,acpelm,2,6,pseudo,block3
reigvila,meigvila,rss,reig,,vi_la,reigvila,control,r,,0,r,m,meigvila,1,8,pseudo,block3
trecrat,trecnat,rs,trec,,nat,trecnat,control,s,0.0,0,n,r,trecrat,3,7,pseudo,block3
erécméleag,erédméleag,pprs,mél,er_éd,eag,erédméleag,control,p,1.0,1,d,c,erécméleag,3,10,pseudo,block3
minasvitié,linasvitié,prss,nas,mi,vi_tié,minasvitié,control,p,0.0,0,m,l,linasvitié,1,10,pseudo,block3
dioc,dioc,r,diot,,,diot,target,r,,3,t,c,dioc,2,4,pseudo,block3
nas,nas,r,nas,,,nas,control,r,,2,s,p,nap,0,3,pseudo,block3
erédmaceag,erédmaceag,pprs,mac,er_éd,eag,erédmaceag,control,s,0.0,2,g,x,erédmaceax,0,10,pseudo,block3
liérproun,miérproun,ppr,roun,mi_érp,,miérproun,control,p,0.0,0,m,l,liérproun,3,9,pseudo,block3
pamaire,camaire,rs,cam,,aire,camaire,target,r,,0,c,p,pamaire,3,7,pseudo,block3
eréptioc,eréptioc,ppr,tioc,er_éd,,erédtioc,control,p,1.0,1,d,p,eréptioc,2,8,pseudo,block3
lans,lans,r,lans,,,lans,control,r,,2,n,l,lals,0,4,pseudo,block3
milubletié,milutletié,prss,lub,mi,le_tié,milubletié,control,r,,2,b,t,milutletié,1,10,pseudo,block3
necidnemt,nedidnemt,prs,cid,ne,nemt,necidnemt,control,r,,0,c,d,nedidnemt,1,9,pseudo,block3
miérplars,miérplars,ppr,lans,mi_érp,,miérplans,control,r,,2,n,r,miérplars,2,9,pseudo,block3
foir,foir,r,foir,,,foir,target,r,,2,i,a,foar,0,4,pseudo,block3
