first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
cicatrice,cicatrice,r,,cicatrice,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block1
puberté,pubarté,r,,puberté,,puberté,control,r,,3,e,a,pubarté,1,7,real,block1
ramet,ramet,pr,re,met,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block1
entêtant,eltêtant,prs,en,têt,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block1
zombae,zombie,r,,zombie,,zombie,control,r,,4,i,a,zombae,3,6,real,block1
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block1
perron,perron,r,,perron,,perron,control,r,,5,n,l,perrol,0,6,real,block1
tonalité,tonalité,rss,,ton,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block1
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block1
ribambelle,ribamberle,r,,ribambelle,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block1
agricole,agricole,r,,agricole,,agricole,control,r,,1,g,t,atricole,0,8,real,block1
inpulsif,impulsif,prs,im,puls,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block1
idéal,idéal,rs,,idé,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block1
plant,plant,r,,plant,,plant,control,r,,2,a,i,plint,0,5,real,block1
argent,argent,r,,argent,,argent,control,r,,4,n,m,argemt,0,6,real,block1
céracité,céracité,rss,,cér,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block1
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block1
charmant,charmant,rs,,charm,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block1
impulseon,impulseon,prs,im,puls,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block1
crevette,drevette,r,,crevette,,crevette,control,r,,0,c,d,drevette,1,8,real,block1
racaille,recaille,r,,racaille,,racaille,control,r,,1,a,e,recaille,1,8,real,block1
banquise,sanquise,r,,banquise,,banquise,control,r,,0,b,s,sanquise,1,8,real,block1
interphone,interphone,pr,inter,phone,,interphone,target,r,,3,n,r,interphore,0,10,real,block1
acsivité,activité,rss,,act,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block1
munal,munal,rs,,mur,al,mural,target,r,,2,r,n,munal,2,5,real,block1
spectacle,spectagle,r,,spectacle,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block1
inefficace,anefficace,pr,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block1
kéfonce,kéfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block1
bunldozer,bulldozer,r,,bulldozer,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block1
troisième,troisiume,rs,,trois,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block1
pesamment,pesamment,rss,,pes,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block1
immoltel,immortel,prs,im,mort,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block1
festivité,festivité,rss,,fest,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block1
certain,certain,rs,,cert,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block1
sédnelifre,sédnelifre,pprs,séd_ne,lif,re,sédnelifre,control,p,0.0,0,s,c,cédnelifre,0,10,pseudo,block2
antidiot,antidiot,pr,anti,diot,,antidiot,target,r,,0,d,h,antihiot,0,8,pseudo,block2
osuloud,osuloud,pr,osu,loud,,osuloud,control,r,,0,l,n,osunoud,0,7,pseudo,block2
tret,tret,r,,trec,,trec,control,r,,3,c,t,tret,2,4,pseudo,block2
ensrév,entrév,pr,en,trév,,entrév,target,r,,0,t,s,ensrév,3,6,pseudo,block2
désinlémer,désinlémer,pprs,dés_en,lém,er,désenlémer,target,p,1.0,0,e,i,désinlémer,2,10,pseudo,block2
erédrujeig,erédrujeig,pprs,er_éd,ruj,eag,erédrujeag,control,s,0.0,1,a,i,erédrujeig,2,10,pseudo,block2
jaibaliste,jaisaliste,rss,,jais,al_iste,jaisaliste,target,r,,3,s,b,jaibaliste,3,10,pseudo,block2
cortité,cortidé,rs,,cort,ité,cortité,target,s,0.0,1,t,d,cortidé,1,7,pseudo,block2
insalivité,insanivité,prss,in,sal,iv_ité,insalivité,target,r,,2,l,n,insanivité,1,10,pseudo,block2
roifni,roifna,rs,,roif,ni,roifni,control,s,0.0,1,i,a,roifna,1,6,pseudo,block2
vaij,saij,r,,saij,,saij,control,r,,0,s,v,vaij,3,4,pseudo,block2
réstrec,réstrec,pr,rép,trec,,réptrec,control,p,0.0,2,p,s,réstrec,2,7,pseudo,block2
rujequi,rejequi,rs,,ruj,equi,rujequi,control,r,,1,u,e,rejequi,1,7,pseudo,block2
insalaile,insalaire,prs,in,sal,aire,insalaire,target,s,0.0,2,r,l,insalaile,3,9,pseudo,block2
saijre,saujre,rs,,saij,re,saijre,control,r,,2,i,u,saujre,1,6,pseudo,block2
naej,naej,r,,nauj,,nauj,control,r,,2,u,e,naej,2,4,pseudo,block2
xréplem,xréplem,pr,pré,plem,,préplem,target,p,0.0,0,p,x,xréplem,2,7,pseudo,block2
jaunaliste,jauniliste,rss,,jaun,al_iste,jaunaliste,target,s,0.0,0,a,i,jauniliste,1,10,pseudo,block2
bur,bur,r,,bul,,bul,target,r,,2,l,r,bur,2,3,pseudo,block2
clôten,clôten,rs,,clôt,el,clôtel,target,s,0.0,1,l,n,clôten,2,6,pseudo,block2
inbul,insul,pr,in,bul,,inbul,target,r,,0,b,s,insul,1,5,pseudo,block2
insenalité,insenalité,prss,in,san,al_ité,insanalité,target,r,,1,a,e,insenalité,2,10,pseudo,block2
mequorant,mequorant,prs,re,quor,ant,requorant,target,p,0.0,0,r,m,mequorant,2,9,pseudo,block2
erédfodeag,erésfodeag,pprs,er_éd,fod,eag,erédfodeag,control,p,1.0,1,d,s,erésfodeag,1,10,pseudo,block2
imprétort,imprécort,ppr,im_pré,cort,,imprécort,target,r,,0,c,t,imprétort,3,9,pseudo,block2
redédimage,redédimage,pprs,re_dé,dir,age,redédirage,target,r,,2,r,m,redédimage,2,10,pseudo,block2
nontaél,nontuél,pr,non,tuél,,nontuél,target,r,,1,u,a,nontaél,3,7,pseudo,block2
milifletié,milifletié,prss,mi,lif,le_tié,milifletié,control,r,,1,i,é,miléfletié,0,10,pseudo,block2
rusnemél,rucnemél,ppr,rus_ne,mél,,rusnemél,control,p,0.0,2,s,c,rucnemél,1,8,pseudo,block2
sédnenasre,sédnenasre,pprs,séd_ne,nas,re,sédnenasre,control,s,0.0,0,r,n,sédnenasne,0,10,pseudo,block2
préresan,prérésan,ppr,pré_re,san,,préresan,target,p,1.0,1,e,é,prérésan,1,8,pseudo,block2
nilislatié,nilislatié,prss,ni,lif,la_tié,niliflatié,control,r,,2,f,s,nilislatié,2,10,pseudo,block2
édtoidoin,édtoidoin,prs,éd,toid,oin,édtoidoin,control,r,,2,i,à,édtoàdoin,0,9,pseudo,block2
tanitroc,tanitroc,pr,tani,troc,,tanitroc,control,p,0.0,2,n,l,talitroc,0,8,pseudo,block2
erédtooc,erédtooc,ppr,er_éd,tioc,,erédtioc,control,r,,1,i,o,erédtooc,2,8,pseudo,block2
surbulajt,surbulajt,prs,sur,bul,ant,surbulant,target,s,0.0,1,n,j,surbulajt,2,9,pseudo,block2
rejurment,rajurment,prs,re,jur,ment,rejurment,target,p,0.0,1,e,a,rajurment,1,9,pseudo,block2
clôtable,clôtable,rs,,clôt,able,clôtable,target,s,0.0,1,b,s,clôtasle,0,8,pseudo,block2
foir,foil,r,,foir,,foir,target,r,,3,r,l,foil,1,4,pseudo,block2
redéplem,redeplem,ppr,re_dé,plem,,redéplem,target,p,1.0,1,é,e,redeplem,1,8,pseudo,block2
soutuél,soutuél,pr,sou,tuél,,soutuél,target,r,,3,l,r,soutuér,0,7,pseudo,block2
préredoul,préredoul,ppr,pré_re,doul,,préredoul,target,p,0.0,0,p,v,vréredoul,0,9,pseudo,block2
ilplement,inplement,prs,in,plem,ent,inplement,target,p,0.0,1,n,l,ilplement,3,9,pseudo,block2
sédrimélre,sédnimélre,pprs,séd_ni,mél,re,sédnimélre,control,p,1.0,0,n,r,sédrimélre,3,10,pseudo,block2
saijle,saojle,rs,,saij,le,saijle,control,r,,2,i,o,saojle,1,6,pseudo,block2
redéjurage,redérurage,pprs,re_dé,jur,age,redéjurage,target,r,,0,j,r,redérurage,1,10,pseudo,block2
jaisant,jaisant,rs,,jais,ant,jaisant,target,r,,2,i,é,jaésant,0,7,pseudo,block2
détroniste,détroniste,prs,dé,tron,iste,détroniste,target,r,,1,r,n,détnoniste,0,10,pseudo,block2
loud,loud,r,,loud,,loud,control,r,,1,o,u,luud,0,4,pseudo,block2
lub,lub,r,,lub,,lub,control,r,,1,u,o,lob,0,3,pseudo,block2
nour,noer,r,,nour,,nour,target,r,,2,u,e,noer,1,4,pseudo,block2
indacalité,indicalité,prss,in,dic,al_ité,indicalité,target,r,,1,i,a,indacalité,3,10,pseudo,block2
cort,cort,r,,cort,,cort,target,r,,3,t,p,corp,0,4,pseudo,block2
enncid,enncid,pr,onn,cid,,onncid,control,p,0.0,0,o,e,enncid,2,6,pseudo,block2
erlastaoin,erlassaoin,prss,er,las,ta_oin,erlastaoin,control,s,0.0,0,t,s,erlassaoin,1,10,pseudo,block2
nimaclatie,nimaclatie,prss,ni,mac,la_tié,nimaclatié,control,s,1.0,2,é,e,nimaclatie,2,10,pseudo,block2
redofure,redofure,prs,re,dof,ure,redofure,target,s,0.0,1,r,l,redofule,0,8,pseudo,block2
plemalisme,plemalisme,rss,,plem,al_isme,plemalisme,target,s,1.0,0,i,e,plemalesme,0,10,pseudo,block2
rujvitié,rujvitio,rss,,ruj,vi_tié,rujvitié,control,s,1.0,2,é,o,rujvitio,1,8,pseudo,block2
erlubtaoin,erlubtaoin,prss,er,lub,ta_oin,erlubtaoin,control,r,,2,b,h,erluhtaoin,0,10,pseudo,block2
relémation,relémation,prss,re,lém,at_ion,relémation,target,r,,1,é,o,relomation,0,10,pseudo,block2
érpermél,érpurmél,ppr,érp_er,mél,,érpermél,control,p,1.0,0,e,u,érpurmél,1,8,pseudo,block2
tronabli,tronable,rs,,tron,able,tronable,target,s,0.0,3,e,i,tronabli,3,8,pseudo,block2
tiosalbe,tiocalbe,rs,,tioc,albe,tiocalbe,control,r,,3,c,s,tiosalbe,3,8,pseudo,block2
nicidlatié,nicidlatié,prss,ni,cid,la_tié,nicidlatié,control,s,1.0,0,t,c,nicidlacié,0,10,pseudo,block2
russurc,rusturc,pr,rus,surc,,russurc,control,r,,0,s,t,rusturc,1,7,pseudo,block2
miérplans,miérplans,ppr,mi_érp,lans,,miérplans,control,r,,0,l,n,miérpnans,0,9,pseudo,block2
milasvitié,milasvitié,prss,mi,las,vi_tié,milasvitié,control,p,0.0,0,m,n,nilasvitié,0,10,pseudo,block2
ledébul,redébul,ppr,re_dé,bul,,redébul,target,p,0.0,0,r,l,ledébul,3,7,pseudo,block2
niridalbe,niridalbe,prs,ni,rid,albe,niridalbe,control,s,0.0,2,b,c,niridalce,0,9,pseudo,block2
antidoul,anvidoul,pr,anti,doul,,antidoul,target,p,0.0,2,t,v,anvidoul,1,8,pseudo,block2
tôlcvitaé,tôlcvitié,rss,,tôlc,vi_tié,tôlcvitié,control,s,1.0,1,i,a,tôlcvitaé,3,9,pseudo,block2
erridtaoin,erridtaoin,prss,er,rid,ta_oin,erridtaoin,control,r,,0,r,n,ernidtaoin,0,10,pseudo,block2
urtiocure,urtiocure,prs,er,tioc,ure,ertiocure,control,p,0.0,0,e,u,urtiocure,2,9,pseudo,block2
roun,rour,r,,roun,,roun,control,r,,3,n,r,rour,1,4,pseudo,block2
sédnerujre,sédnirujre,pprs,séd_ne,ruj,re,sédnerujre,control,p,1.0,1,e,i,sédnirujre,1,10,pseudo,block2
decalisme,dicalisme,rss,,dic,al_isme,dicalisme,target,r,,1,i,e,decalisme,3,9,pseudo,block2
jaul,jaul,r,,jaun,,jaun,target,r,,3,n,l,jaul,2,4,pseudo,block2
certionnel,certionnel,rss,,cert,ionn_el,certionnel,target,s,1.0,0,e,i,certionnil,0,10,pseudo,block2
miroig,miroig,pr,mi,reig,,mireig,control,r,,1,e,o,miroig,2,6,pseudo,block2
miérpfod,miérbfod,ppr,mi_érp,fod,,miérpfod,control,p,1.0,2,p,b,miérbfod,1,8,pseudo,block2
bofique,dofique,rs,,dof,ique,dofique,target,r,,0,d,b,bofique,3,7,pseudo,block2
erciseru,ercideru,prs,er,cid,eru,ercideru,control,r,,2,d,s,erciseru,3,8,pseudo,block2
pelmvala,pelmvila,rss,,pelm,vi_la,pelmvila,control,s,0.0,1,i,a,pelmvala,3,8,pseudo,block2
cortalisme,cortalisme,rss,,cort,al_isme,cortalisme,target,r,,2,r,m,comtalisme,0,10,pseudo,block2
diotin,diotin,rs,,diot,in,diotin,target,r,,1,i,a,daotin,0,6,pseudo,block2
coititité,coititité,rss,,coit,iv_ité,coitivité,target,s,0.0,1,v,t,coititité,2,9,pseudo,block2
sédnifoxre,sédnifodre,pprs,séd_ni,fod,re,sédnifodre,control,r,,2,d,x,sédnifoxre,3,10,pseudo,block2
injurelité,enjurelité,prss,in,jur,el_ité,injurelité,target,p,0.0,0,i,e,enjurelité,1,10,pseudo,block2
nolt,nort,r,,nort,,nort,control,r,,2,r,l,nolt,3,4,pseudo,block2
inlémivite,inlémivité,prss,in,lém,iv_ité,inlémivité,target,s,1.0,2,é,e,inlémivite,3,10,pseudo,block2
cait,coit,r,,coit,,coit,target,r,,1,o,a,cait,3,4,pseudo,block2
eréctôlc,eréctôlc,ppr,er_éd,tôlc,,erédtôlc,control,p,1.0,1,d,c,eréctôlc,2,8,pseudo,block2
incertudu,incertudu,prs,in,cert,ude,incertude,target,s,0.0,2,e,u,incertudu,2,9,pseudo,block2
prédétron,prédétron,ppr,pré_dé,tron,,prédétron,target,r,,2,o,e,prédétren,0,9,pseudo,block2
sécamage,sécamage,prs,dé,cam,age,décamage,target,p,0.0,0,d,s,sécamage,2,8,pseudo,block2
adcam,adcam,pr,ad,cam,,adcam,target,p,0.0,1,d,c,accam,0,5,pseudo,block2
insénelité,insénelité,prss,in,san,el_ité,insanelité,target,r,,1,a,é,insénelité,2,10,pseudo,block2
reigvila,reigvima,rss,,reig,vi_la,reigvila,control,s,1.0,0,l,m,reigvima,1,8,pseudo,block2
lilasletié,lilasletié,prss,mi,las,le_tié,milasletié,control,p,0.0,0,m,l,lilasletié,2,10,pseudo,block2
tilival,filival,rss,,fil,iv_al,filival,target,r,,0,f,t,tilival,3,7,pseudo,block2
loadinnole,loadinnole,rss,,loud,inno_le,loudinnole,control,r,,2,u,a,loadinnole,2,10,pseudo,block2
trocteé,trocteé,rs,,troc,tié,troctié,control,s,0.0,1,i,e,trocteé,2,7,pseudo,block2
ridéfoir,ridéfoir,ppr,re_dé,foir,,redéfoir,target,p,0.0,1,e,i,ridéfoir,2,8,pseudo,block2
désinlémer,désinlémur,pprs,dés_in,lém,er,désinlémer,target,s,0.0,0,e,u,désinlémur,1,10,pseudo,block2
filité,filité,rs,,fil,ité,filité,target,r,,0,f,d,dilité,0,6,pseudo,block2
déqinsaler,désinsaler,pprs,dés_in,sal,er,désinsaler,target,p,0.0,2,s,q,déqinsaler,3,10,pseudo,block2
naslaisem,naslaisem,rss,,nas,la_isem,naslaisem,control,s,0.0,0,l,n,nasnaisem,0,9,pseudo,block2
reigmanemt,reigmunemt,rss,,reig,ma_nemt,reigmanemt,control,s,0.0,1,a,u,reigmunemt,1,10,pseudo,block2
répédtroc,répédproc,ppr,rép_éd,troc,,répédtroc,control,r,,0,t,p,répédproc,1,9,pseudo,block2
errujtaoin,erruytaoin,prss,er,ruj,ta_oin,errujtaoin,control,r,,2,j,y,erruytaoin,1,10,pseudo,block2
érperlad,érperlas,ppr,érp_er,las,,érperlas,control,r,,2,s,d,érperlad,3,8,pseudo,block2
lubla,lubla,rs,,lub,le,luble,control,s,0.0,1,e,a,lubla,2,5,pseudo,block2
érperruj,érberruj,ppr,érp_er,ruj,,érperruj,control,p,0.0,2,p,b,érberruj,1,8,pseudo,block2
répédtrec,répédtrac,ppr,rép_éd,trec,,répédtrec,control,r,,2,e,a,répédtrac,1,9,pseudo,block2
intalalité,intalalité,prss,in,sal,al_ité,insalalité,target,r,,0,s,t,intalalité,2,10,pseudo,block2
mirujvitié,mirujvitié,prss,mi,ruj,vi_tié,mirujvitié,control,s,1.0,1,i,a,mirujvitaé,0,10,pseudo,block2
clôtivité,cmôtivité,rss,,clôt,iv_ité,clôtivité,target,r,,1,l,m,cmôtivité,1,9,pseudo,block2
réppelm,réppelm,pr,rép,pelm,,réppelm,control,p,0.0,1,é,o,roppelm,0,7,pseudo,block2
lormal,normal,rs,,norm,al,normal,target,r,,0,n,l,lormal,3,6,real,block3
hiérerchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block3
prothèse,proshèse,r,,prothèse,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block3
deuxaème,deuxième,rs,,deux,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block3
bataille,bataille,r,,bataille,,bataille,control,r,,2,t,p,bapaille,0,8,real,block3
asthne,asthme,r,,asthme,,asthme,control,r,,4,m,n,asthne,3,6,real,block3
langousse,langousse,r,,langouste,,langouste,control,r,,7,t,s,langousse,2,9,real,block3
srincipe,principe,r,,principe,,principe,control,r,,0,p,s,srincipe,3,8,real,block3
diplomate,diplomate,r,,diplomate,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block3
démontru,démontre,pr,dé,montre,,démontre,target,r,,5,e,u,démontru,3,8,real,block3
aussi,eussi,r,,aussi,,aussi,control,r,,0,a,e,eussi,1,5,real,block3
envol,entol,pr,en,vol,,envol,target,r,,0,v,t,entol,1,5,real,block3
indolole,indolole,prs,in,dol,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block3
personnel,personrel,rs,,personn,el,personnel,target,r,,6,n,r,personrel,1,9,real,block3
pantoifle,pantoifle,r,,pantoufle,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block3
infrurouge,infrarouge,pr,infra,rouge,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block3
décompose,décomposa,pr,dé,compose,,décompose,target,r,,6,e,a,décomposa,1,9,real,block3
vinaisre,vinaigre,r,,vinaigre,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block3
dosespoir,désespoir,pr,dés,espoir,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block3
