first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
cicatrice,cicatrice,r,,cicatrice,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block1
puberté,pubarté,r,,puberté,,puberté,control,r,,3,e,a,pubarté,1,7,real,block1
ramet,ramet,pr,re,met,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block1
entêtant,eltêtant,prs,en,têt,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block1
zombae,zombie,r,,zombie,,zombie,control,r,,4,i,a,zombae,3,6,real,block1
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block1
perron,perron,r,,perron,,perron,control,r,,5,n,l,perrol,0,6,real,block1
tonalité,tonalité,rss,,ton,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block1
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block1
ribambelle,ribamberle,r,,ribambelle,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block1
agricole,agricole,r,,agricole,,agricole,control,r,,1,g,t,atricole,0,8,real,block1
inpulsif,impulsif,prs,im,puls,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block1
idéal,idéal,rs,,idé,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block1
plant,plant,r,,plant,,plant,control,r,,2,a,i,plint,0,5,real,block1
argent,argent,r,,argent,,argent,control,r,,4,n,m,argemt,0,6,real,block1
céracité,céracité,rss,,cér,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block1
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block1
charmant,charmant,rs,,charm,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block1
impulseon,impulseon,prs,im,puls,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block1
crevette,drevette,r,,crevette,,crevette,control,r,,0,c,d,drevette,1,8,real,block1
racaille,recaille,r,,racaille,,racaille,control,r,,1,a,e,recaille,1,8,real,block1
banquise,sanquise,r,,banquise,,banquise,control,r,,0,b,s,sanquise,1,8,real,block1
interphone,interphone,pr,inter,phone,,interphone,target,r,,3,n,r,interphore,0,10,real,block1
acsivité,activité,rss,,act,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block1
munal,munal,rs,,mur,al,mural,target,r,,2,r,n,munal,2,5,real,block1
spectacle,spectagle,r,,spectacle,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block1
inefficace,anefficace,pr,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block1
kéfonce,kéfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block1
bunldozer,bulldozer,r,,bulldozer,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block1
troisième,troisiume,rs,,trois,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block1
pesamment,pesamment,rss,,pes,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block1
immoltel,immortel,prs,im,mort,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block1
festivité,festivité,rss,,fest,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block1
certain,certain,rs,,cert,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block1
foirable,foirable,rs,,foir,able,foirable,target,s,0.0,0,a,e,foireble,0,8,pseudo,block2
désinbuler,désinbuler,pprs,dés_in,bul,er,désinbuler,target,s,0.0,1,r,n,désinbulen,0,10,pseudo,block2
silivité,silivité,rss,,sal,iv_ité,salivité,target,r,,1,a,i,silivité,2,8,pseudo,block2
erfohtaoin,erfohtaoin,prss,er,fod,ta_oin,erfodtaoin,control,r,,2,d,h,erfohtaoin,2,10,pseudo,block2
juraliste,juraniste,rss,,jur,al_iste,juraliste,target,s,0.0,1,l,n,juraniste,1,9,pseudo,block2
édrosualbe,édrosualbe,prs,éd,roqu,albe,édroqualbe,control,r,,2,q,s,édrosualbe,2,10,pseudo,block2
tron,tran,r,,tron,,tron,target,r,,2,o,a,tran,1,4,pseudo,block2
désinjuler,désinjuler,pprs,dés_in,jur,er,désinjurer,target,r,,2,r,l,désinjuler,2,10,pseudo,block2
répécrid,répédrid,ppr,rép_éd,rid,,répédrid,control,p,1.0,1,d,c,répécrid,3,8,pseudo,block2
inbulalité,inbulalité,prss,in,bul,al_ité,inbulalité,target,s,1.0,1,t,s,inbulalisé,0,10,pseudo,block2
trancotioc,trencotioc,pr,trenco,tioc,,trencotioc,control,p,0.0,2,e,a,trancotioc,3,10,pseudo,block2
lémat,lérat,rs,,lém,at,lémat,target,r,,2,m,r,lérat,1,5,pseudo,block2
infilelité,infirelité,prss,in,fil,el_ité,infilelité,target,r,,2,l,r,infirelité,1,10,pseudo,block2
erépmaceag,erépmaceag,pprs,er_éd,mac,eag,erédmaceag,control,p,1.0,1,d,p,erépmaceag,2,10,pseudo,block2
mélure,mélure,rs,,mél,ure,mélure,control,r,,2,l,n,ménure,0,6,pseudo,block2
saijlausem,saijlausem,rss,,saij,la_isem,saijlaisem,control,s,1.0,0,i,u,saijlausem,2,10,pseudo,block2
soit,soit,r,,coit,,coit,target,r,,0,c,s,soit,2,4,pseudo,block2
désincarer,désincarer,pprs,dés_in,cam,er,désincamer,target,r,,2,m,r,désincarer,2,10,pseudo,block2
prosanment,prosanment,prs,pro,san,ment,prosanment,target,r,,2,n,l,prosalment,0,10,pseudo,block2
méllaeist,méllaeist,rss,,mél,la_eist,méllaeist,control,r,,2,l,r,mérlaeist,0,9,pseudo,block2
nilaplatié,nilaslatié,prss,ni,las,la_tié,nilaslatié,control,r,,2,s,p,nilaplatié,3,10,pseudo,block2
amprécam,imprécam,ppr,im_pré,cam,,imprécam,target,p,0.0,0,i,a,amprécam,3,8,pseudo,block2
fil,ful,r,,fil,,fil,target,r,,1,i,u,ful,1,3,pseudo,block2
doulaliste,doulalisce,rss,,doul,al_iste,doulaliste,target,s,1.0,2,t,c,doulalisce,1,10,pseudo,block2
erédtôlc,erédtôlt,ppr,er_éd,tôlc,,erédtôlc,control,r,,3,c,t,erédtôlt,1,8,pseudo,block2
pourdir,pourdir,pr,pour,dir,,pourdir,target,r,,0,d,s,poursir,0,7,pseudo,block2
mirujvitié,mirujvitié,prss,mi,ruj,vi_tié,mirujvitié,control,r,,1,u,è,mirèjvitié,0,10,pseudo,block2
saleur,saleor,rs,,sal,eur,saleur,target,s,0.0,1,u,o,saleor,1,6,pseudo,block2
redégier,redégier,ppr,re_dé,gier,,redégier,target,p,1.0,1,é,i,redigier,0,8,pseudo,block2
rujta,rujta,rs,,ruj,ta,rujta,control,r,,1,u,e,rejta,0,5,pseudo,block2
surelsnal,surelsnal,ppr,sur_en,snal,,surensnal,target,p,1.0,1,n,l,surelsnal,2,9,pseudo,block2
riérpsaij,riérpsaij,ppr,mi_érp,saij,,miérpsaij,control,p,0.0,0,m,r,riérpsaij,2,9,pseudo,block2
roplasnemt,roplasnemt,prs,rop,las,nemt,roplasnemt,control,p,0.0,0,r,l,loplasnemt,0,10,pseudo,block2
troc,trot,r,,troc,,troc,control,r,,3,c,t,trot,1,4,pseudo,block2
réunnemt,réunnemt,rs,,roun,nemt,rounnemt,control,r,,1,o,é,réunnemt,2,8,pseudo,block2
prédélém,prédélém,ppr,pré_dé,lém,,prédélém,target,r,,1,é,e,prédélem,0,8,pseudo,block2
miérptoid,riérptoid,ppr,mi_érp,toid,,miérptoid,control,p,0.0,0,m,r,riérptoid,1,9,pseudo,block2
matinnole,matinnole,rss,,mac,inno_le,macinnole,control,r,,2,c,t,matinnole,2,9,pseudo,block2
sédnirujre,sédrirujre,pprs,séd_ni,ruj,re,sédnirujre,control,p,1.0,0,n,r,sédrirujre,1,10,pseudo,block2
sédnelubre,sédnelubme,pprs,séd_ne,lub,re,sédnelubre,control,s,0.0,0,r,m,sédnelubme,1,10,pseudo,block2
kétertisme,détertisme,prs,dé,tert,isme,détertisme,target,p,0.0,0,d,k,kétertisme,3,10,pseudo,block2
imprédiot,impnédiot,ppr,im_pré,diot,,imprédiot,target,p,1.0,1,r,n,impnédiot,1,9,pseudo,block2
perm,pelm,r,,pelm,,pelm,control,r,,2,l,r,perm,3,4,pseudo,block2
fot,fod,r,,fod,,fod,control,r,,2,d,t,fot,3,3,pseudo,block2
intersan,intemsan,pr,inter,san,,intersan,target,p,0.0,4,r,m,intemsan,1,8,pseudo,block2
dysdrus,dysdrus,pr,dys,crus,,dyscrus,target,r,,0,c,d,dysdrus,2,7,pseudo,block2
erédvért,erédvért,ppr,er_éd,vért,,erédvért,control,p,1.0,0,é,o,erodvért,0,8,pseudo,block2
tuélaliste,tuémaliste,rss,,tuél,al_iste,tuélaliste,target,r,,3,l,m,tuémaliste,1,10,pseudo,block2
répédtôlc,répédtôlc,ppr,rép_éd,tôlc,,répédtôlc,control,p,0.0,0,r,m,mépédtôlc,0,9,pseudo,block2
minasnetié,minasletié,prss,mi,nas,le_tié,minasletié,control,s,0.0,0,l,n,minasnetié,3,10,pseudo,block2
nilanpnemt,nilanpnemt,prs,ni,lans,nemt,nilansnemt,control,r,,3,s,p,nilanpnemt,2,10,pseudo,block2
milisletié,milasletié,prss,mi,las,le_tié,milasletié,control,r,,1,a,i,milisletié,3,10,pseudo,block2
contretemt,contretemt,pr,contre,tert,,contretert,target,r,,2,r,m,contretemt,2,10,pseudo,block2
nimaclatié,nemaclatié,prss,ni,mac,la_tié,nimaclatié,control,p,0.0,1,i,e,nemaclatié,1,10,pseudo,block2
cidliisem,cidliisem,rss,,cid,la_isem,cidlaisem,control,s,0.0,1,a,i,cidliisem,2,9,pseudo,block2
sédnilasre,sédnilasro,pprs,séd_ni,las,re,sédnilasre,control,s,0.0,1,e,o,sédnilasro,1,10,pseudo,block2
tretri,tretri,rs,,tret,re,tretre,control,s,0.0,1,e,i,tretri,2,6,pseudo,block2
sédnilacre,sédnimacre,pprs,séd_ni,mac,re,sédnimacre,control,r,,0,m,l,sédnilacre,3,10,pseudo,block2
cert,cert,r,,cert,,cert,target,r,,3,t,c,cerc,0,4,pseudo,block2
rentiloud,rentileud,pr,renti,loud,,rentiloud,control,r,,1,o,e,rentileud,1,9,pseudo,block2
necideda,necadeda,prs,ne,cid,eda,necideda,control,r,,1,i,a,necadeda,1,8,pseudo,block2
désenderer,désenderer,pprs,dés_en,dir,er,désendirer,target,r,,1,i,e,désenderer,2,10,pseudo,block2
tan,tan,r,,san,,san,target,r,,0,s,t,tan,2,3,pseudo,block2
engierment,engiermant,prs,en,gier,ment,engierment,target,s,0.0,1,e,a,engiermant,1,10,pseudo,block2
fiiralité,foiralité,rss,,foir,al_ité,foiralité,target,r,,1,o,i,fiiralité,3,9,pseudo,block2
lémable,limable,rs,,lém,able,lémable,target,r,,1,é,i,limable,1,7,pseudo,block2
dysjais,dysjais,pr,dys,jais,,dysjais,target,r,,3,s,t,dysjait,0,7,pseudo,block2
retéjurage,redéjurage,pprs,re_dé,jur,age,redéjurage,target,p,1.0,0,d,t,retéjurage,3,10,pseudo,block2
resalation,resalation,prss,re,sal,at_ion,resalation,target,s,1.0,1,o,a,resalatian,0,10,pseudo,block2
recrusant,recrusart,prs,re,crus,ant,recrusant,target,s,0.0,1,n,r,recrusart,1,9,pseudo,block2
ercidtaoin,ertidtaoin,prss,er,cid,ta_oin,ercidtaoin,control,r,,0,c,t,ertidtaoin,1,10,pseudo,block2
dasenjurer,désenjurer,pprs,dés_en,jur,er,désenjurer,target,p,0.0,1,é,a,dasenjurer,3,10,pseudo,block2
répédlas,répédlas,ppr,rép_éd,las,,répédlas,control,p,0.0,0,r,n,népédlas,0,8,pseudo,block2
insnal,ansnal,pr,in,snal,,insnal,target,p,0.0,0,i,a,ansnal,1,6,pseudo,block2
inclôtment,inclôtmend,prs,in,clôt,ment,inclôtment,target,s,0.0,3,t,d,inclôtmend,1,10,pseudo,block2
imcem,imcem,pr,im,cam,,imcam,target,r,,1,a,e,imcem,2,5,pseudo,block2
rounnit,rounnet,rs,,roun,net,rounnet,control,s,0.0,1,e,i,rounnit,3,7,pseudo,block2
indicalité,indicalité,prss,in,dic,al_ité,indicalité,target,r,,0,d,s,insicalité,0,10,pseudo,block2
limtulasle,limtalasle,prs,limtu,las,le,limtulasle,control,p,0.0,4,u,a,limtalasle,1,10,pseudo,block2
gier,giel,r,,gier,,gier,target,r,,3,r,l,giel,1,4,pseudo,block2
nasvitié,lasvitié,rss,,las,vi_tié,lasvitié,control,r,,0,l,n,nasvitié,3,8,pseudo,block2
repélémage,repélémage,pprs,re_dé,lém,age,redélémage,target,p,1.0,0,d,p,repélémage,2,10,pseudo,block2
foirto,foirto,rs,,foir,té,foirté,target,s,0.0,1,é,o,foirto,2,6,pseudo,block2
jaun,jaum,r,,jaun,,jaun,target,r,,3,n,m,jaum,1,4,pseudo,block2
eréstret,eréstret,ppr,er_éd,tret,,erédtret,control,p,1.0,1,d,s,eréstret,2,8,pseudo,block2
enridtaoin,erridtaoin,prss,er,rid,ta_oin,erridtaoin,control,p,0.0,1,r,n,enridtaoin,3,10,pseudo,block2
pioc,pioc,r,,tioc,,tioc,control,r,,0,t,p,pioc,2,4,pseudo,block2
nunaujeru,nunaujeru,prs,ne,nauj,eru,nenaujeru,control,p,0.0,1,e,u,nunaujeru,2,9,pseudo,block2
erédrujeag,irédrujeag,pprs,er_éd,ruj,eag,erédrujeag,control,p,0.0,0,e,i,irédrujeag,1,10,pseudo,block2
dac,dac,r,,dic,,dic,target,r,,1,i,a,dac,2,3,pseudo,block2
inlémelité,inlémelité,prss,in,lém,el_ité,inlémelité,target,p,0.0,0,i,à,ànlémelité,0,10,pseudo,block2
sulcvila,sulcvila,rss,,surc,vi_la,surcvila,control,r,,2,r,l,sulcvila,2,8,pseudo,block2
riqualbe,roqualbe,rs,,roqu,albe,roqualbe,control,r,,1,o,i,riqualbe,3,8,pseudo,block2
imprédic,imprédic,ppr,im_pré,dic,,imprédic,target,p,0.0,0,i,u,umprédic,0,8,pseudo,block2
édmaqisem,édmaqisem,prs,éd,mac,isem,édmacisem,control,r,,2,c,q,édmaqisem,2,9,pseudo,block2
jaision,jaasion,rs,,jais,ion,jaision,target,r,,2,i,a,jaasion,1,7,pseudo,block2
lif,lit,r,,lif,,lif,control,r,,2,f,t,lit,1,3,pseudo,block2
bôlcét,tôlcét,rs,,tôlc,ét,tôlcét,control,r,,0,t,b,bôlcét,3,6,pseudo,block2
insalelité,insalelité,prss,in,sal,el_ité,insalelité,target,r,,2,l,r,insarelité,0,10,pseudo,block2
jaisovité,jaisivité,rss,,jais,iv_ité,jaisivité,target,s,0.0,0,i,o,jaisovité,3,9,pseudo,block2
natoid,nitoid,pr,ni,toid,,nitoid,control,p,0.0,1,i,a,natoid,3,6,pseudo,block2
rurer,jurer,rs,,jur,er,jurer,target,r,,0,j,r,rurer,3,5,pseudo,block2
nultisalel,nultisalel,prs,multi,sal,el,multisalel,target,p,0.0,0,m,n,nultisalel,2,10,pseudo,block2
miérpnauj,miértnauj,ppr,mi_érp,nauj,,miérpnauj,control,p,1.0,2,p,t,miértnauj,1,9,pseudo,block2
indicuvité,indicuvité,prss,in,dic,iv_ité,indicivité,target,s,0.0,0,i,u,indicuvité,2,10,pseudo,block2
sédnifopre,sédnifodre,pprs,séd_ni,fod,re,sédnifodre,control,r,,2,d,p,sédnifopre,3,10,pseudo,block2
désinlémer,désinléner,pprs,dés_in,lém,er,désinlémer,target,r,,2,m,n,désinléner,1,10,pseudo,block2
miértreig,miérpreig,ppr,mi_érp,reig,,miérpreig,control,p,1.0,2,p,t,miértreig,3,9,pseudo,block2
crusivité,crusivité,rss,,crus,iv_ité,crusivité,target,s,0.0,0,i,o,crusovité,0,9,pseudo,block2
cirtté,cirtté,rs,,cert,té,certté,target,r,,1,e,i,cirtté,2,6,pseudo,block2
désinsaner,désinsaner,pprs,dés_in,san,er,désinsaner,target,p,0.0,1,é,i,disinsaner,0,10,pseudo,block2
rusnaujle,rusnaujle,prs,rus,nauj,le,rusnaujle,control,p,0.0,0,r,m,musnaujle,0,9,pseudo,block2
diotent,diotens,rs,,diot,ent,diotent,target,s,0.0,2,t,s,diotens,1,7,pseudo,block2
erédlél,erédmél,ppr,er_éd,mél,,erédmél,control,r,,0,m,l,erédlél,3,7,pseudo,block2
reitvila,reigvila,rss,,reig,vi_la,reigvila,control,r,,3,g,t,reitvila,3,8,pseudo,block2
rentenauj,rentenauj,pr,renti,nauj,,rentinauj,control,p,0.0,4,i,e,rentenauj,2,9,pseudo,block2
sydtret,sydtret,pr,syd,tret,,sydtret,control,r,,2,e,é,sydtrét,0,7,pseudo,block2
dam,cam,r,,cam,,cam,target,r,,0,c,d,dam,3,3,pseudo,block2
filita,filita,rs,,fil,ité,filité,target,s,0.0,2,é,a,filita,2,6,pseudo,block2
pournièr,pournièr,pr,pour,nièr,,pournièr,target,p,0.0,1,o,i,piurnièr,0,8,pseudo,block2
lormal,normal,rs,,norm,al,normal,target,r,,0,n,l,lormal,3,6,real,block3
hiérerchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block3
prothèse,proshèse,r,,prothèse,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block3
deuxaème,deuxième,rs,,deux,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block3
bataille,bataille,r,,bataille,,bataille,control,r,,2,t,p,bapaille,0,8,real,block3
asthne,asthme,r,,asthme,,asthme,control,r,,4,m,n,asthne,3,6,real,block3
langousse,langousse,r,,langouste,,langouste,control,r,,7,t,s,langousse,2,9,real,block3
srincipe,principe,r,,principe,,principe,control,r,,0,p,s,srincipe,3,8,real,block3
diplomate,diplomate,r,,diplomate,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block3
démontru,démontre,pr,dé,montre,,démontre,target,r,,5,e,u,démontru,3,8,real,block3
aussi,eussi,r,,aussi,,aussi,control,r,,0,a,e,eussi,1,5,real,block3
envol,entol,pr,en,vol,,envol,target,r,,0,v,t,entol,1,5,real,block3
indolole,indolole,prs,in,dol,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block3
personnel,personrel,rs,,personn,el,personnel,target,r,,6,n,r,personrel,1,9,real,block3
pantoifle,pantoifle,r,,pantoufle,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block3
infrurouge,infrarouge,pr,infra,rouge,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block3
décompose,décomposa,pr,dé,compose,,décompose,target,r,,6,e,a,décomposa,1,9,real,block3
vinaisre,vinaigre,r,,vinaigre,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block3
dosespoir,désespoir,pr,dés,espoir,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block3
