first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
cicatrice,cicatrice,r,,cicatrice,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block1
puberté,pubarté,r,,puberté,,puberté,control,r,,3,e,a,pubarté,1,7,real,block1
ramet,ramet,pr,re,met,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block1
entêtant,eltêtant,prs,en,têt,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block1
zombae,zombie,r,,zombie,,zombie,control,r,,4,i,a,zombae,3,6,real,block1
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block1
perron,perron,r,,perron,,perron,control,r,,5,n,l,perrol,0,6,real,block1
tonalité,tonalité,rss,,ton,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block1
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block1
ribambelle,ribamberle,r,,ribambelle,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block1
agricole,agricole,r,,agricole,,agricole,control,r,,1,g,t,atricole,0,8,real,block1
inpulsif,impulsif,prs,im,puls,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block1
idéal,idéal,rs,,idé,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block1
plant,plant,r,,plant,,plant,control,r,,2,a,i,plint,0,5,real,block1
argent,argent,r,,argent,,argent,control,r,,4,n,m,argemt,0,6,real,block1
céracité,céracité,rss,,cér,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block1
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block1
charmant,charmant,rs,,charm,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block1
impulseon,impulseon,prs,im,puls,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block1
crevette,drevette,r,,crevette,,crevette,control,r,,0,c,d,drevette,1,8,real,block1
racaille,recaille,r,,racaille,,racaille,control,r,,1,a,e,recaille,1,8,real,block1
banquise,sanquise,r,,banquise,,banquise,control,r,,0,b,s,sanquise,1,8,real,block1
interphone,interphone,pr,inter,phone,,interphone,target,r,,3,n,r,interphore,0,10,real,block1
acsivité,activité,rss,,act,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block1
munal,munal,rs,,mur,al,mural,target,r,,2,r,n,munal,2,5,real,block1
spectacle,spectagle,r,,spectacle,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block1
inefficace,anefficace,pr,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block1
kéfonce,kéfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block1
bunldozer,bulldozer,r,,bulldozer,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block1
troisième,troisiume,rs,,trois,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block1
pesamment,pesamment,rss,,pes,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block1
immoltel,immortel,prs,im,mort,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block1
festivité,festivité,rss,,fest,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block1
certain,certain,rs,,cert,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block1
diralité,dirolité,rss,,dir,al_ité,diralité,target,s,0.0,0,a,o,dirolité,1,8,pseudo,block2
gier,gier,r,,gier,,gier,target,r,,2,e,u,giur,0,4,pseudo,block2
lup,lub,r,,lub,,lub,control,r,,2,b,p,lup,3,3,pseudo,block2
naujisem,naujisem,rs,,nauj,isem,naujisem,control,r,,2,u,e,naejisem,0,8,pseudo,block2
empelmure,erpelmure,prs,er,pelm,ure,erpelmure,control,p,0.0,1,r,m,empelmure,3,9,pseudo,block2
coplem,coplem,pr,co,plem,,coplem,target,r,,2,e,i,coplim,0,6,pseudo,block2
erédroun,erédroum,ppr,er_éd,roun,,erédroun,control,r,,3,n,m,erédroum,1,8,pseudo,block2
quorivel,quorivel,rss,,quor,iv_al,quorival,target,s,1.0,0,a,e,quorivel,2,8,pseudo,block2
désincamer,désincamen,pprs,dés_in,cam,er,désincamer,target,s,0.0,1,r,n,désincamen,1,10,pseudo,block2
naèrivité,naèrivité,rss,,nièr,iv_ité,nièrivité,target,r,,1,i,a,naèrivité,2,9,pseudo,block2
ruslif,juslif,pr,rus,lif,,ruslif,control,p,0.0,0,r,j,juslif,1,6,pseudo,block2
préredic,prérepic,ppr,pré_re,dic,,préredic,target,r,,0,d,p,prérepic,1,8,pseudo,block2
erédlubeag,erédlubeag,pprs,er_éd,lub,eag,erédlubeag,control,s,0.0,1,a,o,erédlubeog,0,10,pseudo,block2
osusaij,osusaij,pr,osu,saij,,osusaij,control,p,0.0,1,s,p,opusaij,0,7,pseudo,block2
niridlitié,niridlatié,prss,ni,rid,la_tié,niridlatié,control,s,0.0,1,a,i,niridlitié,3,10,pseudo,block2
imprénièr,emprénièr,ppr,im_pré,nièr,,imprénièr,target,p,0.0,0,i,e,emprénièr,1,9,pseudo,block2
lépédrièn,répédrièn,ppr,rép_éd,rièn,,répédrièn,control,p,0.0,0,r,l,lépédrièn,3,9,pseudo,block2
erlastaoin,erlastaoin,prss,er,las,ta_oin,erlastaoin,control,p,0.0,0,e,i,irlastaoin,0,10,pseudo,block2
nevérz,nevérz,pr,ne,vért,,nevért,control,r,,3,t,z,nevérz,2,6,pseudo,block2
rièrarie,riènarie,rs,,rièn,arie,riènarie,control,r,,3,n,r,rièrarie,3,8,pseudo,block2
tônc,tôlc,r,,tôlc,,tôlc,control,r,,2,l,n,tônc,3,4,pseudo,block2
mif,lif,r,,lif,,lif,control,r,,0,l,m,mif,3,3,pseudo,block2
érpeltioc,érpeltioc,ppr,érp_er,tioc,,érpertioc,control,p,1.0,1,r,l,érpeltioc,2,9,pseudo,block2
nesurcnumt,nesurcnemt,prs,ne,surc,nemt,nesurcnemt,control,s,0.0,1,e,u,nesurcnumt,3,10,pseudo,block2
sédnimacre,sédninacre,pprs,séd_ni,mac,re,sédnimacre,control,r,,0,m,n,sédninacre,1,10,pseudo,block2
surjurance,sunjurance,prs,sur,jur,ance,surjurance,target,p,0.0,2,r,n,sunjurance,1,10,pseudo,block2
mifodvitié,mifodvisié,prss,mi,fod,vi_tié,mifodvitié,control,s,1.0,0,t,s,mifodvisié,1,10,pseudo,block2
redicution,redicution,prss,re,dic,at_ion,redication,target,s,0.0,0,a,u,redicution,2,10,pseudo,block2
diot,dios,r,,diot,,diot,target,r,,3,t,s,dios,1,4,pseudo,block2
netoideru,letoideru,prs,ne,toid,eru,netoideru,control,p,0.0,0,n,l,letoideru,1,9,pseudo,block2
présésal,présésal,ppr,pré_dé,sal,,prédésal,target,p,1.0,0,d,s,présésal,2,8,pseudo,block2
erédléut,emédléut,ppr,er_éd,léut,,erédléut,control,p,0.0,1,r,m,emédléut,1,8,pseudo,block2
mimacletié,mimacletié,prss,mi,mac,le_tié,mimacletié,control,r,,1,a,e,mimecletié,0,10,pseudo,block2
erédméleas,erédméleag,pprs,er_éd,mél,eag,erédméleag,control,s,0.0,2,g,s,erédméleas,3,10,pseudo,block2
minasvitié,minasvitié,prss,mi,nas,vi_tié,minasvitié,control,s,0.0,1,i,e,minasvetié,0,10,pseudo,block2
lasune,lasure,rs,,las,ure,lasure,control,s,0.0,1,r,n,lasune,3,6,pseudo,block2
indicenité,indicelité,prss,in,dic,el_ité,indicelité,target,s,0.0,1,l,n,indicenité,3,10,pseudo,block2
imdoul,irdoul,pr,im,doul,,imdoul,target,p,0.0,1,m,r,irdoul,1,6,pseudo,block2
errujero,errujero,prs,er,ruj,eru,errujeru,control,s,0.0,2,u,o,errujero,2,8,pseudo,block2
nort,mort,r,,nort,,nort,control,r,,0,n,m,mort,1,4,pseudo,block2
redésalage,redésalage,pprs,re_dé,sal,age,redésalage,target,r,,2,l,n,redésanage,0,10,pseudo,block2
prédécrus,prédécrus,ppr,pré_dé,crus,,prédécrus,target,p,0.0,1,r,n,pnédécrus,0,9,pseudo,block2
sédnirujre,sédnirôjre,pprs,séd_ni,ruj,re,sédnirujre,control,r,,1,u,ô,sédnirôjre,1,10,pseudo,block2
sédnemélre,sédnemélne,pprs,séd_ne,mél,re,sédnemélre,control,s,0.0,0,r,n,sédnemélne,1,10,pseudo,block2
lesanation,resanation,prss,re,san,at_ion,resanation,target,p,0.0,0,r,l,lesanation,3,10,pseudo,block2
salalité,palalité,rss,,sal,al_ité,salalité,target,r,,0,s,p,palalité,1,8,pseudo,block2
noqu,noqu,r,,roqu,,roqu,control,r,,0,r,n,noqu,2,4,pseudo,block2
cruseute,cruseute,rs,,crus,euse,cruseuse,target,s,0.0,2,s,t,cruseute,2,8,pseudo,block2
ditivement,dicivement,rss,,dic,ive_ment,dicivement,target,r,,2,c,t,ditivement,3,10,pseudo,block2
ridtie,ridtié,rs,,rid,tié,ridtié,control,s,0.0,2,é,e,ridtie,3,6,pseudo,block2
erédcideag,erédcideag,pprs,er_éd,cid,eag,erédcideag,control,r,,0,c,p,erédpideag,0,10,pseudo,block2
ridédirage,ridédirage,pprs,re_dé,dir,age,redédirage,target,p,0.0,1,e,i,ridédirage,2,10,pseudo,block2
édprectan,édprectan,prs,éd,trec,tan,édtrectan,control,r,,0,t,p,édprectan,2,9,pseudo,block2
entrév,emtrév,pr,en,trév,,entrév,target,p,0.0,1,n,m,emtrév,1,6,pseudo,block2
désinlémer,désinlémar,pprs,dés_in,lém,er,désinlémer,target,s,0.0,0,e,a,désinlémar,1,10,pseudo,block2
erlubtan,erlubtan,prs,er,lub,tan,erlubtan,control,p,0.0,1,r,l,ellubtan,0,8,pseudo,block2
lubét,lubét,rs,,lub,ét,lubét,control,s,0.0,1,t,v,lubév,0,5,pseudo,block2
milubletié,milubletié,prss,mi,lub,le_tié,milubletié,control,p,0.0,0,m,l,lilubletié,0,10,pseudo,block2
snalib,snalib,rs,,snal,if,snalif,target,s,0.0,1,f,b,snalib,2,6,pseudo,block2
nepelmeda,nepelmeda,prs,ne,pelm,eda,nepelmeda,control,p,0.0,0,n,j,jepelmeda,0,9,pseudo,block2
coiq,coit,r,,coit,,coit,target,r,,3,t,q,coiq,3,4,pseudo,block2
lasletié,lasletié,rss,,las,la_tié,laslatié,control,s,0.0,1,a,e,lasletié,2,8,pseudo,block2
saijarie,saijarie,rs,,saij,arie,saijarie,control,s,0.0,1,r,m,saijamie,0,8,pseudo,block2
rutlifacne,ruslifacne,prs,rus,lif,acne,ruslifacne,control,p,0.0,2,s,t,rutlifacne,3,10,pseudo,block2
jaulat,jaunat,rs,,jaun,at,jaunat,target,r,,3,n,l,jaulat,3,6,pseudo,block2
roif,roaf,r,,roif,,roif,control,r,,2,i,a,roaf,1,4,pseudo,block2
erméltaoin,erméltaoin,prss,er,mél,ta_oin,erméltaoin,control,r,,0,m,n,ernéltaoin,0,10,pseudo,block2
jaurité,jaunité,rs,,jaun,ité,jaunité,target,r,,3,n,r,jaurité,3,7,pseudo,block2
rebulant,rebulant,prs,re,bul,ant,rebulant,target,p,0.0,0,r,m,mebulant,0,8,pseudo,block2
imqrélém,imprélém,ppr,im_pré,lém,,imprélém,target,p,1.0,0,p,q,imqrélém,3,8,pseudo,block2
erlém,erlém,pr,en,lém,,enlém,target,p,0.0,1,n,r,erlém,2,5,pseudo,block2
crus,cnus,r,,crus,,crus,target,r,,1,r,n,cnus,1,4,pseudo,block2
énsnal,énsnal,pr,en,snal,,ensnal,target,p,0.0,0,e,é,énsnal,2,6,pseudo,block2
redélém,medélém,ppr,re_dé,lém,,redélém,target,p,0.0,0,r,m,medélém,1,7,pseudo,block2
éypernort,éypernort,ppr,érp_er,nort,,érpernort,control,p,0.0,1,r,y,éypernort,2,9,pseudo,block2
jur,mur,r,,jur,,jur,target,r,,0,j,m,mur,1,3,pseudo,block2
troc,troc,r,,troc,,troc,control,r,,1,r,l,tloc,0,4,pseudo,block2
sédnemasre,sédnemacre,pprs,séd_ne,mac,re,sédnemacre,control,r,,2,c,s,sédnemasre,3,10,pseudo,block2
érperléut,érperleut,ppr,érp_er,léut,,érperléut,control,r,,1,é,e,érperleut,1,9,pseudo,block2
trétent,trétent,rs,,trév,ent,trévent,target,r,,3,v,t,trétent,2,7,pseudo,block2
nirujarie,nirujalie,prs,ni,ruj,arie,nirujarie,control,s,0.0,1,r,l,nirujalie,1,9,pseudo,block2
désenjurêr,désenjurer,pprs,dés_en,jur,er,désenjurer,target,s,0.0,0,e,ê,désenjurêr,3,10,pseudo,block2
clôt,clôt,r,,clôt,,clôt,target,r,,0,c,f,flôt,0,4,pseudo,block2
souplem,souplem,pr,sou,plem,,souplem,target,p,0.0,2,u,o,sooplem,0,7,pseudo,block2
dij,dir,r,,dir,,dir,target,r,,2,r,j,dij,3,3,pseudo,block2
tôlcta,tôlcto,rs,,tôlc,ta,tôlcta,control,s,0.0,1,a,o,tôlcto,1,6,pseudo,block2
édtôlt,édtôlc,pr,éd,tôlc,,édtôlc,control,r,,3,c,t,édtôlt,3,6,pseudo,block2
indofivité,indofivaté,prss,in,dof,iv_ité,indofivité,target,s,1.0,0,i,a,indofivaté,1,10,pseudo,block2
doujaliste,doulaliste,rss,,doul,al_iste,doulaliste,target,r,,3,l,j,doujaliste,3,10,pseudo,block2
nièrionnel,nièriolnel,rss,,nièr,ionn_el,nièrionnel,target,s,0.0,2,n,l,nièriolnel,1,10,pseudo,block2
nauninnole,naujinnole,rss,,nauj,inno_le,naujinnole,control,r,,3,j,n,nauninnole,3,10,pseudo,block2
quoranf,quorant,rs,,quor,ant,quorant,target,s,0.0,2,t,f,quoranf,3,7,pseudo,block2
jaisment,jaisment,rs,,jais,ment,jaisment,target,r,,3,s,q,jaiqment,0,8,pseudo,block2
erliftaoin,erliftaoin,prss,er,lif,ta_oin,erliftaoin,control,r,,0,l,m,ermiftaoin,0,10,pseudo,block2
enfoirlent,enfoirlent,prs,en,foir,ment,enfoirment,target,s,0.0,0,m,l,enfoirlent,2,10,pseudo,block2
eltrévment,eltrévment,prs,en,trév,ment,entrévment,target,p,0.0,1,n,l,eltrévment,2,10,pseudo,block2
loifnat,loifnat,rs,,roif,nat,roifnat,control,r,,0,r,l,loifnat,2,7,pseudo,block2
laud,laud,r,,loud,,loud,control,r,,1,o,a,laud,2,4,pseudo,block2
inclôtel,inclôtol,prs,in,clôt,el,inclôtel,target,s,0.0,0,e,o,inclôtol,1,8,pseudo,block2
surfoiren,surfoiren,prs,sur,foir,el,surfoirel,target,s,0.0,1,l,n,surfoiren,2,9,pseudo,block2
dert,dert,r,,cert,,cert,target,r,,0,c,d,dert,2,4,pseudo,block2
imprétron,impritron,ppr,im_pré,tron,,imprétron,target,p,1.0,2,é,i,impritron,1,9,pseudo,block2
surc,surc,r,,surc,,surc,control,r,,3,c,s,surs,0,4,pseudo,block2
gierisme,gieresme,rs,,gier,isme,gierisme,target,s,0.0,0,i,e,gieresme,1,8,pseudo,block2
vérhnet,vérhnet,rs,,vért,net,vértnet,control,r,,3,t,h,vérhnet,2,7,pseudo,block2
surénnour,surennour,ppr,sur_en,nour,,surennour,target,p,1.0,0,e,é,surénnour,3,9,pseudo,block2
porurujtan,pomurujtan,prs,poru,ruj,tan,porurujtan,control,p,0.0,2,r,m,pomurujtan,1,10,pseudo,block2
engiereur,engiereur,prs,en,gier,eur,engiereur,target,r,,1,i,o,engoereur,0,9,pseudo,block2
repédrid,repédrid,ppr,rép_éd,rid,,répédrid,control,p,0.0,1,é,e,repédrid,2,8,pseudo,block2
roigoin,roigoin,rs,,reig,oin,reigoin,control,r,,1,e,o,roigoin,2,7,pseudo,block2
oclans,ocrans,pr,oc,lans,,oclans,control,r,,0,l,r,ocrans,1,6,pseudo,block2
ensuél,ensuél,pr,en,tuél,,entuél,target,r,,0,t,s,ensuél,2,6,pseudo,block2
eradtôlc,eradtôlc,ppr,er_éd,tôlc,,erédtôlc,control,p,1.0,0,é,a,eradtôlc,2,8,pseudo,block2
injurivité,injurivité,prss,in,jur,iv_ité,injurivité,target,s,0.0,0,i,u,injuruvité,0,10,pseudo,block2
tal,sal,r,,sal,,sal,target,r,,0,s,t,tal,3,3,pseudo,block2
lirujlatié,nirujlatié,prss,ni,ruj,la_tié,nirujlatié,control,p,0.0,0,n,l,lirujlatié,3,10,pseudo,block2
rucamure,rucamure,prs,re,cam,ure,recamure,target,p,0.0,1,e,u,rucamure,2,8,pseudo,block2
atdic,atdic,pr,ad,dic,,addic,target,p,0.0,1,d,t,atdic,2,5,pseudo,block2
tanivoid,tanitoid,pr,tani,toid,,tanitoid,control,r,,0,t,v,tanivoid,3,8,pseudo,block2
ridélémage,ridélémage,pprs,re_dé,lém,age,redélémage,target,p,0.0,1,e,i,ridélémage,2,10,pseudo,block2
lormal,normal,rs,,norm,al,normal,target,r,,0,n,l,lormal,3,6,real,block3
hiérerchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block3
prothèse,proshèse,r,,prothèse,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block3
deuxaème,deuxième,rs,,deux,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block3
bataille,bataille,r,,bataille,,bataille,control,r,,2,t,p,bapaille,0,8,real,block3
asthne,asthme,r,,asthme,,asthme,control,r,,4,m,n,asthne,3,6,real,block3
langousse,langousse,r,,langouste,,langouste,control,r,,7,t,s,langousse,2,9,real,block3
srincipe,principe,r,,principe,,principe,control,r,,0,p,s,srincipe,3,8,real,block3
diplomate,diplomate,r,,diplomate,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block3
démontru,démontre,pr,dé,montre,,démontre,target,r,,5,e,u,démontru,3,8,real,block3
aussi,eussi,r,,aussi,,aussi,control,r,,0,a,e,eussi,1,5,real,block3
envol,entol,pr,en,vol,,envol,target,r,,0,v,t,entol,1,5,real,block3
indolole,indolole,prs,in,dol,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block3
personnel,personrel,rs,,personn,el,personnel,target,r,,6,n,r,personrel,1,9,real,block3
pantoifle,pantoifle,r,,pantoufle,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block3
infrurouge,infrarouge,pr,infra,rouge,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block3
décompose,décomposa,pr,dé,compose,,décompose,target,r,,6,e,a,décomposa,1,9,real,block3
vinaisre,vinaigre,r,,vinaigre,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block3
dosespoir,désespoir,pr,dés,espoir,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block3
coqueluche,coqueluche,r,,coqueluche,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block3
