first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
malignité,maliglité,rss,mal,,ign_ité,malignité,target,s,0.0,2,n,l,maliglité,1,9,real,block2
blague,bladue,r,blague,,,blague,control,r,,3,g,d,bladue,1,6,real,block2
ondulant,ondulant,rss,ond,,ul_ant,ondulant,target,r,,1,n,r,ordulant,0,8,real,block2
également,également,rs,égale,,ment,également,target,r,,2,a,e,égelement,0,9,real,block2
cmandestin,clandestin,r,clandestin,,,clandestin,control,r,,1,l,m,cmandestin,3,10,real,block2
salamandre,salanandre,r,salamandre,,,salamandre,control,r,,4,m,n,salanandre,1,10,real,block2
mousteche,moustache,r,moustache,,,moustache,control,r,,5,a,e,mousteche,3,9,real,block2
garagiste,garagiste,rss,gar,,ag_iste,garagiste,target,r,,2,r,n,ganagiste,0,9,real,block2
français,qrançais,rs,franç,,ais,français,target,r,,0,f,q,qrançais,1,8,real,block2
phase,phasi,r,phase,,,phase,control,r,,4,e,i,phasi,1,5,real,block2
guérillero,guérillero,r,guérillero,,,guérillero,control,r,,3,r,l,guélillero,0,10,real,block2
artistique,artistique,rss,art,,ist_ique,artistique,target,s,0.0,1,s,x,artixtique,0,10,real,block2
sexuamité,sexualité,rss,sex,,ual_ité,sexualité,target,s,0.0,2,l,m,sexuamité,3,9,real,block2
hurricane,hurrifane,r,hurricane,,,hurricane,control,r,,5,c,f,hurrifane,1,9,real,block2
réattion,réattion,prs,act,ré,ion,réaction,target,r,,1,c,t,réattion,2,8,real,block2
électrique,électrique,rs,électr,,ique,électrique,target,r,,5,r,n,électnique,0,10,real,block2
guenille,guenille,r,guenille,,,guenille,control,r,,3,n,m,guemille,0,8,real,block2
poursuit,poursuit,pr,suit,pour,,poursuit,target,p,0.0,1,o,e,peursuit,0,8,real,block2
cellophane,cellophame,r,cellophane,,,cellophane,control,r,,8,n,m,cellophame,1,10,real,block2
chambranne,chambranne,r,chambranle,,,chambranle,control,r,,8,l,n,chambranne,2,10,real,block2
angentin,argentin,r,argentin,,,argentin,control,r,,1,r,n,angentin,3,8,real,block2
frambaise,frambaise,r,framboise,,,framboise,control,r,,5,o,a,frambaise,2,9,real,block2
dévotion,dévotiom,prs,vot,dé,ion,dévotion,target,s,0.0,2,n,m,dévotiom,1,8,real,block2
clavucule,clavicule,r,clavicule,,,clavicule,control,r,,4,i,u,clavucule,3,9,real,block2
inoffensif,iloffensif,prs,offens,in,if,inoffensif,target,p,0.0,1,n,l,iloffensif,1,10,real,block2
sonorité,conorité,rss,son,,or_ité,sonorité,target,r,,0,s,c,conorité,1,8,real,block2
cathidrale,cathidrale,r,cathédrale,,,cathédrale,control,r,,4,é,i,cathidrale,2,10,real,block2
exactement,exactement,rs,exacte,,ment,exactement,target,r,,2,a,e,exectement,0,10,real,block2
cornichon,cornichon,r,cornichon,,,cornichon,control,r,,4,i,o,cornochon,0,9,real,block2
nenégat,nenégat,prs,nég,re,at,renégat,target,p,0.0,0,r,n,nenégat,2,7,real,block2
preuse,preuse,r,preuve,,,preuve,control,r,,4,v,s,preuse,2,6,real,block2
ircurable,ircurable,prs,cur,in,able,incurable,target,p,0.0,1,n,r,ircurable,2,9,real,block2
lecouvert,lecouvert,pr,couvert,re,,recouvert,target,p,0.0,0,r,l,lecouvert,2,9,real,block2
peêle,poêle,r,poêle,,,poêle,control,r,,1,o,e,peêle,3,5,real,block2
dangereuse,dangerease,rs,danger,,euse,dangereuse,target,s,0.0,1,u,a,dangerease,1,10,real,block2
agolité,agolité,rss,ag,,il_ité,agilité,target,s,0.0,0,i,o,agolité,2,7,real,block2
rhinocéros,mhinocéros,r,rhinocéros,,,rhinocéros,control,r,,0,r,m,mhinocéros,1,10,real,block2
incessant,incessant,prs,cess,in,ant,incessant,target,s,0.0,1,n,l,incessalt,0,9,real,block2
heure,heure,r,heure,,,heure,control,r,,0,h,t,teure,0,5,real,block2
irréel,irréel,pr,réel,ir,,irréel,target,r,,3,l,r,irréer,0,6,real,block2
impoli,inpoli,pr,poli,im,,impoli,target,p,0.0,1,m,n,inpoli,1,6,real,block2
conseil,conceil,r,conseil,,,conseil,control,r,,3,s,c,conceil,1,7,real,block2
lieutenalt,lieutenant,r,lieutenant,,,lieutenant,control,r,,8,n,l,lieutenalt,3,10,real,block2
cappuccino,cappuccine,r,cappuccino,,,cappuccino,control,r,,9,o,e,cappuccine,1,10,real,block2
hâtuf,hâtuf,rs,hât,,if,hâtif,target,s,0.0,0,i,u,hâtuf,2,5,real,block2
coyote,coyite,r,coyote,,,coyote,control,r,,3,o,i,coyite,1,6,real,block2
irruption,arruption,prs,rupt,ir,ion,irruption,target,p,0.0,0,i,a,arruption,1,9,real,block2
emmerdear,emmerdear,prs,merd,em,eur,emmerdeur,target,s,0.0,1,u,a,emmerdear,2,9,real,block2
rambarde,rambarde,r,rambarde,,,rambarde,control,r,,2,m,n,ranbarde,0,8,real,block2
idéarisme,idéarisme,rss,idé,,al_isme,idéalisme,target,s,0.0,1,l,r,idéarisme,2,9,real,block2
impurité,impureté,prs,pur,im,ité,impurité,target,s,0.0,0,i,e,impureté,1,8,real,block2
siège,siage,r,siège,,,siège,control,r,,2,è,a,siage,1,5,real,block2
douaille,douaille,r,gouaille,,,gouaille,control,r,,0,g,d,douaille,2,8,real,block2
cougcous,cougcous,r,couscous,,,couscous,control,r,,3,s,g,cougcous,2,8,real,block2
poliscon,polisson,r,polisson,,,polisson,control,r,,5,s,c,poliscon,3,8,real,block2
pizzemia,pizzemia,r,pizzeria,,,pizzeria,control,r,,5,r,m,pizzemia,2,8,real,block2
espérante,espéranto,r,espéranto,,,espéranto,control,r,,8,o,e,espérante,3,9,real,block2
tronent,tronent,rs,tron,,ent,tronent,target,s,0.0,1,n,r,tronert,0,7,pseudo,block3
ruj,muj,r,ruj,,,ruj,control,r,,0,r,m,muj,1,3,pseudo,block3
dirivement,diritement,rss,dir,,ive_ment,dirivement,target,s,0.0,1,v,t,diritement,1,10,pseudo,block3
ertriceru,ertriceru,prs,trec,er,eru,ertreceru,control,r,,2,e,i,ertriceru,2,9,pseudo,block3
toid,toed,r,toid,,,toid,control,r,,2,i,e,toed,1,4,pseudo,block3
prérecoit,prérecoit,ppr,coit,pré_re,,prérecoit,target,p,1.0,1,e,u,prérucoit,0,9,pseudo,block3
redébulage,redébulage,pprs,bul,re_dé,age,redébulage,target,s,0.0,0,a,u,redébuluge,0,10,pseudo,block3
nèèrisme,nèèrisme,rs,nièr,,isme,nièrisme,target,r,,1,i,è,nèèrisme,2,8,pseudo,block3
insalelité,ensalelité,prss,sal,in,el_ité,insalelité,target,p,0.0,0,i,e,ensalelité,1,10,pseudo,block3
retronion,retronion,prs,tron,re,ion,retronion,target,p,0.0,0,r,n,netronion,0,9,pseudo,block3
miérpvurt,miérpvért,ppr,vért,mi_érp,,miérpvért,control,r,,1,é,u,miérpvurt,3,9,pseudo,block3
resanation,resanation,prss,san,re,at_ion,resanation,target,s,0.0,1,t,c,resanacion,0,10,pseudo,block3
prétertion,prétention,prs,tert,pré,ion,prétertion,target,r,,2,r,n,prétention,1,10,pseudo,block3
dofivel,dofivel,rss,dof,,iv_al,dofival,target,s,1.0,0,a,e,dofivel,2,7,pseudo,block3
tuél,tuél,r,tuél,,,tuél,target,r,,1,u,î,tîél,0,4,pseudo,block3
dof,hof,r,dof,,,dof,target,r,,0,d,h,hof,1,3,pseudo,block3
nenéuteda,nenéuteda,prs,léut,ne,eda,neléuteda,control,r,,0,l,n,nenéuteda,2,9,pseudo,block3
sédnirunre,sédnirunre,pprs,ruj,séd_ni,re,sédnirujre,control,r,,2,j,n,sédnirunre,2,10,pseudo,block3
inplemion,inplemion,prs,plem,in,ion,inplemion,target,p,0.0,0,i,à,ànplemion,0,9,pseudo,block3
quorit,quorit,rs,quor,,if,quorif,target,s,0.0,1,f,t,quorit,2,6,pseudo,block3
