first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
cicatrice,cicatrice,r,,cicatrice,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block1
puberté,pubarté,r,,puberté,,puberté,control,r,,3,e,a,pubarté,1,7,real,block1
ramet,ramet,pr,re,met,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block1
entêtant,eltêtant,prs,en,têt,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block1
zombae,zombie,r,,zombie,,zombie,control,r,,4,i,a,zombae,3,6,real,block1
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block1
perron,perron,r,,perron,,perron,control,r,,5,n,l,perrol,0,6,real,block1
tonalité,tonalité,rss,,ton,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block1
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block1
ribambelle,ribamberle,r,,ribambelle,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block1
agricole,agricole,r,,agricole,,agricole,control,r,,1,g,t,atricole,0,8,real,block1
inpulsif,impulsif,prs,im,puls,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block1
idéal,idéal,rs,,idé,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block1
plant,plant,r,,plant,,plant,control,r,,2,a,i,plint,0,5,real,block1
argent,argent,r,,argent,,argent,control,r,,4,n,m,argemt,0,6,real,block1
céracité,céracité,rss,,cér,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block1
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block1
charmant,charmant,rs,,charm,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block1
impulseon,impulseon,prs,im,puls,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block1
crevette,drevette,r,,crevette,,crevette,control,r,,0,c,d,drevette,1,8,real,block1
racaille,recaille,r,,racaille,,racaille,control,r,,1,a,e,recaille,1,8,real,block1
banquise,sanquise,r,,banquise,,banquise,control,r,,0,b,s,sanquise,1,8,real,block1
interphone,interphone,pr,inter,phone,,interphone,target,r,,3,n,r,interphore,0,10,real,block1
acsivité,activité,rss,,act,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block1
munal,munal,rs,,mur,al,mural,target,r,,2,r,n,munal,2,5,real,block1
spectacle,spectagle,r,,spectacle,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block1
inefficace,anefficace,pr,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block1
kéfonce,kéfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block1
bunldozer,bulldozer,r,,bulldozer,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block1
troisième,troisiume,rs,,trois,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block1
pesamment,pesamment,rss,,pes,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block1
immoltel,immortel,prs,im,mort,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block1
festivité,festivité,rss,,fest,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block1
certain,certain,rs,,cert,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block1
cruseur,crusaur,rs,,crus,eur,cruseur,target,s,0.0,0,e,a,crusaur,1,7,pseudo,block2
précoet,précoit,pr,pré,coit,,précoit,target,r,,2,i,e,précoet,3,7,pseudo,block2
nilaslatié,nilaslatié,prss,ni,las,la_tié,nilaslatié,control,p,0.0,1,i,è,nèlaslatié,0,10,pseudo,block2
cod,cid,r,,cid,,cid,control,r,,1,i,o,cod,3,3,pseudo,block2
netreceda,netrecéda,prs,ne,trec,eda,netreceda,control,s,0.0,0,e,é,netrecéda,1,9,pseudo,block2
crusin,crusen,rs,,crus,in,crusin,target,s,0.0,0,i,e,crusen,1,6,pseudo,block2
déjaipiste,déjaisiste,prs,dé,jais,iste,déjaisiste,target,r,,3,s,p,déjaipiste,3,10,pseudo,block2
endicade,éndicade,prs,en,dic,ade,endicade,target,p,0.0,0,e,é,éndicade,1,8,pseudo,block2
préducoit,prédécoit,ppr,pré_dé,coit,,prédécoit,target,p,1.0,1,é,u,préducoit,3,9,pseudo,block2
redécamase,redécamage,pprs,re_dé,cam,age,redécamage,target,s,0.0,1,g,s,redécamase,3,10,pseudo,block2
pourplem,poerplem,pr,pour,plem,,pourplem,target,p,0.0,2,u,e,poerplem,1,8,pseudo,block2
nimecéti,nimacéti,prs,ni,mac,éti,nimacéti,control,r,,1,a,e,nimecéti,3,8,pseudo,block2
fimeur,fimeur,rs,,fil,eur,fileur,target,r,,2,l,m,fimeur,2,6,pseudo,block2
mièr,nièr,r,,nièr,,nièr,target,r,,0,n,m,mièr,3,4,pseudo,block2
népsurc,népsurc,pr,rép,surc,,répsurc,control,p,0.0,0,r,n,népsurc,2,7,pseudo,block2
pelmtué,pelmtué,rs,,pelm,tié,pelmtié,control,s,0.0,1,i,u,pelmtué,2,7,pseudo,block2
léut,laut,r,,léut,,léut,control,r,,1,é,a,laut,1,4,pseudo,block2
trecvila,crecvila,rss,,trec,vi_la,trecvila,control,r,,0,t,c,crecvila,1,8,pseudo,block2
ruj,run,r,,ruj,,ruj,control,r,,2,j,n,run,1,3,pseudo,block2
inlémelité,inlémolité,prss,in,lém,el_ité,inlémelité,target,s,0.0,0,e,o,inlémolité,1,10,pseudo,block2
insofivité,insofivité,prss,in,dof,iv_ité,indofivité,target,r,,0,d,s,insofivité,2,10,pseudo,block2
sédnelubro,sédnelubro,pprs,séd_ne,lub,re,sédnelubre,control,s,0.0,1,e,o,sédnelubro,2,10,pseudo,block2
érpernorp,érpernort,ppr,érp_er,nort,,érpernort,control,r,,3,t,p,érpernorp,3,9,pseudo,block2
enplem,enplem,pr,en,plem,,enplem,target,r,,1,l,n,enpnem,0,6,pseudo,block2
refod,nefod,pr,ne,fod,,nefod,control,p,0.0,0,n,r,refod,3,5,pseudo,block2
refoirago,refoirago,prs,re,foir,age,refoirage,target,s,0.0,2,e,o,refoirago,2,9,pseudo,block2
poruroif,soruroif,pr,poru,roif,,poruroif,control,p,0.0,0,p,s,soruroif,1,8,pseudo,block2
inlémalita,inlémalité,prss,in,lém,al_ité,inlémalité,target,s,1.0,2,é,a,inlémalita,3,10,pseudo,block2
désenbuler,désenbulen,pprs,dés_en,bul,er,désenbuler,target,s,0.0,1,r,n,désenbulen,1,10,pseudo,block2
désensaler,désensaner,pprs,dés_en,san,er,désensaner,target,r,,2,n,l,désensaler,3,10,pseudo,block2
édlaseist,édlaseist,prs,éd,las,eist,édlaseist,control,r,,1,a,e,édleseist,0,9,pseudo,block2
imprésan,imprésen,ppr,im_pré,san,,imprésan,target,r,,1,a,e,imprésen,1,8,pseudo,block2
nasmanemt,nasmanemt,rss,,nas,ma_nemt,nasmanemt,control,r,,0,n,l,lasmanemt,0,9,pseudo,block2
irprétron,irprétron,ppr,im_pré,tron,,imprétron,target,p,0.0,1,m,r,irprétron,2,9,pseudo,block2
rid,nid,r,,rid,,rid,control,r,,0,r,n,nid,1,3,pseudo,block2
sumensal,sumensal,ppr,sur_en,sal,,surensal,target,p,0.0,2,r,m,sumensal,2,8,pseudo,block2
imdic,indic,pr,im,dic,,imdic,target,p,0.0,1,m,n,indic,1,5,pseudo,block2
rusnerièn,rusnerièn,ppr,rus_ne,rièn,,rusnerièn,control,p,0.0,2,s,t,rutnerièn,0,9,pseudo,block2
nirujlatié,lirujlatié,prss,ni,ruj,la_tié,nirujlatié,control,p,0.0,0,n,l,lirujlatié,1,10,pseudo,block2
mimacletié,nimacletié,prss,mi,mac,le_tié,mimacletié,control,p,0.0,0,m,n,nimacletié,1,10,pseudo,block2
erleftaoin,erliftaoin,prss,er,lif,ta_oin,erliftaoin,control,r,,1,i,e,erleftaoin,3,10,pseudo,block2
rujainarie,rujainarie,rss,,ruj,oin_arie,rujoinarie,control,s,0.0,0,o,a,rujainarie,2,10,pseudo,block2
mépédnort,répédnort,ppr,rép_éd,nort,,répédnort,control,p,0.0,0,r,m,mépédnort,3,9,pseudo,block2
sédreridre,sédneridre,pprs,séd_ne,rid,re,sédneridre,control,p,1.0,0,n,r,sédreridre,3,10,pseudo,block2
quoraliste,quoraliste,rss,,quor,al_iste,quoraliste,target,r,,2,o,e,queraliste,0,10,pseudo,block2
riènlatié,rêènlatié,rss,,rièn,la_tié,riènlatié,control,r,,1,i,ê,rêènlatié,1,9,pseudo,block2
prérecam,prérecam,ppr,pré_re,cam,,prérecam,target,p,0.0,0,p,t,trérecam,0,8,pseudo,block2
lamlals,lamlals,pr,lam,lans,,lamlans,control,r,,2,n,l,lamlals,2,7,pseudo,block2
nouralisme,nourarisme,rss,,nour,al_isme,nouralisme,target,s,0.0,1,l,r,nourarisme,1,10,pseudo,block2
jinasvitié,minasvitié,prss,mi,nas,vi_tié,minasvitié,control,p,0.0,0,m,j,jinasvitié,3,10,pseudo,block2
contreplem,tontreplem,pr,contre,plem,,contreplem,target,p,0.0,0,c,t,tontreplem,1,10,pseudo,block2
cortan,cortan,rs,,cort,al,cortal,target,s,0.0,1,l,n,cortan,2,6,pseudo,block2
sédnenêsre,sédnenasre,pprs,séd_ne,nas,re,sédnenasre,control,r,,1,a,ê,sédnenêsre,3,10,pseudo,block2
mimélvitiè,mimélvitié,prss,mi,mél,vi_tié,mimélvitié,control,s,1.0,2,é,è,mimélvitiè,3,10,pseudo,block2
édrounoin,édrounoin,prs,éd,roun,oin,édrounoin,control,r,,2,u,a,édroanoin,0,9,pseudo,block2
eradcideag,erédcideag,pprs,er_éd,cid,eag,erédcideag,control,p,1.0,0,é,a,eradcideag,3,10,pseudo,block2
micidvitié,micidvitié,prss,mi,cid,vi_tié,micidvitié,control,r,,1,i,e,micedvitié,0,10,pseudo,block2
irdicalité,irdicalité,prss,in,dic,al_ité,indicalité,target,p,0.0,1,n,r,irdicalité,2,10,pseudo,block2
sédnicidre,sédnicidre,pprs,séd_ni,cid,re,sédnicidre,control,r,,1,i,a,sédnicadre,0,10,pseudo,block2
erlaseag,erlaseas,prs,er,las,eag,erlaseag,control,s,0.0,2,g,s,erlaseas,1,8,pseudo,block2
procrus,procrus,pr,pro,crus,,procrus,target,p,0.0,1,r,j,pjocrus,0,7,pseudo,block2
dofionnil,dofionnel,rss,,dof,ionn_el,dofionnel,target,s,1.0,0,e,i,dofionnil,3,9,pseudo,block2
ercedtaoin,ercedtaoin,prss,er,cid,ta_oin,ercidtaoin,control,r,,1,i,e,ercedtaoin,2,10,pseudo,block2
brusalité,brusalité,rss,,crus,al_ité,crusalité,target,r,,0,c,b,brusalité,2,9,pseudo,block2
miroqu,miroqî,pr,mi,roqu,,miroqu,control,r,,3,u,î,miroqî,1,6,pseudo,block2
innièrite,innièrité,prs,in,nièr,ité,innièrité,target,s,0.0,2,é,e,innièrite,3,9,pseudo,block2
plim,plem,r,,plem,,plem,target,r,,2,e,i,plim,3,4,pseudo,block2
désenjurer,désenjurer,pprs,dés_en,jur,er,désenjurer,target,p,1.0,1,n,l,déseljurer,0,10,pseudo,block2
porurid,porurit,pr,poru,rid,,porurid,control,r,,2,d,t,porurit,1,7,pseudo,block2
erédtodeag,erédfodeag,pprs,er_éd,fod,eag,erédfodeag,control,r,,0,f,t,erédtodeag,3,10,pseudo,block2
nilublatié,nilublatié,prss,ni,lub,la_tié,nilublatié,control,s,1.0,2,é,e,nilublatie,0,10,pseudo,block2
préretrév,préretrév,ppr,pré_re,trév,,préretrév,target,p,1.0,0,r,l,préletrév,0,9,pseudo,block2
gien,gien,r,,gier,,gier,target,r,,3,r,n,gien,2,4,pseudo,block2
toideseu,toidesiu,rs,,toid,eseu,toideseu,control,s,0.0,2,e,i,toidesiu,1,8,pseudo,block2
reigla,reigla,rs,,reig,la,reigla,control,s,0.0,1,a,e,reigle,0,6,pseudo,block2
sédnilasre,sédnilabre,pprs,séd_ni,las,re,sédnilasre,control,r,,2,s,b,sédnilabre,1,10,pseudo,block2
felival,filival,rss,,fil,iv_al,filival,target,r,,1,i,e,felival,3,7,pseudo,block2
vértditié,vértvitié,rss,,vért,vi_tié,vértvitié,control,s,0.0,0,v,d,vértditié,3,9,pseudo,block2
sanamment,sanemment,rss,,san,am_ment,sanamment,target,s,0.0,0,a,e,sanemment,1,9,pseudo,block2
niur,nour,r,,nour,,nour,target,r,,1,o,i,niur,3,4,pseudo,block2
molclôt,molclôt,pr,mal,clôt,,malclôt,target,p,0.0,1,a,o,molclôt,2,7,pseudo,block2
surenpiot,surendiot,ppr,sur_en,diot,,surendiot,target,r,,0,d,p,surenpiot,3,9,pseudo,block2
lansvitié,lansvidié,rss,,lans,vi_tié,lansvitié,control,s,1.0,0,t,d,lansvidié,1,9,pseudo,block2
roquvitié,roquvitié,rss,,roqu,vi_tié,roquvitié,control,s,0.0,1,i,e,roquvetié,0,9,pseudo,block2
surennour,surernour,ppr,sur_en,nour,,surennour,target,p,1.0,1,n,r,surernour,1,9,pseudo,block2
rusnelif,rusnelif,ppr,rus_ne,lif,,rusnelif,control,p,0.0,2,s,p,rupnelif,0,8,pseudo,block2
sédnaridre,sédnaridre,pprs,séd_ni,rid,re,sédniridre,control,p,1.0,1,i,a,sédnaridre,2,10,pseudo,block2
quorisme,quorisme,rs,,quor,isme,quorisme,target,r,,1,u,i,qiorisme,0,8,pseudo,block2
miérpcid,miérpcad,ppr,mi_érp,cid,,miérpcid,control,r,,1,i,a,miérpcad,1,8,pseudo,block2
plemaleste,plemaleste,rss,,plem,al_iste,plemaliste,target,s,1.0,0,i,e,plemaleste,2,10,pseudo,block2
dosanion,désanion,prs,dé,san,ion,désanion,target,p,0.0,1,é,o,dosanion,3,8,pseudo,block2
erlif,erlif,pr,er,lif,,erlif,control,p,0.0,0,e,a,arlif,0,5,pseudo,block2
rounta,rounte,rs,,roun,ta,rounta,control,s,0.0,1,a,e,rounte,1,6,pseudo,block2
ménmanemt,mélmanemt,rss,,mél,ma_nemt,mélmanemt,control,r,,2,l,n,ménmanemt,3,9,pseudo,block2
sydfod,srdfod,pr,syd,fod,,sydfod,control,p,0.0,1,y,r,srdfod,1,6,pseudo,block2
reruration,rejuration,prss,re,jur,at_ion,rejuration,target,r,,0,j,r,reruration,3,10,pseudo,block2
niridlatié,niriplatié,prss,ni,rid,la_tié,niridlatié,control,r,,2,d,p,niriplatié,1,10,pseudo,block2
surencoit,surencoit,ppr,sur_en,coit,,surencoit,target,p,0.0,1,u,a,sarencoit,0,9,pseudo,block2
nifodvitié,mifodvitié,prss,mi,fod,vi_tié,mifodvitié,control,p,0.0,0,m,n,nifodvitié,3,10,pseudo,block2
salicue,salique,rs,,sal,ique,salique,target,s,0.0,1,q,c,salicue,3,7,pseudo,block2
surdouland,surdouland,prs,sur,doul,ant,surdoulant,target,s,0.0,2,t,d,surdouland,2,10,pseudo,block2
minasletié,linasletié,prss,mi,nas,le_tié,minasletié,control,p,0.0,0,m,l,linasletié,1,10,pseudo,block2
incamanité,incamanité,prss,in,cam,al_ité,incamalité,target,s,0.0,1,l,n,incamanité,2,10,pseudo,block2
répédlas,répédlas,ppr,rép_éd,nas,,répédnas,control,r,,0,n,l,répédlas,2,8,pseudo,block2
roifhi,roiffi,rs,,roif,fi,roiffi,control,s,0.0,0,f,h,roifhi,3,6,pseudo,block2
rusmaujtan,rusnaujtan,prs,rus,nauj,tan,rusnaujtan,control,r,,0,n,m,rusmaujtan,3,10,pseudo,block2
foirif,foirif,rs,,foir,if,foirif,target,s,0.0,1,f,t,foirit,0,6,pseudo,block2
resal,lesal,pr,re,sal,,resal,target,p,0.0,0,r,l,lesal,1,5,pseudo,block2
san,saj,r,,san,,san,target,r,,2,n,j,saj,1,3,pseudo,block2
infilelité,infilelité,prss,in,fil,el_ité,infilelité,target,s,1.0,0,i,e,infileleté,0,10,pseudo,block2
lig,lig,r,,lif,,lif,control,r,,2,f,g,lig,2,3,pseudo,block2
redéfil,redéfil,ppr,re_dé,fil,,redéfil,target,p,0.0,0,r,n,nedéfil,0,7,pseudo,block2
cortival,cortivul,rss,,cort,iv_al,cortival,target,s,1.0,0,a,u,cortivul,1,8,pseudo,block2
érperloud,érperlouc,ppr,érp_er,loud,,érperloud,control,r,,3,d,c,érperlouc,1,9,pseudo,block2
indiranité,indiralité,prss,in,dir,al_ité,indiralité,target,s,0.0,1,l,n,indiranité,3,10,pseudo,block2
insalelété,insalelité,prss,in,sal,el_ité,insalelité,target,s,1.0,0,i,é,insalelété,3,10,pseudo,block2
insanelité,insanelité,prss,in,san,el_ité,insanelité,target,p,0.0,0,i,o,onsanelité,0,10,pseudo,block2
tôlc,tôlc,r,,tôlc,,tôlc,control,r,,3,c,ç,tôlç,0,4,pseudo,block2
redéfilase,redéfilase,pprs,re_dé,fil,age,redéfilage,target,s,0.0,1,g,s,redéfilase,2,10,pseudo,block2
pul,pul,r,,bul,,bul,target,r,,0,b,p,pul,2,3,pseudo,block2
lormal,normal,rs,,norm,al,normal,target,r,,0,n,l,lormal,3,6,real,block3
hiérerchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block3
prothèse,proshèse,r,,prothèse,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block3
deuxaème,deuxième,rs,,deux,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block3
bataille,bataille,r,,bataille,,bataille,control,r,,2,t,p,bapaille,0,8,real,block3
asthne,asthme,r,,asthme,,asthme,control,r,,4,m,n,asthne,3,6,real,block3
langousse,langousse,r,,langouste,,langouste,control,r,,7,t,s,langousse,2,9,real,block3
srincipe,principe,r,,principe,,principe,control,r,,0,p,s,srincipe,3,8,real,block3
diplomate,diplomate,r,,diplomate,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block3
démontru,démontre,pr,dé,montre,,démontre,target,r,,5,e,u,démontru,3,8,real,block3
aussi,eussi,r,,aussi,,aussi,control,r,,0,a,e,eussi,1,5,real,block3
envol,entol,pr,en,vol,,envol,target,r,,0,v,t,entol,1,5,real,block3
indolole,indolole,prs,in,dol,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block3
personnel,personrel,rs,,personn,el,personnel,target,r,,6,n,r,personrel,1,9,real,block3
pantoifle,pantoifle,r,,pantoufle,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block3
infrurouge,infrarouge,pr,infra,rouge,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block3
décompose,décomposa,pr,dé,compose,,décompose,target,r,,6,e,a,décomposa,1,9,real,block3
vinaisre,vinaigre,r,,vinaigre,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block3
