first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
ridlaeist,ridlaeist,rss,rid,,la_eist,ridlaeist,control,s,0.0,1,a,o,ridloeist,0,9,pseudo,block1
érpertret,érpeltret,ppr,tret,érp_er,,érpertret,control,p,1.0,1,r,l,érpeltret,1,9,pseudo,block1
méleseu,mileseu,rs,mél,,eseu,méleseu,control,r,,1,é,i,mileseu,1,7,pseudo,block1
sédnenasre,sédnenasre,pprs,nas,séd_ne,re,sédnenasre,control,r,,0,n,m,sédnemasre,0,10,pseudo,block1
niméllatié,niméllasié,prss,mél,ni,la_tié,niméllatié,control,s,1.0,0,t,s,niméllasié,1,10,pseudo,block1
miridletié,miridletié,prss,rid,mi,le_tié,miridletié,control,p,0.0,0,m,l,liridletié,0,10,pseudo,block1
liriènéti,niriènéti,prs,rièn,ni,éti,niriènéti,control,p,0.0,0,n,l,liriènéti,3,9,pseudo,block1
erédsumc,erédsurc,ppr,surc,er_éd,,erédsurc,control,r,,2,r,m,erédsumc,3,8,pseudo,block1
sid,sid,r,cid,,,cid,control,r,,0,c,s,sid,2,3,pseudo,block1
erméntaoin,erméltaoin,prss,mél,er,ta_oin,erméltaoin,control,r,,2,l,n,erméntaoin,3,10,pseudo,block1
désensarer,désensarer,pprs,san,dés_en,er,désensaner,target,r,,2,n,r,désensarer,2,10,pseudo,block1
sédnirurre,sédnirurre,pprs,ruj,séd_ni,re,sédnirujre,control,r,,2,j,r,sédnirurre,2,10,pseudo,block1
mimélletié,mimélletié,prss,mél,mi,le_tié,mimélletié,control,r,,0,m,l,milélletié,0,10,pseudo,block1
las,los,r,las,,,las,control,r,,1,a,o,los,1,3,pseudo,block1
sépnimélre,sépnimélre,pprs,mél,séd_ni,re,sédnimélre,control,p,0.0,2,d,p,sépnimélre,2,10,pseudo,block1
tuélaniste,tuélaniste,rss,tuél,,al_iste,tuélaliste,target,s,0.0,1,l,n,tuélaniste,2,10,pseudo,block1
miérprort,miérpnort,ppr,nort,mi_érp,,miérpnort,control,r,,0,n,r,miérprort,3,9,pseudo,block1
protert,trotert,pr,tert,pro,,protert,target,p,0.0,0,p,t,trotert,1,7,pseudo,block1
insanelité,insanalité,prss,san,in,el_ité,insanelité,target,s,0.0,0,e,a,insanalité,1,10,pseudo,block1
sédniridre,sédniridre,pprs,rid,séd_ni,re,sédniridre,control,p,0.0,0,s,f,fédniridre,0,10,pseudo,block1
désensaler,désensaler,pprs,sal,dés_en,er,désensaler,target,p,0.0,1,é,u,dusensaler,0,10,pseudo,block1
redédic,redédic,ppr,dic,re_dé,,redédic,target,r,,1,i,a,redédac,0,7,pseudo,block1
roduinnole,roquinnole,rss,roqu,,inno_le,roquinnole,control,r,,2,q,d,roduinnole,3,10,pseudo,block1
sédnilebre,sédnilebre,pprs,lub,séd_ni,re,sédnilubre,control,r,,1,u,e,sédnilebre,2,10,pseudo,block1
salaliste,salaliste,rss,sal,,al_iste,salaliste,target,s,0.0,0,a,u,saluliste,0,9,pseudo,block1
répédpelm,répédpelm,ppr,pelm,rép_éd,,répédpelm,control,r,,3,m,l,répédpell,0,9,pseudo,block1
imjaur,imjaur,pr,jaun,im,,imjaun,target,r,,3,n,r,imjaur,2,6,pseudo,block1
foirionnel,foirionnel,rss,foir,,ionn_el,foirionnel,target,s,1.0,0,e,è,foirionnèl,0,10,pseudo,block1
lilastan,nilastan,prs,las,ni,tan,nilastan,control,p,0.0,0,n,l,lilastan,3,8,pseudo,block1
san,san,r,sal,,,sal,target,r,,2,l,n,san,2,3,pseudo,block1
tiocranemt,tiocmanemt,rss,tioc,,ma_nemt,tiocmanemt,control,s,0.0,0,m,r,tiocranemt,3,10,pseudo,block1
camaliste,camaliste,rss,cam,,al_iste,camaliste,target,s,1.0,1,s,g,camaligte,0,9,pseudo,block1
roqule,roqale,rs,roqu,,le,roqule,control,r,,3,u,a,roqale,1,6,pseudo,block1
miérptooc,miérptioc,ppr,tioc,mi_érp,,miérptioc,control,r,,1,i,o,miérptooc,3,9,pseudo,block1
rij,ruj,r,ruj,,,ruj,control,r,,1,u,i,rij,3,3,pseudo,block1
rujlatié,rujlatié,rss,ruj,,la_tié,rujlatié,control,r,,0,r,m,mujlatié,0,8,pseudo,block1
insirelité,insirelité,prss,dir,in,el_ité,indirelité,target,r,,0,d,s,insirelité,2,10,pseudo,block1
nifeist,nifeist,rs,lif,,eist,lifeist,control,r,,0,l,n,nifeist,2,7,pseudo,block1
incamelité,encamelité,prss,cam,in,el_ité,incamelité,target,p,0.0,0,i,e,encamelité,1,10,pseudo,block1
inintercan,inintersan,ppr,san,in_inter,,inintersan,target,r,,0,s,c,inintercan,3,10,pseudo,block1
plemaire,plemaire,rs,plem,,aire,plemaire,target,s,0.0,3,e,a,plemaira,0,8,pseudo,block1
niléutton,niléuttan,prs,léut,ni,tan,niléuttan,control,s,0.0,1,a,o,niléutton,3,9,pseudo,block1
nireigecne,nireigecne,prs,reig,ni,ecne,nireigecne,control,r,,0,r,m,nimeigecne,0,10,pseudo,block1
uncamude,incamude,prs,cam,in,ude,incamude,target,p,0.0,0,i,u,uncamude,3,8,pseudo,block1
inbulalaté,inbulalaté,prss,bul,in,al_ité,inbulalité,target,s,1.0,0,i,a,inbulalaté,2,10,pseudo,block1
coitalisre,coitalisre,rss,coit,,al_isme,coitalisme,target,s,1.0,2,m,r,coitalisre,2,10,pseudo,block1
mubre,mubre,rs,lub,,re,lubre,control,r,,0,l,m,mubre,2,5,pseudo,block1
nesnet,nasnet,rs,nas,,net,nasnet,control,r,,1,a,e,nesnet,3,6,pseudo,block1
déjaunisme,déjaunisme,prs,jaun,dé,isme,déjaunisme,target,r,,3,n,r,déjaurisme,0,10,pseudo,block1
nolplem,nolplem,pr,plem,non,,nonplem,target,p,0.0,2,n,l,nolplem,2,7,pseudo,block1
nelas,nulas,pr,las,ne,,nelas,control,p,0.0,1,e,u,nulas,1,5,pseudo,block1
insalilité,insalalité,prss,sal,in,al_ité,insalalité,target,s,0.0,0,a,i,insalilité,3,10,pseudo,block1
cortispe,cortispe,rs,cort,,iste,cortiste,target,s,0.0,2,t,p,cortispe,2,8,pseudo,block1
erédmoud,erédloud,ppr,loud,er_éd,,erédloud,control,r,,0,l,m,erédmoud,3,8,pseudo,block1
ersurc,ursurc,pr,surc,er,,ersurc,control,p,0.0,0,e,u,ursurc,1,6,pseudo,block1
infoirisé,infoirisé,prs,foir,in,ité,infoirité,target,s,0.0,1,t,s,infoirisé,2,9,pseudo,block1
tuél,tuéj,r,tuél,,,tuél,target,r,,3,l,j,tuéj,1,4,pseudo,block1
riuninnole,riuninnole,rss,rièn,,inno_le,rièninnole,control,r,,2,è,u,riuninnole,2,10,pseudo,block1
troc,trac,r,troc,,,troc,control,r,,2,o,a,trac,1,4,pseudo,block1
préslal,préslal,pr,snal,pré,,présnal,target,r,,1,n,l,préslal,2,7,pseudo,block1
sydtôlc,sydtôlt,pr,tôlc,syd,,sydtôlc,control,r,,3,c,t,sydtôlt,1,7,pseudo,block1
roif,roif,r,roif,,,roif,control,r,,3,f,v,roiv,0,4,pseudo,block1
ilfilelité,ilfilelité,prss,fil,in,el_ité,infilelité,target,p,0.0,1,n,l,ilfilelité,2,10,pseudo,block1
redécamaqe,redécamaqe,pprs,cam,re_dé,age,redécamage,target,s,0.0,1,g,q,redécamaqe,2,10,pseudo,block1
bulicité,bulivité,rss,bul,,iv_ité,bulivité,target,s,0.0,1,v,c,bulicité,3,8,pseudo,block1
camiveté,camiveté,rss,cam,,iv_ité,camivité,target,s,1.0,0,i,e,camiveté,2,8,pseudo,block1
erédlifuag,erédlifuag,pprs,lif,er_éd,eag,erédlifeag,control,s,0.0,0,e,u,erédlifuag,2,10,pseudo,block1
déclôtant,déclôtant,prs,clôt,dé,ant,déclôtant,target,s,0.0,2,t,d,déclôtand,0,9,pseudo,block1
mamélvitié,mimélvitié,prss,mél,mi,vi_tié,mimélvitié,control,p,0.0,1,i,a,mamélvitié,3,10,pseudo,block1
rusnefod,rusnefad,ppr,fod,rus_ne,,rusnefod,control,r,,1,o,a,rusnefad,1,8,pseudo,block1
redétron,redétrol,ppr,tron,re_dé,,redétron,target,r,,3,n,l,redétrol,1,8,pseudo,block1
lormal,normal,rs,norm,,al,normal,target,r,,0,n,l,lormal,3,6,real,block2
hiérerchie,hiérarchie,r,hiérarchie,,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block2
prothèse,proshèse,r,prothèse,,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block2
deuxaème,deuxième,rs,deux,,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block2
bataille,bataille,r,bataille,,,bataille,control,r,,2,t,p,bapaille,0,8,real,block2
asthne,asthme,r,asthme,,,asthme,control,r,,4,m,n,asthne,3,6,real,block2
langousse,langousse,r,langouste,,,langouste,control,r,,7,t,s,langousse,2,9,real,block2
srincipe,principe,r,principe,,,principe,control,r,,0,p,s,srincipe,3,8,real,block2
diplomate,diplomate,r,diplomate,,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block2
démontru,démontre,pr,montre,dé,,démontre,target,r,,5,e,u,démontru,3,8,real,block2
aussi,eussi,r,aussi,,,aussi,control,r,,0,a,e,eussi,1,5,real,block2
envol,entol,pr,vol,en,,envol,target,r,,0,v,t,entol,1,5,real,block2
indolole,indolole,prs,dol,in,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block2
personnel,personrel,rs,personn,,el,personnel,target,r,,6,n,r,personrel,1,9,real,block2
pantoifle,pantoifle,r,pantoufle,,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block2
infrurouge,infrarouge,pr,rouge,infra,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block2
décompose,décomposa,pr,compose,dé,,décompose,target,r,,6,e,a,décomposa,1,9,real,block2
vinaisre,vinaigre,r,vinaigre,,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block2
dosespoir,désespoir,pr,espoir,dés,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block2
coqueluche,coqueluche,r,coqueluche,,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block2
grenase,grenade,r,grenade,,,grenade,control,r,,5,d,s,grenase,3,7,real,block2
brouhaha,broehaha,r,brouhaha,,,brouhaha,control,r,,3,u,e,broehaha,1,8,real,block2
juspice,juspice,rs,just,,ice,justice,target,r,,3,t,p,juspice,2,7,real,block2
relire,relire,pr,lire,re,,relire,target,r,,3,e,i,reliri,0,6,real,block2
dénudo,dénudo,prs,nu,dé,dé,dénudé,target,s,0.0,1,é,o,dénudo,2,6,real,block2
liturgie,liturtie,r,liturgie,,,liturgie,control,r,,5,g,t,liturtie,1,8,real,block2
ruliure,reliure,prs,li,re,ure,reliure,target,p,0.0,1,e,u,ruliure,3,7,real,block2
sarabande,sarabande,r,sarabande,,,sarabande,control,r,,7,d,q,sarabanqe,0,9,real,block2
recouterte,recouverte,pr,couverte,re,,recouverte,target,r,,3,v,t,recouterte,3,10,real,block2
préalable,préalahle,r,préalable,,,préalable,control,r,,6,b,h,préalahle,1,9,real,block2
mergarine,margarine,r,margarine,,,margarine,control,r,,1,a,e,mergarine,3,9,real,block2
puartier,puartier,rs,quart,,ier,quartier,target,r,,0,q,p,puartier,2,8,real,block2
privilègi,privilègi,r,privilège,,,privilège,control,r,,8,e,i,privilègi,2,9,real,block2
déplaare,déplaare,pr,plaire,dé,,déplaire,target,r,,3,i,a,déplaare,2,8,real,block2
dégoût,dagoût,pr,goût,dé,,dégoût,target,p,0.0,1,é,a,dagoût,1,6,real,block2
cachumire,cachemire,r,cachemire,,,cachemire,control,r,,4,e,u,cachumire,3,9,real,block2
piscenlit,piscenlit,r,pissenlit,,,pissenlit,control,r,,3,s,c,piscenlit,2,9,real,block2
urgense,urgense,rs,urg,,ence,urgence,target,s,0.0,2,c,s,urgense,2,7,real,block2
carrosse,carlosse,r,carrosse,,,carrosse,control,r,,3,r,l,carlosse,1,8,real,block2
bravo,bravo,r,bravo,,,bravo,control,r,,0,b,x,xravo,0,5,real,block2
pingouin,pingouén,r,pingouin,,,pingouin,control,r,,6,i,é,pingouén,1,8,real,block2
jamais,jamais,r,jamais,,,jamais,control,r,,4,i,à,jamaàs,0,6,real,block2
spaghesti,spaghetti,r,spaghetti,,,spaghetti,control,r,,6,t,s,spaghesti,3,9,real,block2
concombre,concombre,r,concombre,,,concombre,control,r,,8,e,i,concombri,0,9,real,block2
gremier,grenier,r,grenier,,,grenier,control,r,,3,n,m,gremier,3,7,real,block2
accessoire,iccessoire,r,accessoire,,,accessoire,control,r,,0,a,i,iccessoire,1,10,real,block2
joueer,joueur,rs,jou,,eur,joueur,target,s,0.0,1,u,e,joueer,3,6,real,block2
prouesse,srouesse,r,prouesse,,,prouesse,control,r,,0,p,s,srouesse,1,8,real,block2
contrah,contrat,r,contrat,,,contrat,control,r,,6,t,h,contrah,3,7,real,block2
coltex,cortex,r,cortex,,,cortex,control,r,,2,r,l,coltex,3,6,real,block2
puinteur,puanteur,rss,pu,,ant_eur,puanteur,target,s,0.0,0,a,i,puinteur,3,8,real,block2
local,losal,r,local,,,local,control,r,,2,c,s,losal,1,5,real,block2
gourmand,gourmand,r,gourmand,,,gourmand,control,r,,7,d,p,gourmanp,0,8,real,block2
vitalité,vitalité,rss,vit,,al_ité,vitalité,target,s,1.0,0,i,e,vitaleté,0,8,real,block2
endurance,endurance,prs,dur,en,ance,endurance,target,r,,2,r,n,endunance,0,9,real,block2
genial,genial,rs,géni,,al,génial,target,r,,1,é,e,genial,2,6,real,block2
encorrect,incorrect,pr,correct,in,,incorrect,target,p,0.0,0,i,e,encorrect,3,9,real,block2
merserie,mercerie,r,mercerie,,,mercerie,control,r,,3,c,s,merserie,3,8,real,block2
ambassade,amtassade,r,ambassade,,,ambassade,control,r,,2,b,t,amtassade,1,9,real,block2
aissalle,aissalle,r,aisselle,,,aisselle,control,r,,4,e,a,aissalle,2,8,real,block2
sûrement,sûremejt,rs,sûre,,ment,sûrement,target,s,0.0,2,n,j,sûremejt,1,8,real,block2
elsuite,ensuite,pr,suite,en,,ensuite,target,p,0.0,1,n,l,elsuite,3,7,real,block2
incroyacle,incroyable,prs,croy,in,able,incroyable,target,s,0.0,1,b,c,incroyacle,3,10,real,block2
malignité,maliglité,rss,mal,,ign_ité,malignité,target,s,0.0,2,n,l,maliglité,1,9,real,block2
blague,bladue,r,blague,,,blague,control,r,,3,g,d,bladue,1,6,real,block2
ondulant,ondulant,rss,ond,,ul_ant,ondulant,target,r,,1,n,r,ordulant,0,8,real,block2
également,également,rs,égale,,ment,également,target,r,,2,a,e,égelement,0,9,real,block2
cmandestin,clandestin,r,clandestin,,,clandestin,control,r,,1,l,m,cmandestin,3,10,real,block2
salamandre,salanandre,r,salamandre,,,salamandre,control,r,,4,m,n,salanandre,1,10,real,block2
mousteche,moustache,r,moustache,,,moustache,control,r,,5,a,e,mousteche,3,9,real,block2
garagiste,garagiste,rss,gar,,ag_iste,garagiste,target,r,,2,r,n,ganagiste,0,9,real,block2
français,qrançais,rs,franç,,ais,français,target,r,,0,f,q,qrançais,1,8,real,block2
phase,phasi,r,phase,,,phase,control,r,,4,e,i,phasi,1,5,real,block2
guérillero,guérillero,r,guérillero,,,guérillero,control,r,,3,r,l,guélillero,0,10,real,block2
artistique,artistique,rss,art,,ist_ique,artistique,target,s,0.0,1,s,x,artixtique,0,10,real,block2
sexuamité,sexualité,rss,sex,,ual_ité,sexualité,target,s,0.0,2,l,m,sexuamité,3,9,real,block2
hurricane,hurrifane,r,hurricane,,,hurricane,control,r,,5,c,f,hurrifane,1,9,real,block2
réattion,réattion,prs,act,ré,ion,réaction,target,r,,1,c,t,réattion,2,8,real,block2
électrique,électrique,rs,électr,,ique,électrique,target,r,,5,r,n,électnique,0,10,real,block2
guenille,guenille,r,guenille,,,guenille,control,r,,3,n,m,guemille,0,8,real,block2
poursuit,poursuit,pr,suit,pour,,poursuit,target,p,0.0,1,o,e,peursuit,0,8,real,block2
cellophane,cellophame,r,cellophane,,,cellophane,control,r,,8,n,m,cellophame,1,10,real,block2
chambranne,chambranne,r,chambranle,,,chambranle,control,r,,8,l,n,chambranne,2,10,real,block2
angentin,argentin,r,argentin,,,argentin,control,r,,1,r,n,angentin,3,8,real,block2
frambaise,frambaise,r,framboise,,,framboise,control,r,,5,o,a,frambaise,2,9,real,block2
dévotion,dévotiom,prs,vot,dé,ion,dévotion,target,s,0.0,2,n,m,dévotiom,1,8,real,block2
clavucule,clavicule,r,clavicule,,,clavicule,control,r,,4,i,u,clavucule,3,9,real,block2
inoffensif,iloffensif,prs,offens,in,if,inoffensif,target,p,0.0,1,n,l,iloffensif,1,10,real,block2
sonorité,conorité,rss,son,,or_ité,sonorité,target,r,,0,s,c,conorité,1,8,real,block2
cathidrale,cathidrale,r,cathédrale,,,cathédrale,control,r,,4,é,i,cathidrale,2,10,real,block2
exactement,exactement,rs,exacte,,ment,exactement,target,r,,2,a,e,exectement,0,10,real,block2
cornichon,cornichon,r,cornichon,,,cornichon,control,r,,4,i,o,cornochon,0,9,real,block2
nenégat,nenégat,prs,nég,re,at,renégat,target,p,0.0,0,r,n,nenégat,2,7,real,block2
preuse,preuse,r,preuve,,,preuve,control,r,,4,v,s,preuse,2,6,real,block2
ircurable,ircurable,prs,cur,in,able,incurable,target,p,0.0,1,n,r,ircurable,2,9,real,block2
lecouvert,lecouvert,pr,couvert,re,,recouvert,target,p,0.0,0,r,l,lecouvert,2,9,real,block2
peêle,poêle,r,poêle,,,poêle,control,r,,1,o,e,peêle,3,5,real,block2
dangereuse,dangerease,rs,danger,,euse,dangereuse,target,s,0.0,1,u,a,dangerease,1,10,real,block2
agolité,agolité,rss,ag,,il_ité,agilité,target,s,0.0,0,i,o,agolité,2,7,real,block2
rhinocéros,mhinocéros,r,rhinocéros,,,rhinocéros,control,r,,0,r,m,mhinocéros,1,10,real,block2
incessant,incessant,prs,cess,in,ant,incessant,target,s,0.0,1,n,l,incessalt,0,9,real,block2
heure,heure,r,heure,,,heure,control,r,,0,h,t,teure,0,5,real,block2
irréel,irréel,pr,réel,ir,,irréel,target,r,,3,l,r,irréer,0,6,real,block2
impoli,inpoli,pr,poli,im,,impoli,target,p,0.0,1,m,n,inpoli,1,6,real,block2
conseil,conceil,r,conseil,,,conseil,control,r,,3,s,c,conceil,1,7,real,block2
lieutenalt,lieutenant,r,lieutenant,,,lieutenant,control,r,,8,n,l,lieutenalt,3,10,real,block2
cappuccino,cappuccine,r,cappuccino,,,cappuccino,control,r,,9,o,e,cappuccine,1,10,real,block2
hâtuf,hâtuf,rs,hât,,if,hâtif,target,s,0.0,0,i,u,hâtuf,2,5,real,block2
coyote,coyite,r,coyote,,,coyote,control,r,,3,o,i,coyite,1,6,real,block2
irruption,arruption,prs,rupt,ir,ion,irruption,target,p,0.0,0,i,a,arruption,1,9,real,block2
emmerdear,emmerdear,prs,merd,em,eur,emmerdeur,target,s,0.0,1,u,a,emmerdear,2,9,real,block2
rambarde,rambarde,r,rambarde,,,rambarde,control,r,,2,m,n,ranbarde,0,8,real,block2
idéarisme,idéarisme,rss,idé,,al_isme,idéalisme,target,s,0.0,1,l,r,idéarisme,2,9,real,block2
impurité,impureté,prs,pur,im,ité,impurité,target,s,0.0,0,i,e,impureté,1,8,real,block2
siège,siage,r,siège,,,siège,control,r,,2,è,a,siage,1,5,real,block2
douaille,douaille,r,gouaille,,,gouaille,control,r,,0,g,d,douaille,2,8,real,block2
cougcous,cougcous,r,couscous,,,couscous,control,r,,3,s,g,cougcous,2,8,real,block2
poliscon,polisson,r,polisson,,,polisson,control,r,,5,s,c,poliscon,3,8,real,block2
pizzemia,pizzemia,r,pizzeria,,,pizzeria,control,r,,5,r,m,pizzemia,2,8,real,block2
espérante,espéranto,r,espéranto,,,espéranto,control,r,,8,o,e,espérante,3,9,real,block2
memacvitié,mimacvitié,prss,mac,mi,vi_tié,mimacvitié,control,p,0.0,1,i,e,memacvitié,3,10,pseudo,block3
tréval,sréval,rs,trév,,al,tréval,target,r,,0,t,s,sréval,1,6,pseudo,block3
trév,trés,r,trév,,,trév,target,r,,3,v,s,trés,1,4,pseudo,block3
paijlatié,paijlatié,rss,saij,,la_tié,saijlatié,control,r,,0,s,p,paijlatié,2,9,pseudo,block3
intuélment,intuélment,prs,tuél,in,ment,intuélment,target,s,0.0,3,t,s,intuélmens,0,10,pseudo,block3
rustioclu,rustioclu,prs,tioc,rus,le,rustiocle,control,s,0.0,1,e,u,rustioclu,2,9,pseudo,block3
sédnelifre,sédlelifre,pprs,lif,séd_ne,re,sédnelifre,control,p,1.0,0,n,l,sédlelifre,1,10,pseudo,block3
moun,roun,r,roun,,,roun,control,r,,0,r,m,moun,3,4,pseudo,block3
sédnemélre,sédnemélra,pprs,mél,séd_ne,re,sédnemélre,control,s,0.0,1,e,a,sédnemélra,1,10,pseudo,block3
indicivité,indicivité,prss,dic,in,iv_ité,indicivité,target,p,0.0,0,i,u,undicivité,0,10,pseudo,block3
désendirer,désendirer,pprs,dir,dés_en,er,désendirer,target,p,1.0,1,n,r,déserdirer,0,10,pseudo,block3
vért,vért,r,vért,,,vért,control,r,,0,v,t,tért,0,4,pseudo,block3
elsan,ensan,pr,san,en,,ensan,target,p,0.0,1,n,l,elsan,3,5,pseudo,block3
minaslutié,minaslutié,prss,nas,mi,le_tié,minasletié,control,s,0.0,1,e,u,minaslutié,2,10,pseudo,block3
nedofation,redofation,prss,dof,re,at_ion,redofation,target,p,0.0,0,r,n,nedofation,3,10,pseudo,block3
détuélisne,détuélisne,prs,tuél,dé,isme,détuélisme,target,s,0.0,2,m,n,détuélisne,2,10,pseudo,block3
téclôtance,téclôtance,prs,clôt,dé,ance,déclôtance,target,p,0.0,0,d,t,téclôtance,2,10,pseudo,block3
