first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
cicatrice,cicatrice,r,,cicatrice,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block1
puberté,pubarté,r,,puberté,,puberté,control,r,,3,e,a,pubarté,1,7,real,block1
ramet,ramet,pr,re,met,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block1
entêtant,eltêtant,prs,en,têt,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block1
zombae,zombie,r,,zombie,,zombie,control,r,,4,i,a,zombae,3,6,real,block1
éditorial,éditorial,rss,,édit,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block1
perron,perron,r,,perron,,perron,control,r,,5,n,l,perrol,0,6,real,block1
tonalité,tonalité,rss,,ton,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block1
capharnaüm,capharnaüm,r,,capharnaüm,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block1
ribambelle,ribamberle,r,,ribambelle,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block1
agricole,agricole,r,,agricole,,agricole,control,r,,1,g,t,atricole,0,8,real,block1
inpulsif,impulsif,prs,im,puls,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block1
idéal,idéal,rs,,idé,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block1
plant,plant,r,,plant,,plant,control,r,,2,a,i,plint,0,5,real,block1
argent,argent,r,,argent,,argent,control,r,,4,n,m,argemt,0,6,real,block1
céracité,céracité,rss,,cér,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block1
holocauste,holocauste,r,,holocauste,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block1
charmant,charmant,rs,,charm,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block1
impulseon,impulseon,prs,im,puls,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block1
crevette,drevette,r,,crevette,,crevette,control,r,,0,c,d,drevette,1,8,real,block1
racaille,recaille,r,,racaille,,racaille,control,r,,1,a,e,recaille,1,8,real,block1
banquise,sanquise,r,,banquise,,banquise,control,r,,0,b,s,sanquise,1,8,real,block1
interphone,interphone,pr,inter,phone,,interphone,target,r,,3,n,r,interphore,0,10,real,block1
acsivité,activité,rss,,act,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block1
munal,munal,rs,,mur,al,mural,target,r,,2,r,n,munal,2,5,real,block1
spectacle,spectagle,r,,spectacle,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block1
inefficace,anefficace,pr,in,efficace,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block1
kéfonce,kéfonce,pr,dé,fonce,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block1
bunldozer,bulldozer,r,,bulldozer,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block1
troisième,troisiume,rs,,trois,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block1
pesamment,pesamment,rss,,pes,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block1
immoltel,immortel,prs,im,mort,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block1
festivité,festivité,rss,,fest,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block1
certain,certain,rs,,cert,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block1
erliftaoin,erlifsaoin,prss,er,lif,ta_oin,erliftaoin,control,s,0.0,0,t,s,erlifsaoin,1,10,pseudo,block2
erédlaseeg,erédlaseeg,pprs,er_éd,las,eag,erédlaseag,control,s,0.0,1,a,e,erédlaseeg,2,10,pseudo,block2
naujminemt,naujminemt,rss,,nauj,ma_nemt,naujmanemt,control,s,0.0,1,a,i,naujminemt,2,10,pseudo,block2
toutuél,toutuél,pr,sou,tuél,,soutuél,target,p,0.0,0,s,t,toutuél,2,7,pseudo,block2
mac,mac,r,,mac,,mac,control,r,,1,a,u,muc,0,3,pseudo,block2
nouramment,nouramment,rss,,nour,am_ment,nouramment,target,r,,2,u,a,noaramment,0,10,pseudo,block2
recaration,recamation,prss,re,cam,at_ion,recamation,target,r,,2,m,r,recaration,3,10,pseudo,block2
sédnimacre,ségnimacre,pprs,séd_ni,mac,re,sédnimacre,control,p,0.0,2,d,g,ségnimacre,1,10,pseudo,block2
riènletié,riènletié,rss,,rièn,la_tié,riènlatié,control,s,0.0,1,a,e,riènletié,2,9,pseudo,block2
jaosalisme,jaosalisme,rss,,jais,al_isme,jaisalisme,target,r,,2,i,o,jaosalisme,2,10,pseudo,block2
insalalité,insamalité,prss,in,sal,al_ité,insalalité,target,r,,2,l,m,insamalité,1,10,pseudo,block2
indofalité,indofalité,prss,in,dof,al_ité,indofalité,target,r,,2,f,c,indocalité,0,10,pseudo,block2
salival,salival,rss,,sal,iv_al,salival,target,r,,0,s,v,valival,0,7,pseudo,block2
tertouse,tertouse,rs,,tert,euse,terteuse,target,s,0.0,0,e,o,tertouse,2,8,pseudo,block2
sédnirujje,sédnirujre,pprs,séd_ni,ruj,re,sédnirujre,control,s,0.0,0,r,j,sédnirujje,3,10,pseudo,block2
nourival,nourival,rss,,nour,iv_al,nourival,target,r,,1,o,a,naurival,0,8,pseudo,block2
saij,saij,r,,saij,,saij,control,r,,1,a,u,suij,0,4,pseudo,block2
antitlôt,antitlôt,pr,anti,clôt,,anticlôt,target,r,,0,c,t,antitlôt,2,8,pseudo,block2
lub,lub,r,,lub,,lub,control,r,,0,l,r,rub,0,3,pseudo,block2
rapédsurc,répédsurc,ppr,rép_éd,surc,,répédsurc,control,p,0.0,1,é,a,rapédsurc,3,9,pseudo,block2
erselmtan,erpelmtan,prs,er,pelm,tan,erpelmtan,control,r,,0,p,s,erselmtan,3,9,pseudo,block2
regaerant,regierant,prs,re,gier,ant,regierant,target,r,,1,i,a,regaerant,3,9,pseudo,block2
erédtodeag,erédtodeag,pprs,er_éd,fod,eag,erédfodeag,control,r,,0,f,t,erédtodeag,2,10,pseudo,block2
ernasta,ernasta,prs,er,nas,ta,ernasta,control,s,0.0,1,a,u,ernastu,0,7,pseudo,block2
nicidlatié,nicidlatié,prss,ni,cid,la_tié,nicidlatié,control,p,0.0,0,n,r,ricidlatié,0,10,pseudo,block2
préretror,préretron,ppr,pré_re,tron,,préretron,target,r,,3,n,r,préretror,3,9,pseudo,block2
gortalité,cortalité,rss,,cort,al_ité,cortalité,target,r,,0,c,g,gortalité,3,9,pseudo,block2
ropluc,ropluc,pr,rop,lub,,roplub,control,r,,2,b,c,ropluc,2,6,pseudo,block2
gier,gier,r,,gier,,gier,target,r,,1,i,e,geer,0,4,pseudo,block2
rerémion,relémion,prs,re,lém,ion,relémion,target,r,,0,l,r,rerémion,3,8,pseudo,block2
tertul,tertal,rs,,tert,al,tertal,target,s,0.0,0,a,u,tertul,3,6,pseudo,block2
ertoedoin,ertoedoin,prs,er,toid,oin,ertoidoin,control,r,,2,i,e,ertoedoin,2,9,pseudo,block2
livértoin,nivértoin,prs,ni,vért,oin,nivértoin,control,p,0.0,0,n,l,livértoin,3,9,pseudo,block2
inviralité,indiralité,prss,in,dir,al_ité,indiralité,target,r,,0,d,v,inviralité,3,10,pseudo,block2
imprébul,imprébul,ppr,im_pré,bul,,imprébul,target,r,,2,l,n,imprébun,0,8,pseudo,block2
crusamment,crusamment,rss,,crus,am_ment,crusamment,target,r,,2,u,e,cresamment,0,10,pseudo,block2
filel,filel,rs,,fil,el,filel,target,r,,2,l,n,finel,0,5,pseudo,block2
roqulaisem,roqulaisem,rss,,roqu,la_isem,roqulaisem,control,s,1.0,2,e,i,roqulaisim,0,10,pseudo,block2
répédnoif,répédroif,ppr,rép_éd,roif,,répédroif,control,r,,0,r,n,répédnoif,3,9,pseudo,block2
niflaeist,liflaeist,rss,,lif,la_eist,liflaeist,control,r,,0,l,n,niflaeist,3,9,pseudo,block2
désinjurer,désenjurer,pprs,dés_in,jur,er,désinjurer,target,p,1.0,0,i,e,désenjurer,1,10,pseudo,block2
hoid,hoid,r,,toid,,toid,control,r,,0,t,h,hoid,2,4,pseudo,block2
rensimac,rensimac,pr,renti,mac,,rentimac,control,p,0.0,3,t,s,rensimac,2,8,pseudo,block2
inbulivité,inbulivité,prss,in,bul,iv_ité,inbulivité,target,p,0.0,1,n,r,irbulivité,0,10,pseudo,block2
gieralisme,gieralisme,rss,,gier,al_isme,gieralisme,target,s,0.0,0,a,e,gierelisme,0,10,pseudo,block2
indicivité,indicivito,prss,in,dic,iv_ité,indicivité,target,s,1.0,2,é,o,indicivito,1,10,pseudo,block2
erédcid,eradcid,ppr,er_éd,cid,,erédcid,control,p,1.0,0,é,a,eradcid,1,7,pseudo,block2
snalionnel,snalionnen,rss,,snal,ionn_el,snalionnel,target,s,1.0,1,l,n,snalionnen,1,10,pseudo,block2
resécort,resécort,ppr,re_dé,cort,,redécort,target,p,1.0,0,d,s,resécort,2,8,pseudo,block2
roqu,riqu,r,,roqu,,roqu,control,r,,1,o,i,riqu,1,4,pseudo,block2
léutca,léutca,rs,,léut,ta,léutta,control,s,0.0,0,t,c,léutca,2,6,pseudo,block2
redélémage,redéjémage,pprs,re_dé,lém,age,redélémage,target,r,,0,l,j,redéjémage,1,10,pseudo,block2
recortat,recortat,prs,re,cort,at,recortat,target,s,0.0,0,a,i,recortit,0,8,pseudo,block2
désen,désen,pr,dé,san,,désan,target,r,,1,a,e,désen,2,5,pseudo,block2
trivaliste,trivaliste,rss,,trév,al_iste,trévaliste,target,r,,2,é,i,trivaliste,2,10,pseudo,block2
redéquor,redéquor,ppr,re_dé,quor,,redéquor,target,p,0.0,1,e,i,ridéquor,0,8,pseudo,block2
redétofage,redédofage,pprs,re_dé,dof,age,redédofage,target,r,,0,d,t,redétofage,3,10,pseudo,block2
répédmec,répédmac,ppr,rép_éd,mac,,répédmac,control,r,,1,a,e,répédmec,3,8,pseudo,block2
dofival,dofival,rss,,dof,iv_al,dofival,target,r,,0,d,s,sofival,0,7,pseudo,block2
mifodvitié,mifodvitié,prss,mi,fod,vi_tié,mifodvitié,control,p,0.0,0,m,l,lifodvitié,0,10,pseudo,block2
netert,retert,pr,re,tert,,retert,target,p,0.0,0,r,n,netert,3,6,pseudo,block2
multidicel,multidicel,prs,multi,dic,el,multidicel,target,r,,1,i,a,multidacel,0,10,pseudo,block2
camabne,camable,rs,,cam,able,camable,target,s,0.0,2,l,n,camabne,3,7,pseudo,block2
crusment,crusment,rs,,crus,ment,crusment,target,s,0.0,0,m,r,crusrent,0,8,pseudo,block2
niméllasié,niméllatié,prss,ni,mél,la_tié,niméllatié,control,s,1.0,0,t,s,niméllasié,3,10,pseudo,block2
insanivité,insanevité,prss,in,san,iv_ité,insanivité,target,s,0.0,0,i,e,insanevité,1,10,pseudo,block2
jaunté,jaunpé,rs,,jaun,té,jaunté,target,s,0.0,0,t,p,jaunpé,1,6,pseudo,block2
micidvitié,micidvitié,prss,mi,cid,vi_tié,micidvitié,control,p,0.0,1,i,e,mecidvitié,0,10,pseudo,block2
limtulifle,limtumifle,prs,limtu,lif,le,limtulifle,control,r,,0,l,m,limtumifle,1,10,pseudo,block2
surnièr,sujnièr,pr,sur,nièr,,surnièr,target,p,0.0,2,r,j,sujnièr,1,7,pseudo,block2
ernaujure,ernaujure,prs,er,nauj,ure,ernaujure,control,r,,3,j,r,ernaurure,0,9,pseudo,block2
sédnolubre,sédnilubre,pprs,séd_ni,lub,re,sédnilubre,control,p,1.0,1,i,o,sédnolubre,3,10,pseudo,block2
tret,trot,r,,tret,,tret,control,r,,2,e,o,trot,1,4,pseudo,block2
roquvili,roquvili,rss,,roqu,vi_la,roquvila,control,s,1.0,1,a,i,roquvili,2,8,pseudo,block2
dystrév,djstrév,pr,dys,trév,,dystrév,target,p,0.0,1,y,j,djstrév,1,7,pseudo,block2
melémation,relémation,prss,re,lém,at_ion,relémation,target,p,0.0,0,r,m,melémation,3,10,pseudo,block2
erédlifeag,erédliféag,pprs,er_éd,lif,eag,erédlifeag,control,s,0.0,0,e,é,erédliféag,1,10,pseudo,block2
ocfed,ocfod,pr,oc,fod,,ocfod,control,r,,1,o,e,ocfed,3,5,pseudo,block2
sednerujre,sédnerujre,pprs,séd_ne,ruj,re,sédnerujre,control,p,0.0,1,é,e,sednerujre,3,10,pseudo,block2
treteseu,treteseu,rs,,tret,eseu,treteseu,control,s,0.0,1,s,h,treteheu,0,8,pseudo,block2
nondir,nondir,pr,non,dir,,nondir,target,p,0.0,2,n,m,nomdir,0,6,pseudo,block2
cismanemt,cismanemt,rss,,cid,ma_nemt,cidmanemt,control,r,,2,d,s,cismanemt,2,9,pseudo,block2
sal,sal,r,,sal,,sal,target,r,,1,a,u,sul,0,3,pseudo,block2
imdofion,indofion,prs,in,dof,ion,indofion,target,p,0.0,1,n,m,imdofion,3,8,pseudo,block2
retésanage,retésanage,pprs,re_dé,san,age,redésanage,target,p,1.0,0,d,t,retésanage,2,10,pseudo,block2
nouraf,nouraf,rs,,nour,at,nourat,target,s,0.0,1,t,f,nouraf,2,6,pseudo,block2
ènternour,ènternour,pr,inter,nour,,internour,target,p,0.0,0,i,è,ènternour,2,9,pseudo,block2
gieral,gierar,rs,,gier,al,gieral,target,s,0.0,1,l,r,gierar,1,6,pseudo,block2
nortinnola,nortinnole,rss,,nort,inno_le,nortinnole,control,s,1.0,1,e,a,nortinnola,3,10,pseudo,block2
minasletié,minasletié,prss,mi,nas,le_tié,minasletié,control,s,0.0,0,l,n,minasnetié,0,10,pseudo,block2
erlap,erlap,pr,er,las,,erlas,control,r,,2,s,p,erlap,2,5,pseudo,block2
porutoid,porutéid,pr,poru,toid,,porutoid,control,r,,1,o,é,porutéid,1,8,pseudo,block2
lag,las,r,,las,,las,control,r,,2,s,g,lag,3,3,pseudo,block2
vérc,vért,r,,vért,,vért,control,r,,3,t,c,vérc,3,4,pseudo,block2
sert,cert,r,,cert,,cert,target,r,,0,c,s,sert,3,4,pseudo,block2
retronment,retronment,prs,re,tron,ment,retronment,target,p,0.0,1,e,i,ritronment,0,10,pseudo,block2
salité,salité,rs,,sal,ité,salité,target,s,0.0,2,é,u,salitu,0,6,pseudo,block2
désindirer,désindiler,pprs,dés_in,dir,er,désindirer,target,r,,2,r,l,désindiler,1,10,pseudo,block2
nilublatié,nilubletié,prss,ni,lub,la_tié,nilublatié,control,s,0.0,1,a,e,nilubletié,1,10,pseudo,block2
indirivité,indirivité,prss,in,dir,iv_ité,indirivité,target,s,1.0,2,é,i,indiriviti,0,10,pseudo,block2
nièrànt,nièrànt,rs,,nièr,ant,nièrant,target,s,0.0,0,a,à,nièrànt,2,7,pseudo,block2
tenitret,tenitret,pr,tani,tret,,tanitret,control,p,0.0,1,a,e,tenitret,2,8,pseudo,block2
surennour,surennour,ppr,sur_en,nour,,surennour,target,p,0.0,2,r,l,sulennour,0,9,pseudo,block2
désincamer,désincamer,pprs,dés_in,cam,er,désincamer,target,s,0.0,0,e,a,désincamar,0,10,pseudo,block2
renour,ronour,pr,re,nour,,renour,target,p,0.0,1,e,o,ronour,1,6,pseudo,block2
milaslefié,milaslefié,prss,mi,las,le_tié,milasletié,control,s,1.0,0,t,f,milaslefié,2,10,pseudo,block2
miérppelm,miérppelm,ppr,mi_érp,pelm,,miérppelm,control,p,1.0,0,é,o,miorppelm,0,9,pseudo,block2
clôtant,clôtalt,rs,,clôt,ant,clôtant,target,s,0.0,1,n,l,clôtalt,1,7,pseudo,block2
trévionnel,tréviolnel,rss,,trév,ionn_el,trévionnel,target,s,0.0,2,n,l,tréviolnel,1,10,pseudo,block2
prédétran,prédétron,ppr,pré_dé,tron,,prédétron,target,r,,2,o,a,prédétran,3,9,pseudo,block2
milifvitié,milifvitié,prss,mi,lif,vi_tié,milifvitié,control,s,1.0,1,i,e,milifviteé,0,10,pseudo,block2
rounnas,rounnas,rs,,roun,nat,rounnat,control,s,0.0,2,t,s,rounnas,2,7,pseudo,block2
teltionnel,teltionnel,rss,,tert,ionn_el,tertionnel,target,r,,2,r,l,teltionnel,2,10,pseudo,block2
muslubtan,muslubtan,prs,rus,lub,tan,ruslubtan,control,p,0.0,0,r,m,muslubtan,2,9,pseudo,block2
rejuration,mejuration,prss,re,jur,at_ion,rejuration,target,p,0.0,0,r,m,mejuration,1,10,pseudo,block2
gul,bul,r,,bul,,bul,target,r,,0,b,g,gul,3,3,pseudo,block2
saijnent,saijnemt,rs,,saij,nemt,saijnemt,control,s,0.0,2,m,n,saijnent,3,8,pseudo,block2
sydlub,srdlub,pr,syd,lub,,sydlub,control,p,0.0,1,y,r,srdlub,1,6,pseudo,block2
protnon,protnon,pr,pro,tron,,protron,target,r,,1,r,n,protnon,2,7,pseudo,block2
daruj,qaruj,pr,da,ruj,,daruj,control,p,0.0,0,d,q,qaruj,1,5,pseudo,block2
lormal,normal,rs,,norm,al,normal,target,r,,0,n,l,lormal,3,6,real,block3
hiérerchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block3
prothèse,proshèse,r,,prothèse,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block3
deuxaème,deuxième,rs,,deux,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block3
bataille,bataille,r,,bataille,,bataille,control,r,,2,t,p,bapaille,0,8,real,block3
asthne,asthme,r,,asthme,,asthme,control,r,,4,m,n,asthne,3,6,real,block3
langousse,langousse,r,,langouste,,langouste,control,r,,7,t,s,langousse,2,9,real,block3
srincipe,principe,r,,principe,,principe,control,r,,0,p,s,srincipe,3,8,real,block3
diplomate,diplomate,r,,diplomate,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block3
démontru,démontre,pr,dé,montre,,démontre,target,r,,5,e,u,démontru,3,8,real,block3
aussi,eussi,r,,aussi,,aussi,control,r,,0,a,e,eussi,1,5,real,block3
envol,entol,pr,en,vol,,envol,target,r,,0,v,t,entol,1,5,real,block3
indolole,indolole,prs,in,dol,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block3
personnel,personrel,rs,,personn,el,personnel,target,r,,6,n,r,personrel,1,9,real,block3
pantoifle,pantoifle,r,,pantoufle,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block3
infrurouge,infrarouge,pr,infra,rouge,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block3
décompose,décomposa,pr,dé,compose,,décompose,target,r,,6,e,a,décomposa,1,9,real,block3
vinaisre,vinaigre,r,,vinaigre,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block3
dosespoir,désespoir,pr,dés,espoir,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block3
coqueluche,coqueluche,r,,coqueluche,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block3
grenase,grenade,r,,grenade,,grenade,control,r,,5,d,s,grenase,3,7,real,block3
