first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
rusteid,rusteid,pr,toid,rus,,rustoid,control,r,,1,o,e,rusteid,2,7,pseudo,block1
lif,lif,r,lif,,,lif,control,r,,2,f,t,lit,0,3,pseudo,block1
juunivité,jaunivité,rss,jaun,,iv_ité,jaunivité,target,r,,1,a,u,juunivité,3,9,pseudo,block1
incoit,intoit,pr,coit,in,,incoit,target,r,,0,c,t,intoit,1,6,pseudo,block1
sydlib,sydlib,pr,lub,syd,,sydlub,control,r,,1,u,i,sydlib,2,6,pseudo,block1
lamsumc,lamsurc,pr,surc,lam,,lamsurc,control,r,,2,r,m,lamsumc,3,7,pseudo,block1
téfilion,défilion,prs,fil,dé,ion,défilion,target,p,0.0,0,d,t,téfilion,3,8,pseudo,block1
nitret,netret,pr,tret,ni,,nitret,control,p,0.0,1,i,e,netret,1,6,pseudo,block1
dyqdic,dysdic,pr,dic,dys,,dysdic,target,p,0.0,2,s,q,dyqdic,3,6,pseudo,block1
léuteist,léuteest,rs,léut,,eist,léuteist,control,s,0.0,1,i,e,léuteest,1,8,pseudo,block1
redédotage,redédotage,pprs,dof,re_dé,age,redédofage,target,r,,2,f,t,redédotage,2,10,pseudo,block1
sanaira,sanaira,rs,san,,aire,sanaire,target,s,0.0,3,e,a,sanaira,2,7,pseudo,block1
coltel,cortel,rs,cort,,el,cortel,target,r,,2,r,l,coltel,3,6,pseudo,block1
surencnus,surencnus,ppr,crus,sur_en,,surencrus,target,r,,1,r,n,surencnus,2,9,pseudo,block1
érpellub,érpellub,ppr,lub,érp_er,,érperlub,control,p,1.0,1,r,l,érpellub,2,8,pseudo,block1
miridvatié,miridvatié,prss,rid,mi,vi_tié,miridvitié,control,s,0.0,1,i,a,miridvatié,2,10,pseudo,block1
ropnas,rodnas,pr,nas,rop,,ropnas,control,p,0.0,2,p,d,rodnas,1,6,pseudo,block1
insalelité,insalelité,prss,sal,in,el_ité,insalelité,target,r,,2,l,m,insamelité,0,10,pseudo,block1
mimélvitié,mimélvitié,prss,mél,mi,vi_tié,mimélvitié,control,s,1.0,2,é,e,mimélvitie,0,10,pseudo,block1
nilasacne,nelasacne,prs,las,ni,acne,nilasacne,control,p,0.0,1,i,e,nelasacne,1,9,pseudo,block1
cam,tam,r,cam,,,cam,target,r,,0,c,t,tam,1,3,pseudo,block1
léus,léus,r,léut,,,léut,control,r,,3,t,s,léus,2,4,pseudo,block1
enbalade,enbalade,prs,bul,en,ade,enbulade,target,r,,1,u,a,enbalade,2,8,pseudo,block1
dir,der,r,dir,,,dir,target,r,,1,i,e,der,1,3,pseudo,block1
tlecle,tlecle,rs,trec,,le,trecle,control,r,,1,r,l,tlecle,2,6,pseudo,block1
mipid,micid,pr,cid,mi,,micid,control,r,,0,c,p,mipid,3,5,pseudo,block1
liérplans,liérplans,ppr,lans,mi_érp,,miérplans,control,p,0.0,0,m,l,liérplans,2,9,pseudo,block1
sédnafodre,sédnifodre,pprs,fod,séd_ni,re,sédnifodre,control,p,1.0,1,i,a,sédnafodre,3,10,pseudo,block1
tôlcvétié,tôlcvitié,rss,tôlc,,vi_tié,tôlcvitié,control,s,0.0,1,i,é,tôlcvétié,3,9,pseudo,block1
ejédsaij,ejédsaij,ppr,saij,er_éd,,erédsaij,control,p,0.0,1,r,j,ejédsaij,2,8,pseudo,block1
désinfilem,désinfiler,pprs,fil,dés_in,er,désinfiler,target,s,0.0,1,r,m,désinfilem,3,10,pseudo,block1
réprosu,réproqu,pr,roqu,rép,,réproqu,control,r,,2,q,s,réprosu,3,7,pseudo,block1
erlubtaoin,erlubtaoin,prss,lub,er,ta_oin,erlubtaoin,control,s,0.0,1,a,e,erlubteoin,0,10,pseudo,block1
prétrév,prétrév,pr,trév,pré,,prétrév,target,r,,0,t,b,prébrév,0,7,pseudo,block1
mél,mél,r,mél,,,mél,control,r,,1,é,e,mel,0,3,pseudo,block1
niriènarie,niruènarie,prs,rièn,ni,arie,niriènarie,control,r,,1,i,u,niruènarie,1,10,pseudo,block1
bulin,bulil,rs,bul,,in,bulin,target,s,0.0,1,n,l,bulil,1,5,pseudo,block1
tuél,tuél,r,tuél,,,tuél,target,r,,1,u,i,tiél,0,4,pseudo,block1
érpermac,érpermac,ppr,mac,érp_er,,érpermac,control,p,1.0,1,r,l,érpelmac,0,8,pseudo,block1
sédniridre,sédnuridre,pprs,rid,séd_ni,re,sédniridre,control,p,1.0,1,i,u,sédnuridre,1,10,pseudo,block1
noquvitié,roquvitié,rss,roqu,,vi_tié,roquvitié,control,r,,0,r,n,noquvitié,3,9,pseudo,block1
clôtat,clôtat,rs,clôt,,at,clôtat,target,s,0.0,1,t,s,clôtas,0,6,pseudo,block1
jiènmanemt,jiènmanemt,rss,rièn,,ma_nemt,riènmanemt,control,r,,0,r,j,jiènmanemt,2,10,pseudo,block1
sédnecibre,sédnecidre,pprs,cid,séd_ne,re,sédnecidre,control,r,,2,d,b,sédnecibre,3,10,pseudo,block1
onnnorv,onnnort,pr,nort,onn,,onnnort,control,r,,3,t,v,onnnorv,3,7,pseudo,block1
prérejais,srérejais,ppr,jais,pré_re,,prérejais,target,p,0.0,0,p,s,srérejais,1,9,pseudo,block1
préretuél,préretuél,ppr,tuél,pré_re,,préretuél,target,p,0.0,1,r,n,pnéretuél,0,9,pseudo,block1
porucidtan,porucidtan,prs,cid,poru,tan,porucidtan,control,p,0.0,0,p,s,sorucidtan,0,10,pseudo,block1
prédàtert,prédàtert,ppr,tert,pré_dé,,prédétert,target,p,1.0,1,é,à,prédàtert,2,9,pseudo,block1
répédcod,répédcid,ppr,cid,rép_éd,,répédcid,control,r,,1,i,o,répédcod,3,8,pseudo,block1
tiidni,tiidni,rs,toid,,ni,toidni,control,r,,1,o,i,tiidni,2,6,pseudo,block1
lourel,nourel,rs,nour,,el,nourel,target,r,,0,n,l,lourel,3,6,pseudo,block1
sédnemelre,sédnemélre,pprs,mél,séd_ne,re,sédnemélre,control,r,,1,é,e,sédnemelre,3,10,pseudo,block1
quaraliste,quoraliste,rss,quor,,al_iste,quoraliste,target,r,,2,o,a,quaraliste,3,10,pseudo,block1
sédneridre,sédneridre,pprs,rid,séd_ne,re,sédneridre,control,r,,1,i,e,sédneredre,0,10,pseudo,block1
niroifecre,niroifecre,prs,roif,ni,ecne,niroifecne,control,s,0.0,2,n,r,niroifecre,2,10,pseudo,block1
rotruj,rotruj,pr,ruj,rop,,ropruj,control,p,0.0,2,p,t,rotruj,2,6,pseudo,block1
prédésnal,prédéqnal,ppr,snal,pré_dé,,prédésnal,target,r,,0,s,q,prédéqnal,1,9,pseudo,block1
tlévamment,trévamment,rss,trév,,am_ment,trévamment,target,r,,1,r,l,tlévamment,3,10,pseudo,block1
nilubletié,milubletié,prss,lub,mi,le_tié,milubletié,control,p,0.0,0,m,n,nilubletié,3,10,pseudo,block1
tôlcmanemt,tôlcmanemt,rss,tôlc,,ma_nemt,tôlcmanemt,control,s,0.0,1,a,o,tôlcmonemt,0,10,pseudo,block1
rounla,ruunla,rs,roun,,la,rounla,control,r,,1,o,u,ruunla,1,6,pseudo,block1
léutle,léutle,rs,léut,,le,léutle,control,s,0.0,1,e,a,léutla,0,6,pseudo,block1
indofivité,indofivité,prss,dof,in,iv_ité,indofivité,target,s,0.0,0,i,o,indofovité,0,10,pseudo,block1
las,lus,r,las,,,las,control,r,,1,a,u,lus,1,3,pseudo,block1
troc,trot,r,troc,,,troc,control,r,,3,c,t,trot,1,4,pseudo,block1
onjaunence,injaunence,prs,jaun,in,ence,injaunence,target,p,0.0,0,i,o,onjaunence,3,10,pseudo,block1
sédnelubre,sédnelubre,pprs,lub,séd_ne,re,sédnelubre,control,p,1.0,1,e,u,sédnulubre,0,10,pseudo,block1
tretvitié,tretvitié,rss,tret,,vi_tié,tretvitié,control,r,,0,t,s,sretvitié,0,9,pseudo,block1
procert,procert,pr,cert,pro,,procert,target,r,,1,e,i,procirt,0,7,pseudo,block1
erédcideag,erédcidéag,pprs,cid,er_éd,eag,erédcideag,control,s,0.0,0,e,é,erédcidéag,1,10,pseudo,block1
recamation,recamatian,prss,cam,re,at_ion,recamation,target,s,1.0,1,o,a,recamatian,1,10,pseudo,block1
foirique,doirique,rs,foir,,ique,foirique,target,r,,0,f,d,doirique,1,8,pseudo,block1
erfod,erfod,pr,fod,er,,erfod,control,p,0.0,0,e,u,urfod,0,5,pseudo,block1
érperroif,érpirroif,ppr,roif,érp_er,,érperroif,control,p,1.0,0,e,i,érpirroif,1,9,pseudo,block1
sédnirujre,sédnirujre,pprs,ruj,séd_ni,re,sédnirujre,control,r,,1,u,e,sédnirejre,0,10,pseudo,block1
désinsicer,désinsicer,pprs,dic,dés_in,er,désindicer,target,r,,0,d,s,désinsicer,2,10,pseudo,block1
rebul,rabul,pr,bul,re,,rebul,target,p,0.0,1,e,a,rabul,1,5,pseudo,block1
loudarie,loudanie,rs,loud,,arie,loudarie,control,s,0.0,1,r,n,loudanie,1,8,pseudo,block1
refilation,mefilation,prss,fil,re,at_ion,refilation,target,p,0.0,0,r,m,mefilation,1,10,pseudo,block1
gierté,gierté,rs,gier,,té,gierté,target,r,,3,r,m,giemté,0,6,pseudo,block1
jurairu,jurairu,rs,jur,,aire,juraire,target,s,0.0,3,e,u,jurairu,2,7,pseudo,block1
fodnet,fodnot,rs,fod,,net,fodnet,control,s,0.0,1,e,o,fodnot,1,6,pseudo,block1
insalence,insalence,prs,sal,in,ence,insalence,target,r,,0,s,p,inpalence,0,9,pseudo,block1
préneplem,préreplem,ppr,plem,pré_re,,préreplem,target,p,1.0,0,r,n,préneplem,3,9,pseudo,block1
erédridaag,erédrideag,pprs,rid,er_éd,eag,erédrideag,control,s,0.0,0,e,a,erédridaag,3,10,pseudo,block1
rounequi,rourequi,rs,roun,,equi,rounequi,control,r,,3,n,r,rourequi,1,8,pseudo,block1
plem,pler,r,plem,,,plem,target,r,,3,m,r,pler,1,4,pseudo,block1
redecamage,redécamage,pprs,cam,re_dé,age,redécamage,target,p,1.0,1,é,e,redecamage,3,10,pseudo,block1
imsrébul,imprébul,ppr,bul,im_pré,,imprébul,target,p,1.0,0,p,s,imsrébul,3,8,pseudo,block1
ruralisme,ruralisme,rss,jur,,al_isme,juralisme,target,r,,0,j,r,ruralisme,2,9,pseudo,block1
errujtaoin,arrujtaoin,prss,ruj,er,ta_oin,errujtaoin,control,p,0.0,0,e,a,arrujtaoin,1,10,pseudo,block1
trocvétié,trocvitié,rss,troc,,vi_tié,trocvitié,control,s,0.0,1,i,é,trocvétié,3,9,pseudo,block1
loncrus,noncrus,pr,crus,non,,noncrus,target,p,0.0,0,n,l,loncrus,3,7,pseudo,block1
redubulage,redébulage,pprs,bul,re_dé,age,redébulage,target,p,1.0,1,é,u,redubulage,3,10,pseudo,block1
réproen,réproun,pr,roun,rép,,réproun,control,r,,2,u,e,réproen,3,7,pseudo,block1
gaerivité,gierivité,rss,gier,,iv_ité,gierivité,target,r,,1,i,a,gaerivité,3,9,pseudo,block1
surentuél,surentuél,ppr,tuél,sur_en,,surentuél,target,r,,0,t,k,surenkuél,0,9,pseudo,block1
édsurcoin,édsurcoin,prs,surc,éd,oin,édsurcoin,control,p,0.0,1,d,t,étsurcoin,0,9,pseudo,block1
nilubtan,nilubtan,prs,lub,ni,tan,nilubtan,control,r,,1,u,ê,nilêbtan,0,8,pseudo,block1
arliftaoin,erliftaoin,prss,lif,er,ta_oin,erliftaoin,control,p,0.0,0,e,a,arliftaoin,3,10,pseudo,block1
fog,fog,r,fod,,,fod,control,r,,2,d,g,fog,2,3,pseudo,block1
lormal,normal,rs,norm,,al,normal,target,r,,0,n,l,lormal,3,6,real,block2
hiérerchie,hiérarchie,r,hiérarchie,,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block2
prothèse,proshèse,r,prothèse,,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block2
deuxaème,deuxième,rs,deux,,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block2
bataille,bataille,r,bataille,,,bataille,control,r,,2,t,p,bapaille,0,8,real,block2
asthne,asthme,r,asthme,,,asthme,control,r,,4,m,n,asthne,3,6,real,block2
langousse,langousse,r,langouste,,,langouste,control,r,,7,t,s,langousse,2,9,real,block2
srincipe,principe,r,principe,,,principe,control,r,,0,p,s,srincipe,3,8,real,block2
diplomate,diplomate,r,diplomate,,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block2
démontru,démontre,pr,montre,dé,,démontre,target,r,,5,e,u,démontru,3,8,real,block2
aussi,eussi,r,aussi,,,aussi,control,r,,0,a,e,eussi,1,5,real,block2
envol,entol,pr,vol,en,,envol,target,r,,0,v,t,entol,1,5,real,block2
indolole,indolole,prs,dol,in,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block2
personnel,personrel,rs,personn,,el,personnel,target,r,,6,n,r,personrel,1,9,real,block2
pantoifle,pantoifle,r,pantoufle,,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block2
infrurouge,infrarouge,pr,rouge,infra,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block2
décompose,décomposa,pr,compose,dé,,décompose,target,r,,6,e,a,décomposa,1,9,real,block2
vinaisre,vinaigre,r,vinaigre,,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block2
dosespoir,désespoir,pr,espoir,dés,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block2
coqueluche,coqueluche,r,coqueluche,,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block2
grenase,grenade,r,grenade,,,grenade,control,r,,5,d,s,grenase,3,7,real,block2
brouhaha,broehaha,r,brouhaha,,,brouhaha,control,r,,3,u,e,broehaha,1,8,real,block2
juspice,juspice,rs,just,,ice,justice,target,r,,3,t,p,juspice,2,7,real,block2
relire,relire,pr,lire,re,,relire,target,r,,3,e,i,reliri,0,6,real,block2
dénudo,dénudo,prs,nu,dé,dé,dénudé,target,s,0.0,1,é,o,dénudo,2,6,real,block2
liturgie,liturtie,r,liturgie,,,liturgie,control,r,,5,g,t,liturtie,1,8,real,block2
ruliure,reliure,prs,li,re,ure,reliure,target,p,0.0,1,e,u,ruliure,3,7,real,block2
sarabande,sarabande,r,sarabande,,,sarabande,control,r,,7,d,q,sarabanqe,0,9,real,block2
recouterte,recouverte,pr,couverte,re,,recouverte,target,r,,3,v,t,recouterte,3,10,real,block2
préalable,préalahle,r,préalable,,,préalable,control,r,,6,b,h,préalahle,1,9,real,block2
mergarine,margarine,r,margarine,,,margarine,control,r,,1,a,e,mergarine,3,9,real,block2
puartier,puartier,rs,quart,,ier,quartier,target,r,,0,q,p,puartier,2,8,real,block2
privilègi,privilègi,r,privilège,,,privilège,control,r,,8,e,i,privilègi,2,9,real,block2
déplaare,déplaare,pr,plaire,dé,,déplaire,target,r,,3,i,a,déplaare,2,8,real,block2
dégoût,dagoût,pr,goût,dé,,dégoût,target,p,0.0,1,é,a,dagoût,1,6,real,block2
cachumire,cachemire,r,cachemire,,,cachemire,control,r,,4,e,u,cachumire,3,9,real,block2
piscenlit,piscenlit,r,pissenlit,,,pissenlit,control,r,,3,s,c,piscenlit,2,9,real,block2
urgense,urgense,rs,urg,,ence,urgence,target,s,0.0,2,c,s,urgense,2,7,real,block2
carrosse,carlosse,r,carrosse,,,carrosse,control,r,,3,r,l,carlosse,1,8,real,block2
bravo,bravo,r,bravo,,,bravo,control,r,,0,b,x,xravo,0,5,real,block2
pingouin,pingouén,r,pingouin,,,pingouin,control,r,,6,i,é,pingouén,1,8,real,block2
jamais,jamais,r,jamais,,,jamais,control,r,,4,i,à,jamaàs,0,6,real,block2
spaghesti,spaghetti,r,spaghetti,,,spaghetti,control,r,,6,t,s,spaghesti,3,9,real,block2
concombre,concombre,r,concombre,,,concombre,control,r,,8,e,i,concombri,0,9,real,block2
gremier,grenier,r,grenier,,,grenier,control,r,,3,n,m,gremier,3,7,real,block2
accessoire,iccessoire,r,accessoire,,,accessoire,control,r,,0,a,i,iccessoire,1,10,real,block2
joueer,joueur,rs,jou,,eur,joueur,target,s,0.0,1,u,e,joueer,3,6,real,block2
prouesse,srouesse,r,prouesse,,,prouesse,control,r,,0,p,s,srouesse,1,8,real,block2
contrah,contrat,r,contrat,,,contrat,control,r,,6,t,h,contrah,3,7,real,block2
coltex,cortex,r,cortex,,,cortex,control,r,,2,r,l,coltex,3,6,real,block2
puinteur,puanteur,rss,pu,,ant_eur,puanteur,target,s,0.0,0,a,i,puinteur,3,8,real,block2
local,losal,r,local,,,local,control,r,,2,c,s,losal,1,5,real,block2
gourmand,gourmand,r,gourmand,,,gourmand,control,r,,7,d,p,gourmanp,0,8,real,block2
vitalité,vitalité,rss,vit,,al_ité,vitalité,target,s,1.0,0,i,e,vitaleté,0,8,real,block2
endurance,endurance,prs,dur,en,ance,endurance,target,r,,2,r,n,endunance,0,9,real,block2
genial,genial,rs,géni,,al,génial,target,r,,1,é,e,genial,2,6,real,block2
encorrect,incorrect,pr,correct,in,,incorrect,target,p,0.0,0,i,e,encorrect,3,9,real,block2
merserie,mercerie,r,mercerie,,,mercerie,control,r,,3,c,s,merserie,3,8,real,block2
ambassade,amtassade,r,ambassade,,,ambassade,control,r,,2,b,t,amtassade,1,9,real,block2
aissalle,aissalle,r,aisselle,,,aisselle,control,r,,4,e,a,aissalle,2,8,real,block2
sûrement,sûremejt,rs,sûre,,ment,sûrement,target,s,0.0,2,n,j,sûremejt,1,8,real,block2
elsuite,ensuite,pr,suite,en,,ensuite,target,p,0.0,1,n,l,elsuite,3,7,real,block2
incroyacle,incroyable,prs,croy,in,able,incroyable,target,s,0.0,1,b,c,incroyacle,3,10,real,block2
malignité,maliglité,rss,mal,,ign_ité,malignité,target,s,0.0,2,n,l,maliglité,1,9,real,block2
blague,bladue,r,blague,,,blague,control,r,,3,g,d,bladue,1,6,real,block2
ondulant,ondulant,rss,ond,,ul_ant,ondulant,target,r,,1,n,r,ordulant,0,8,real,block2
également,également,rs,égale,,ment,également,target,r,,2,a,e,égelement,0,9,real,block2
cmandestin,clandestin,r,clandestin,,,clandestin,control,r,,1,l,m,cmandestin,3,10,real,block2
salamandre,salanandre,r,salamandre,,,salamandre,control,r,,4,m,n,salanandre,1,10,real,block2
mousteche,moustache,r,moustache,,,moustache,control,r,,5,a,e,mousteche,3,9,real,block2
garagiste,garagiste,rss,gar,,ag_iste,garagiste,target,r,,2,r,n,ganagiste,0,9,real,block2
français,qrançais,rs,franç,,ais,français,target,r,,0,f,q,qrançais,1,8,real,block2
phase,phasi,r,phase,,,phase,control,r,,4,e,i,phasi,1,5,real,block2
guérillero,guérillero,r,guérillero,,,guérillero,control,r,,3,r,l,guélillero,0,10,real,block2
artistique,artistique,rss,art,,ist_ique,artistique,target,s,0.0,1,s,x,artixtique,0,10,real,block2
sexuamité,sexualité,rss,sex,,ual_ité,sexualité,target,s,0.0,2,l,m,sexuamité,3,9,real,block2
hurricane,hurrifane,r,hurricane,,,hurricane,control,r,,5,c,f,hurrifane,1,9,real,block2
réattion,réattion,prs,act,ré,ion,réaction,target,r,,1,c,t,réattion,2,8,real,block2
électrique,électrique,rs,électr,,ique,électrique,target,r,,5,r,n,électnique,0,10,real,block2
guenille,guenille,r,guenille,,,guenille,control,r,,3,n,m,guemille,0,8,real,block2
poursuit,poursuit,pr,suit,pour,,poursuit,target,p,0.0,1,o,e,peursuit,0,8,real,block2
cellophane,cellophame,r,cellophane,,,cellophane,control,r,,8,n,m,cellophame,1,10,real,block2
chambranne,chambranne,r,chambranle,,,chambranle,control,r,,8,l,n,chambranne,2,10,real,block2
angentin,argentin,r,argentin,,,argentin,control,r,,1,r,n,angentin,3,8,real,block2
frambaise,frambaise,r,framboise,,,framboise,control,r,,5,o,a,frambaise,2,9,real,block2
dévotion,dévotiom,prs,vot,dé,ion,dévotion,target,s,0.0,2,n,m,dévotiom,1,8,real,block2
clavucule,clavicule,r,clavicule,,,clavicule,control,r,,4,i,u,clavucule,3,9,real,block2
inoffensif,iloffensif,prs,offens,in,if,inoffensif,target,p,0.0,1,n,l,iloffensif,1,10,real,block2
sonorité,conorité,rss,son,,or_ité,sonorité,target,r,,0,s,c,conorité,1,8,real,block2
cathidrale,cathidrale,r,cathédrale,,,cathédrale,control,r,,4,é,i,cathidrale,2,10,real,block2
exactement,exactement,rs,exacte,,ment,exactement,target,r,,2,a,e,exectement,0,10,real,block2
cornichon,cornichon,r,cornichon,,,cornichon,control,r,,4,i,o,cornochon,0,9,real,block2
nenégat,nenégat,prs,nég,re,at,renégat,target,p,0.0,0,r,n,nenégat,2,7,real,block2
preuse,preuse,r,preuve,,,preuve,control,r,,4,v,s,preuse,2,6,real,block2
ircurable,ircurable,prs,cur,in,able,incurable,target,p,0.0,1,n,r,ircurable,2,9,real,block2
lecouvert,lecouvert,pr,couvert,re,,recouvert,target,p,0.0,0,r,l,lecouvert,2,9,real,block2
peêle,poêle,r,poêle,,,poêle,control,r,,1,o,e,peêle,3,5,real,block2
dangereuse,dangerease,rs,danger,,euse,dangereuse,target,s,0.0,1,u,a,dangerease,1,10,real,block2
agolité,agolité,rss,ag,,il_ité,agilité,target,s,0.0,0,i,o,agolité,2,7,real,block2
rhinocéros,mhinocéros,r,rhinocéros,,,rhinocéros,control,r,,0,r,m,mhinocéros,1,10,real,block2
incessant,incessant,prs,cess,in,ant,incessant,target,s,0.0,1,n,l,incessalt,0,9,real,block2
heure,heure,r,heure,,,heure,control,r,,0,h,t,teure,0,5,real,block2
irréel,irréel,pr,réel,ir,,irréel,target,r,,3,l,r,irréer,0,6,real,block2
impoli,inpoli,pr,poli,im,,impoli,target,p,0.0,1,m,n,inpoli,1,6,real,block2
conseil,conceil,r,conseil,,,conseil,control,r,,3,s,c,conceil,1,7,real,block2
lieutenalt,lieutenant,r,lieutenant,,,lieutenant,control,r,,8,n,l,lieutenalt,3,10,real,block2
cappuccino,cappuccine,r,cappuccino,,,cappuccino,control,r,,9,o,e,cappuccine,1,10,real,block2
hâtuf,hâtuf,rs,hât,,if,hâtif,target,s,0.0,0,i,u,hâtuf,2,5,real,block2
coyote,coyite,r,coyote,,,coyote,control,r,,3,o,i,coyite,1,6,real,block2
irruption,arruption,prs,rupt,ir,ion,irruption,target,p,0.0,0,i,a,arruption,1,9,real,block2
emmerdear,emmerdear,prs,merd,em,eur,emmerdeur,target,s,0.0,1,u,a,emmerdear,2,9,real,block2
rambarde,rambarde,r,rambarde,,,rambarde,control,r,,2,m,n,ranbarde,0,8,real,block2
idéarisme,idéarisme,rss,idé,,al_isme,idéalisme,target,s,0.0,1,l,r,idéarisme,2,9,real,block2
impurité,impureté,prs,pur,im,ité,impurité,target,s,0.0,0,i,e,impureté,1,8,real,block2
siège,siage,r,siège,,,siège,control,r,,2,è,a,siage,1,5,real,block2
douaille,douaille,r,gouaille,,,gouaille,control,r,,0,g,d,douaille,2,8,real,block2
cougcous,cougcous,r,couscous,,,couscous,control,r,,3,s,g,cougcous,2,8,real,block2
poliscon,polisson,r,polisson,,,polisson,control,r,,5,s,c,poliscon,3,8,real,block2
pizzemia,pizzemia,r,pizzeria,,,pizzeria,control,r,,5,r,m,pizzemia,2,8,real,block2
espérante,espéranto,r,espéranto,,,espéranto,control,r,,8,o,e,espérante,3,9,real,block2
cres,cres,r,crus,,,crus,target,r,,2,u,e,cres,2,4,pseudo,block3
décoitment,décoitment,prs,coit,dé,ment,décoitment,target,p,0.0,1,é,i,dicoitment,0,10,pseudo,block3
céntrejur,céntrejur,pr,jur,contre,,contrejur,target,p,0.0,1,o,é,céntrejur,2,9,pseudo,block3
ermactaoil,ermactaoil,prss,mac,er,ta_oin,ermactaoin,control,s,1.0,2,n,l,ermactaoil,2,10,pseudo,block3
rasfi,lasfi,rs,las,,fi,lasfi,control,r,,0,l,r,rasfi,3,5,pseudo,block3
prédécart,prédécort,ppr,cort,pré_dé,,prédécort,target,r,,1,o,a,prédécart,3,9,pseudo,block3
ninasecne,ninasecne,prs,nas,ni,ecne,ninasecne,control,r,,1,a,e,ninesecne,0,9,pseudo,block3
tôlq,tôlq,r,tôlc,,,tôlc,control,r,,3,c,q,tôlq,2,4,pseudo,block3
profoir,proxoir,pr,foir,pro,,profoir,target,r,,0,f,x,proxoir,1,7,pseudo,block3
milasletié,milasnetié,prss,las,mi,le_tié,milasletié,control,s,0.0,0,l,n,milasnetié,1,10,pseudo,block3
tiec,tiec,r,tioc,,,tioc,control,r,,2,o,e,tiec,2,4,pseudo,block3
désencamer,désencamar,pprs,cam,dés_en,er,désencamer,target,s,0.0,0,e,a,désencamar,1,10,pseudo,block3
édrujnemt,édrujnàmt,prs,ruj,éd,nemt,édrujnemt,control,s,0.0,1,e,à,édrujnàmt,1,9,pseudo,block3
insanent,insanent,prs,san,in,ent,insanent,target,r,,2,n,l,insalent,0,8,pseudo,block3
redézicage,redézicage,pprs,dic,re_dé,age,redédicage,target,r,,0,d,z,redézicage,2,10,pseudo,block3
injurovité,injurovité,prss,jur,in,iv_ité,injurivité,target,s,0.0,0,i,o,injurovité,2,10,pseudo,block3
indidivité,indicivité,prss,dic,in,iv_ité,indicivité,target,r,,2,c,d,indidivité,3,10,pseudo,block3
ritoidle,nitoidle,prs,toid,ni,le,nitoidle,control,p,0.0,0,n,r,ritoidle,3,8,pseudo,block3
