first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
tret,tres,r,tret,,,tret,control,r,,3,t,s,tres,1,4,pseudo,block1
erédroif,erédroif,ppr,roif,er_éd,,erédroif,control,r,,2,i,e,erédroef,0,8,pseudo,block1
tron,tron,r,tron,,,tron,target,r,,3,n,l,trol,0,4,pseudo,block1
désinsanor,désinsanor,pprs,san,dés_in,er,désinsaner,target,s,0.0,0,e,o,désinsanor,2,10,pseudo,block1
redéplem,redéplem,ppr,plem,re_dé,,redéplem,target,r,,0,p,x,redéxlem,0,8,pseudo,block1
runlatié,runlatié,rss,ruj,,la_tié,rujlatié,control,r,,2,j,n,runlatié,2,8,pseudo,block1
tnocvitié,trocvitié,rss,troc,,vi_tié,trocvitié,control,r,,1,r,n,tnocvitié,3,9,pseudo,block1
répédrid,répudrid,ppr,rid,rép_éd,,répédrid,control,p,1.0,0,é,u,répudrid,1,8,pseudo,block1
incam,incam,pr,cam,in,,incam,target,r,,1,a,u,incum,0,5,pseudo,block1
redéjurage,redéjurage,pprs,jur,re_dé,age,redéjurage,target,s,0.0,2,e,u,redéjuragu,0,10,pseudo,block1
ertoidnemt,ertoidnemt,prs,toid,er,nemt,ertoidnemt,control,r,,3,d,f,ertoifnemt,0,10,pseudo,block1
miridvitié,minidvitié,prss,rid,mi,vi_tié,miridvitié,control,r,,0,r,n,minidvitié,1,10,pseudo,block1
geer,gier,r,gier,,,gier,target,r,,1,i,e,geer,3,4,pseudo,block1
inquoment,inquorent,prs,quor,in,ent,inquorent,target,r,,3,r,m,inquoment,3,9,pseudo,block1
lubelanemt,lubelanemt,rss,lub,,ela_nemt,lubelanemt,control,s,0.0,1,l,r,luberanemt,0,10,pseudo,block1
redédir,redédir,ppr,dir,re_dé,,redédir,target,r,,1,i,e,redéder,0,7,pseudo,block1
inbuleleté,inbuleleté,prss,bul,in,el_ité,inbulelité,target,s,1.0,0,i,e,inbuleleté,2,10,pseudo,block1
erédvért,erédvént,ppr,vért,er_éd,,erédvért,control,r,,2,r,n,erédvént,1,8,pseudo,block1
infalivité,infilivité,prss,fil,in,iv_ité,infilivité,target,r,,1,i,a,infalivité,3,10,pseudo,block1
jurival,jurival,rss,jur,,iv_al,jurival,target,r,,2,r,m,jumival,0,7,pseudo,block1
clôtalité,clôtalité,rss,clôt,,al_ité,clôtalité,target,r,,2,ô,a,clatalité,0,9,pseudo,block1
ercittaoin,ercittaoin,prss,cid,er,ta_oin,ercidtaoin,control,r,,2,d,t,ercittaoin,2,10,pseudo,block1
laisiste,laisiste,rs,jais,,iste,jaisiste,target,r,,0,j,l,laisiste,2,8,pseudo,block1
onplement,onplement,prs,plem,in,ent,inplement,target,p,0.0,0,i,o,onplement,2,9,pseudo,block1
rièllatié,rièllatié,rss,rièn,,la_tié,riènlatié,control,r,,3,n,l,rièllatié,2,9,pseudo,block1
désensanel,désensanel,pprs,san,dés_en,er,désensaner,target,s,0.0,1,r,l,désensanel,2,10,pseudo,block1
sanalito,sanalité,rss,san,,al_ité,sanalité,target,s,1.0,2,é,o,sanalito,3,8,pseudo,block1
nirujlatoé,nirujlatoé,prss,ruj,ni,la_tié,nirujlatié,control,s,1.0,1,i,o,nirujlatoé,2,10,pseudo,block1
sédnilubre,sédnilubre,pprs,lub,séd_ni,re,sédnilubre,control,r,,1,u,é,sédnilébre,0,10,pseudo,block1
lansni,mansni,rs,lans,,ni,lansni,control,r,,0,l,m,mansni,1,6,pseudo,block1
gierelité,gierelité,rss,gier,,al_ité,gieralité,target,s,0.0,0,a,e,gierelité,2,9,pseudo,block1
tanirij,taniruj,pr,ruj,tani,,taniruj,control,r,,1,u,i,tanirij,3,7,pseudo,block1
rièncila,rièncila,rss,rièn,,vi_la,riènvila,control,s,0.0,0,v,c,rièncila,2,8,pseudo,block1
ertôlctan,ertônctan,prs,tôlc,er,tan,ertôlctan,control,r,,2,l,n,ertônctan,1,9,pseudo,block1
tioc,teoc,r,tioc,,,tioc,control,r,,1,i,e,teoc,1,4,pseudo,block1
mefoirant,mefoirant,prs,foir,re,ant,refoirant,target,p,0.0,0,r,m,mefoirant,2,9,pseudo,block1
jaumalité,jaumalité,rss,jaun,,al_ité,jaunalité,target,r,,3,n,m,jaumalité,2,9,pseudo,block1
erépmél,erédmél,ppr,mél,er_éd,,erédmél,control,p,1.0,1,d,p,erépmél,3,7,pseudo,block1
erlastioin,erlastaoin,prss,las,er,ta_oin,erlastaoin,control,s,0.0,1,a,i,erlastioin,3,10,pseudo,block1
filisme,filisme,rs,fil,,isme,filisme,target,r,,2,l,r,firisme,0,7,pseudo,block1
indicévité,indicivité,prss,dic,in,iv_ité,indicivité,target,s,0.0,0,i,é,indicévité,3,10,pseudo,block1
lormal,normal,rs,norm,,al,normal,target,r,,0,n,l,lormal,3,6,real,block2
hiérerchie,hiérarchie,r,hiérarchie,,,hiérarchie,control,r,,4,a,e,hiérerchie,3,10,real,block2
prothèse,proshèse,r,prothèse,,,prothèse,control,r,,3,t,s,proshèse,1,8,real,block2
deuxaème,deuxième,rs,deux,,ième,deuxième,target,s,0.0,0,i,a,deuxaème,3,8,real,block2
bataille,bataille,r,bataille,,,bataille,control,r,,2,t,p,bapaille,0,8,real,block2
asthne,asthme,r,asthme,,,asthme,control,r,,4,m,n,asthne,3,6,real,block2
langousse,langousse,r,langouste,,,langouste,control,r,,7,t,s,langousse,2,9,real,block2
srincipe,principe,r,principe,,,principe,control,r,,0,p,s,srincipe,3,8,real,block2
diplomate,diplomate,r,diplomate,,,diplomate,control,r,,7,t,d,diplomade,0,9,real,block2
démontru,démontre,pr,montre,dé,,démontre,target,r,,5,e,u,démontru,3,8,real,block2
aussi,eussi,r,aussi,,,aussi,control,r,,0,a,e,eussi,1,5,real,block2
envol,entol,pr,vol,en,,envol,target,r,,0,v,t,entol,1,5,real,block2
indolole,indolole,prs,dol,in,ore,indolore,target,s,0.0,1,r,l,indolole,2,8,real,block2
personnel,personrel,rs,personn,,el,personnel,target,r,,6,n,r,personrel,1,9,real,block2
pantoifle,pantoifle,r,pantoufle,,,pantoufle,control,r,,5,u,i,pantoifle,2,9,real,block2
infrurouge,infrarouge,pr,rouge,infra,,infrarouge,target,p,0.0,4,a,u,infrurouge,3,10,real,block2
décompose,décomposa,pr,compose,dé,,décompose,target,r,,6,e,a,décomposa,1,9,real,block2
vinaisre,vinaigre,r,vinaigre,,,vinaigre,control,r,,5,g,s,vinaisre,3,8,real,block2
dosespoir,désespoir,pr,espoir,dés,,désespoir,target,p,0.0,1,é,o,dosespoir,3,9,real,block2
coqueluche,coqueluche,r,coqueluche,,,coqueluche,control,r,,4,e,o,coquoluche,0,10,real,block2
grenase,grenade,r,grenade,,,grenade,control,r,,5,d,s,grenase,3,7,real,block2
brouhaha,broehaha,r,brouhaha,,,brouhaha,control,r,,3,u,e,broehaha,1,8,real,block2
juspice,juspice,rs,just,,ice,justice,target,r,,3,t,p,juspice,2,7,real,block2
relire,relire,pr,lire,re,,relire,target,r,,3,e,i,reliri,0,6,real,block2
dénudo,dénudo,prs,nu,dé,dé,dénudé,target,s,0.0,1,é,o,dénudo,2,6,real,block2
liturgie,liturtie,r,liturgie,,,liturgie,control,r,,5,g,t,liturtie,1,8,real,block2
ruliure,reliure,prs,li,re,ure,reliure,target,p,0.0,1,e,u,ruliure,3,7,real,block2
sarabande,sarabande,r,sarabande,,,sarabande,control,r,,7,d,q,sarabanqe,0,9,real,block2
recouterte,recouverte,pr,couverte,re,,recouverte,target,r,,3,v,t,recouterte,3,10,real,block2
préalable,préalahle,r,préalable,,,préalable,control,r,,6,b,h,préalahle,1,9,real,block2
mergarine,margarine,r,margarine,,,margarine,control,r,,1,a,e,mergarine,3,9,real,block2
puartier,puartier,rs,quart,,ier,quartier,target,r,,0,q,p,puartier,2,8,real,block2
privilègi,privilègi,r,privilège,,,privilège,control,r,,8,e,i,privilègi,2,9,real,block2
déplaare,déplaare,pr,plaire,dé,,déplaire,target,r,,3,i,a,déplaare,2,8,real,block2
dégoût,dagoût,pr,goût,dé,,dégoût,target,p,0.0,1,é,a,dagoût,1,6,real,block2
cachumire,cachemire,r,cachemire,,,cachemire,control,r,,4,e,u,cachumire,3,9,real,block2
piscenlit,piscenlit,r,pissenlit,,,pissenlit,control,r,,3,s,c,piscenlit,2,9,real,block2
urgense,urgense,rs,urg,,ence,urgence,target,s,0.0,2,c,s,urgense,2,7,real,block2
carrosse,carlosse,r,carrosse,,,carrosse,control,r,,3,r,l,carlosse,1,8,real,block2
bravo,bravo,r,bravo,,,bravo,control,r,,0,b,x,xravo,0,5,real,block2
pingouin,pingouén,r,pingouin,,,pingouin,control,r,,6,i,é,pingouén,1,8,real,block2
jamais,jamais,r,jamais,,,jamais,control,r,,4,i,à,jamaàs,0,6,real,block2
spaghesti,spaghetti,r,spaghetti,,,spaghetti,control,r,,6,t,s,spaghesti,3,9,real,block2
concombre,concombre,r,concombre,,,concombre,control,r,,8,e,i,concombri,0,9,real,block2
gremier,grenier,r,grenier,,,grenier,control,r,,3,n,m,gremier,3,7,real,block2
accessoire,iccessoire,r,accessoire,,,accessoire,control,r,,0,a,i,iccessoire,1,10,real,block2
joueer,joueur,rs,jou,,eur,joueur,target,s,0.0,1,u,e,joueer,3,6,real,block2
prouesse,srouesse,r,prouesse,,,prouesse,control,r,,0,p,s,srouesse,1,8,real,block2
contrah,contrat,r,contrat,,,contrat,control,r,,6,t,h,contrah,3,7,real,block2
coltex,cortex,r,cortex,,,cortex,control,r,,2,r,l,coltex,3,6,real,block2
puinteur,puanteur,rss,pu,,ant_eur,puanteur,target,s,0.0,0,a,i,puinteur,3,8,real,block2
local,losal,r,local,,,local,control,r,,2,c,s,losal,1,5,real,block2
gourmand,gourmand,r,gourmand,,,gourmand,control,r,,7,d,p,gourmanp,0,8,real,block2
vitalité,vitalité,rss,vit,,al_ité,vitalité,target,s,1.0,0,i,e,vitaleté,0,8,real,block2
endurance,endurance,prs,dur,en,ance,endurance,target,r,,2,r,n,endunance,0,9,real,block2
genial,genial,rs,géni,,al,génial,target,r,,1,é,e,genial,2,6,real,block2
encorrect,incorrect,pr,correct,in,,incorrect,target,p,0.0,0,i,e,encorrect,3,9,real,block2
merserie,mercerie,r,mercerie,,,mercerie,control,r,,3,c,s,merserie,3,8,real,block2
ambassade,amtassade,r,ambassade,,,ambassade,control,r,,2,b,t,amtassade,1,9,real,block2
aissalle,aissalle,r,aisselle,,,aisselle,control,r,,4,e,a,aissalle,2,8,real,block2
sûrement,sûremejt,rs,sûre,,ment,sûrement,target,s,0.0,2,n,j,sûremejt,1,8,real,block2
elsuite,ensuite,pr,suite,en,,ensuite,target,p,0.0,1,n,l,elsuite,3,7,real,block2
incroyacle,incroyable,prs,croy,in,able,incroyable,target,s,0.0,1,b,c,incroyacle,3,10,real,block2
malignité,maliglité,rss,mal,,ign_ité,malignité,target,s,0.0,2,n,l,maliglité,1,9,real,block2
blague,bladue,r,blague,,,blague,control,r,,3,g,d,bladue,1,6,real,block2
ondulant,ondulant,rss,ond,,ul_ant,ondulant,target,r,,1,n,r,ordulant,0,8,real,block2
également,également,rs,égale,,ment,également,target,r,,2,a,e,égelement,0,9,real,block2
cmandestin,clandestin,r,clandestin,,,clandestin,control,r,,1,l,m,cmandestin,3,10,real,block2
salamandre,salanandre,r,salamandre,,,salamandre,control,r,,4,m,n,salanandre,1,10,real,block2
mousteche,moustache,r,moustache,,,moustache,control,r,,5,a,e,mousteche,3,9,real,block2
garagiste,garagiste,rss,gar,,ag_iste,garagiste,target,r,,2,r,n,ganagiste,0,9,real,block2
français,qrançais,rs,franç,,ais,français,target,r,,0,f,q,qrançais,1,8,real,block2
phase,phasi,r,phase,,,phase,control,r,,4,e,i,phasi,1,5,real,block2
guérillero,guérillero,r,guérillero,,,guérillero,control,r,,3,r,l,guélillero,0,10,real,block2
artistique,artistique,rss,art,,ist_ique,artistique,target,s,0.0,1,s,x,artixtique,0,10,real,block2
sexuamité,sexualité,rss,sex,,ual_ité,sexualité,target,s,0.0,2,l,m,sexuamité,3,9,real,block2
hurricane,hurrifane,r,hurricane,,,hurricane,control,r,,5,c,f,hurrifane,1,9,real,block2
réattion,réattion,prs,act,ré,ion,réaction,target,r,,1,c,t,réattion,2,8,real,block2
électrique,électrique,rs,électr,,ique,électrique,target,r,,5,r,n,électnique,0,10,real,block2
guenille,guenille,r,guenille,,,guenille,control,r,,3,n,m,guemille,0,8,real,block2
poursuit,poursuit,pr,suit,pour,,poursuit,target,p,0.0,1,o,e,peursuit,0,8,real,block2
cellophane,cellophame,r,cellophane,,,cellophane,control,r,,8,n,m,cellophame,1,10,real,block2
chambranne,chambranne,r,chambranle,,,chambranle,control,r,,8,l,n,chambranne,2,10,real,block2
angentin,argentin,r,argentin,,,argentin,control,r,,1,r,n,angentin,3,8,real,block2
frambaise,frambaise,r,framboise,,,framboise,control,r,,5,o,a,frambaise,2,9,real,block2
dévotion,dévotiom,prs,vot,dé,ion,dévotion,target,s,0.0,2,n,m,dévotiom,1,8,real,block2
clavucule,clavicule,r,clavicule,,,clavicule,control,r,,4,i,u,clavucule,3,9,real,block2
inoffensif,iloffensif,prs,offens,in,if,inoffensif,target,p,0.0,1,n,l,iloffensif,1,10,real,block2
sonorité,conorité,rss,son,,or_ité,sonorité,target,r,,0,s,c,conorité,1,8,real,block2
cathidrale,cathidrale,r,cathédrale,,,cathédrale,control,r,,4,é,i,cathidrale,2,10,real,block2
exactement,exactement,rs,exacte,,ment,exactement,target,r,,2,a,e,exectement,0,10,real,block2
cornichon,cornichon,r,cornichon,,,cornichon,control,r,,4,i,o,cornochon,0,9,real,block2
nenégat,nenégat,prs,nég,re,at,renégat,target,p,0.0,0,r,n,nenégat,2,7,real,block2
preuse,preuse,r,preuve,,,preuve,control,r,,4,v,s,preuse,2,6,real,block2
ircurable,ircurable,prs,cur,in,able,incurable,target,p,0.0,1,n,r,ircurable,2,9,real,block2
lecouvert,lecouvert,pr,couvert,re,,recouvert,target,p,0.0,0,r,l,lecouvert,2,9,real,block2
peêle,poêle,r,poêle,,,poêle,control,r,,1,o,e,peêle,3,5,real,block2
dangereuse,dangerease,rs,danger,,euse,dangereuse,target,s,0.0,1,u,a,dangerease,1,10,real,block2
agolité,agolité,rss,ag,,il_ité,agilité,target,s,0.0,0,i,o,agolité,2,7,real,block2
rhinocéros,mhinocéros,r,rhinocéros,,,rhinocéros,control,r,,0,r,m,mhinocéros,1,10,real,block2
incessant,incessant,prs,cess,in,ant,incessant,target,s,0.0,1,n,l,incessalt,0,9,real,block2
heure,heure,r,heure,,,heure,control,r,,0,h,t,teure,0,5,real,block2
irréel,irréel,pr,réel,ir,,irréel,target,r,,3,l,r,irréer,0,6,real,block2
impoli,inpoli,pr,poli,im,,impoli,target,p,0.0,1,m,n,inpoli,1,6,real,block2
conseil,conceil,r,conseil,,,conseil,control,r,,3,s,c,conceil,1,7,real,block2
lieutenalt,lieutenant,r,lieutenant,,,lieutenant,control,r,,8,n,l,lieutenalt,3,10,real,block2
cappuccino,cappuccine,r,cappuccino,,,cappuccino,control,r,,9,o,e,cappuccine,1,10,real,block2
hâtuf,hâtuf,rs,hât,,if,hâtif,target,s,0.0,0,i,u,hâtuf,2,5,real,block2
coyote,coyite,r,coyote,,,coyote,control,r,,3,o,i,coyite,1,6,real,block2
irruption,arruption,prs,rupt,ir,ion,irruption,target,p,0.0,0,i,a,arruption,1,9,real,block2
emmerdear,emmerdear,prs,merd,em,eur,emmerdeur,target,s,0.0,1,u,a,emmerdear,2,9,real,block2
rambarde,rambarde,r,rambarde,,,rambarde,control,r,,2,m,n,ranbarde,0,8,real,block2
idéarisme,idéarisme,rss,idé,,al_isme,idéalisme,target,s,0.0,1,l,r,idéarisme,2,9,real,block2
impurité,impureté,prs,pur,im,ité,impurité,target,s,0.0,0,i,e,impureté,1,8,real,block2
siège,siage,r,siège,,,siège,control,r,,2,è,a,siage,1,5,real,block2
douaille,douaille,r,gouaille,,,gouaille,control,r,,0,g,d,douaille,2,8,real,block2
cougcous,cougcous,r,couscous,,,couscous,control,r,,3,s,g,cougcous,2,8,real,block2
poliscon,polisson,r,polisson,,,polisson,control,r,,5,s,c,poliscon,3,8,real,block2
pizzemia,pizzemia,r,pizzeria,,,pizzeria,control,r,,5,r,m,pizzemia,2,8,real,block2
espérante,espéranto,r,espéranto,,,espéranto,control,r,,8,o,e,espérante,3,9,real,block2
inbulalité,inbunalité,prss,bul,in,al_ité,inbulalité,target,r,,2,l,n,inbunalité,1,10,pseudo,block3
léman,lémin,rs,lém,,in,lémin,target,s,0.0,0,i,a,léman,3,5,pseudo,block3
doulil,doulil,rs,doul,,el,doulel,target,s,0.0,0,e,i,doulil,2,6,pseudo,block3
onnnort,onnjort,pr,nort,onn,,onnnort,control,r,,0,n,j,onnjort,1,7,pseudo,block3
erédmaceag,erésmaceag,pprs,mac,er_éd,eag,erédmaceag,control,p,1.0,1,d,s,erésmaceag,1,10,pseudo,block3
sédnefodre,sédnifodre,pprs,fod,séd_ne,re,sédnefodre,control,p,1.0,1,e,i,sédnifodre,1,10,pseudo,block3
antàsnal,antàsnal,pr,snal,anti,,antisnal,target,p,0.0,3,i,à,antàsnal,2,8,pseudo,block3
fodmanemt,fedmanemt,rss,fod,,ma_nemt,fodmanemt,control,r,,1,o,e,fedmanemt,1,9,pseudo,block3
nerosu,neroqu,pr,roqu,ne,,neroqu,control,r,,2,q,s,nerosu,3,6,pseudo,block3
noèr,noèr,r,nièr,,,nièr,target,r,,1,i,o,noèr,2,4,pseudo,block3
erroiftan,erroiftan,prs,roif,er,tan,erroiftan,control,s,0.0,0,t,h,erroifhan,0,9,pseudo,block3
toid,toéd,r,toid,,,toid,control,r,,2,i,é,toéd,1,4,pseudo,block3
injurelité,iljurelité,prss,jur,in,el_ité,injurelité,target,p,0.0,1,n,l,iljurelité,1,10,pseudo,block3
diot,diet,r,diot,,,diot,target,r,,2,o,e,diet,1,4,pseudo,block3
dofivité,dofivité,rss,dof,,iv_ité,dofivité,target,s,0.0,1,v,t,dofitité,0,8,pseudo,block3
cidla,cadla,rs,cid,,la,cidla,control,r,,1,i,a,cadla,1,5,pseudo,block3
redoulment,redoulment,prs,doul,re,ment,redoulment,target,p,0.0,0,r,l,ledoulment,0,10,pseudo,block3
dofêl,dofal,rs,dof,,al,dofal,target,s,0.0,0,a,ê,dofêl,3,5,pseudo,block3
minasvitié,minasvitié,prss,nas,mi,vi_tié,minasvitié,control,p,0.0,0,m,l,linasvitié,0,10,pseudo,block3
désindofer,disindofer,pprs,dof,dés_in,er,désindofer,target,p,0.0,1,é,i,disindofer,1,10,pseudo,block3
