first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
grahically,grasically,rsss,,gras,ic_al_ly,grasically,target,r,,3,s,h,grahically,3,10,pseudo,block2
nuteklayl,muteklayl,prss,nu,tek,la_yl,nuteklayl,control,p,0.0,0,n,m,muteklayl,1,9,pseudo,block2
elnaut,elnaut,pr,er,naut,,ernaut,control,p,0.0,1,r,l,elnaut,2,6,pseudo,block2
nocsif,nocsif,rs,,noc,sit,nocsit,control,s,0.0,2,t,f,nocsif,2,6,pseudo,block2
andrun,indrun,pr,in,drun,,indrun,target,p,0.0,0,i,a,andrun,3,6,pseudo,block2
repsidsayg,repsidsarg,ppr,rep_sid,sarg,,repsidsarg,control,r,,2,r,y,repsidsayg,3,10,pseudo,block2
mitonconi,yitonconi,prs,mi,tonc,oni,mitonconi,control,p,0.0,0,m,y,yitonconi,1,9,pseudo,block2
talccilayl,talccilayl,rsss,,talc,ci_la_yl,talccilayl,control,s,0.0,1,i,e,talccelayl,0,10,pseudo,block2
trunomi,trunomi,rs,,trun,oni,trunoni,control,s,0.0,1,n,m,trunomi,2,7,pseudo,block2
koulfully,koulfully,rss,,koul,ful_ly,koulfully,target,r,,0,k,h,houlfully,0,9,pseudo,block2
nauslazei,nautlazei,rss,,naut,la_zei,nautlazei,control,r,,3,t,s,nauslazei,3,9,pseudo,block2
nutrunsens,nutrunsuns,prs,nu,trun,sens,nutrunsens,control,s,0.0,1,e,u,nutrunsuns,1,10,pseudo,block2
fisemgirt,fisemgirt,ppr,dis_em,girt,,disemgirt,target,p,0.0,0,d,f,fisemgirt,2,9,pseudo,block2
nunurdcila,nunurdcila,prss,nu,nurd,ci_la,nunurdcila,control,p,0.0,0,n,m,munurdcila,0,10,pseudo,block2
memically,merically,rsss,,mer,ic_al_ly,merically,target,r,,2,r,m,memically,3,9,pseudo,block2
ungeefical,ungeefical,prss,un,geef,ic_al,ungeefical,target,r,,0,g,c,unceefical,0,10,pseudo,block2
tekulf,tekulf,rs,,tek,ulf,tekulf,control,r,,0,t,s,sekulf,0,6,pseudo,block2
otubef,otubof,pr,otu,bof,,otubof,control,r,,1,o,e,otubef,3,6,pseudo,block2
ketically,kitically,rsss,,ket,ic_al_ly,ketically,target,r,,1,e,i,kitically,1,9,pseudo,block2
siwcilayl,siwcilayl,rsss,,siw,ci_la_yl,siwcilayl,control,r,,2,w,r,sircilayl,0,9,pseudo,block2
meakulfyl,meakulfyl,rss,,meak,ulf_yl,meakulfyl,control,r,,2,a,e,meekulfyl,0,9,pseudo,block2
glicically,glocically,rsss,,gloc,ic_al_ly,glocically,target,r,,2,o,i,glicically,3,10,pseudo,block2
erotumof,erotumog,ppr,er_otu,mof,,erotumof,control,r,,2,f,g,erotumog,1,8,pseudo,block2
tet,cet,r,,cet,,cet,target,r,,0,c,t,tet,3,3,pseudo,block2
nunocma,nunocla,prs,nu,noc,la,nunocla,control,s,0.0,0,l,m,nunocma,3,7,pseudo,block2
keamance,keamanpe,rs,,keam,ance,keamance,target,s,0.0,2,c,p,keamanpe,1,8,pseudo,block2
teak,teak,r,,teak,,teak,target,r,,3,k,f,teaf,0,4,pseudo,block2
reoutdun,reoutdun,ppr,re_out,cun,,reoutcun,target,r,,0,c,d,reoutdun,2,8,pseudo,block2
intergras,intemgras,pr,inter,gras,,intergras,target,p,0.0,4,r,m,intemgras,1,9,pseudo,block2
frafeta,frafeta,rs,,frad,eta,fradeta,control,r,,3,d,f,frafeta,2,7,pseudo,block2
sarg,sarg,r,,sarg,,sarg,control,r,,3,g,b,sarb,0,4,pseudo,block2
girt,hirt,r,,girt,,girt,target,r,,0,g,h,hirt,1,4,pseudo,block2
meakcilayl,meaksilayl,rsss,,meak,ci_la_yl,meakcilayl,control,s,0.0,0,c,s,meaksilayl,1,10,pseudo,block2
unmerally,unmorally,prss,un,mer,al_ly,unmerally,target,r,,1,e,o,unmorally,1,9,pseudo,block2
nuselklayr,nuselklayr,prss,nu,selk,la_yl,nuselklayl,control,s,1.0,1,l,r,nuselklayr,2,10,pseudo,block2
darficelly,darfically,rsss,,darf,ic_al_ly,darfically,target,s,1.0,0,a,e,darficelly,3,10,pseudo,block2
discont,discong,pr,dis,cont,,discont,target,r,,3,t,g,discong,1,7,pseudo,block2
sibteer,subteer,pr,sub,teer,,subteer,target,p,0.0,1,u,i,sibteer,3,7,pseudo,block2
otusawneyl,otusiwneyl,prss,otu,siw,ne_yl,otusiwneyl,control,r,,1,i,a,otusawneyl,3,10,pseudo,block2
reclatment,roclatment,prs,re,clat,ment,reclatment,target,p,0.0,1,e,o,roclatment,1,10,pseudo,block2
sidmefrad,sidmeflad,ppr,sid_me,frad,,sidmefrad,control,r,,1,r,l,sidmeflad,1,9,pseudo,block2
nacsit,nacsit,rs,,nuc,sit,nucsit,control,r,,1,u,a,nacsit,2,6,pseudo,block2
reoutslat,reoutslat,ppr,re_out,clat,,reoutclat,target,r,,0,c,s,reoutslat,2,9,pseudo,block2
inteerate,inteerate,prs,in,teer,ate,inteerate,target,r,,3,r,y,inteeyate,0,9,pseudo,block2
edniek,edniek,pr,ed,riek,,edriek,control,r,,0,r,n,edniek,2,6,pseudo,block2
pookcilayl,pookcilayl,rsss,,pook,ci_la_yl,pookcilayl,control,s,1.0,1,a,e,pookcileyl,0,10,pseudo,block2
nibofelba,nibofelba,prs,ni,bof,elba,nibofelba,control,r,,0,b,g,nigofelba,0,9,pseudo,block2
enteikment,enteakment,prs,en,teak,ment,enteakment,target,r,,2,a,i,enteikment,3,10,pseudo,block2
remerively,remeruvely,prss,re,mer,ive_ly,remerively,target,s,0.0,0,i,u,remeruvely,1,10,pseudo,block2
cirtalize,cirtalize,rss,,girt,al_ize,girtalize,target,r,,0,g,c,cirtalize,2,9,pseudo,block2
wupookelba,nupookelba,prs,nu,pook,elba,nupookelba,control,p,0.0,0,n,w,wupookelba,3,10,pseudo,block2
keirically,keiricarly,rsss,,keir,ic_al_ly,keirically,target,s,1.0,1,l,r,keiricarly,1,10,pseudo,block2
geef,geef,r,,geef,,geef,target,r,,0,g,h,heef,0,4,pseudo,block2
reoutmer,reoutmer,ppr,re_out,mer,,reoutmer,target,p,1.0,0,o,i,reiutmer,0,8,pseudo,block2
uutconenly,uutconenly,prss,out,con,en_ly,outconenly,target,p,0.0,0,o,u,uutconenly,2,10,pseudo,block2
darfist,harfist,rs,,darf,ist,darfist,target,r,,0,d,h,harfist,1,7,pseudo,block2
merionaw,merionaw,rss,,mer,ion_al,merional,target,s,1.0,1,l,w,merionaw,2,8,pseudo,block2
rediskeir,rediskeir,ppr,re_dis,keir,,rediskeir,target,r,,2,i,e,rediskeer,0,9,pseudo,block2
batonclayl,tatonclayl,prss,ba,tonc,la_yl,batonclayl,control,p,0.0,0,b,t,tatonclayl,1,10,pseudo,block2
repsemriek,repsemriek,ppr,rep_sim,riek,,repsimriek,control,p,1.0,1,i,e,repsemriek,2,10,pseudo,block2
erfrid,erfrid,pr,er,frad,,erfrad,control,r,,2,a,i,erfrid,2,6,pseudo,block2
repsimbof,repsimbof,ppr,rep_sim,bof,,repsimbof,control,p,1.0,0,s,t,reptimbof,0,9,pseudo,block2
meok,meak,r,,meak,,meak,control,r,,2,a,o,meok,3,4,pseudo,block2
repsidbof,repsidbof,ppr,rep_sid,bof,,repsidbof,control,p,0.0,2,p,h,rehsidbof,0,9,pseudo,block2
mouksens,louksens,rs,,louk,sens,louksens,control,r,,0,l,m,mouksens,3,8,pseudo,block2
outdrun,eutdrun,pr,out,drun,,outdrun,target,p,0.0,0,o,e,eutdrun,1,7,pseudo,block2
simsimoru,simsimoru,prs,sim,siw,oru,simsiworu,control,r,,2,w,m,simsimoru,2,9,pseudo,block2
anteer,enteer,pr,en,teer,,enteer,target,p,0.0,0,e,a,anteer,3,6,pseudo,block2
koat,keat,r,,keat,,keat,control,r,,1,e,o,koat,3,4,pseudo,block2
urnautzie,ernautzie,prs,er,naut,zie,ernautzie,control,p,0.0,0,e,u,urnautzie,3,9,pseudo,block2
nisarg,nisarg,pr,ni,sarg,,nisarg,control,p,0.0,1,i,a,nasarg,0,6,pseudo,block2
nifeog,nifeog,pr,ni,feeg,,nifeeg,control,r,,2,e,o,nifeog,2,6,pseudo,block2
degirt,degirt,pr,de,girt,,degirt,target,r,,0,g,s,desirt,0,6,pseudo,block2
rekrew,rekrew,pr,re,krew,,rekrew,target,r,,0,k,s,resrew,0,6,pseudo,block2
rietnemtla,rieknemtla,rss,,riek,nemt_la,rieknemtla,control,r,,3,k,t,rietnemtla,3,10,pseudo,block2
nenauknemt,nenautnemt,prs,ne,naut,nemt,nenautnemt,control,r,,3,t,k,nenauknemt,3,10,pseudo,block2
conmenb,conment,rs,,con,ment,conment,target,s,0.0,3,t,b,conmenb,3,7,pseudo,block2
ereturiek,ereturiek,ppr,er_otu,riek,,eroturiek,control,p,1.0,0,o,e,ereturiek,2,9,pseudo,block2
reetonila,reetonile,rss,,reet,oni_la,reetonila,control,s,1.0,1,a,e,reetonile,1,9,pseudo,block2
koal,koul,r,,koul,,koul,target,r,,2,u,a,koal,3,4,pseudo,block2
premiscun,premistun,ppr,pre_mis,cun,,premiscun,target,r,,0,c,t,premistun,1,9,pseudo,block2
work,work,r,,werk,,werk,control,r,,1,e,o,work,2,4,pseudo,block2
reoutwis,reoutwas,ppr,re_out,wis,,reoutwis,target,r,,1,i,a,reoutwas,1,8,pseudo,block2
feegcilayl,fuegcilayl,rsss,,feeg,ci_la_yl,feegcilayl,control,r,,1,e,u,fuegcilayl,1,10,pseudo,block2
repsimselk,reptimselk,ppr,rep_sim,selk,,repsimselk,control,p,1.0,0,s,t,reptimselk,1,10,pseudo,block2
pmedismer,pmedismer,ppr,pre_dis,mer,,predismer,target,p,0.0,1,r,m,pmedismer,2,9,pseudo,block2
teerality,teerality,rss,,teer,al_ity,teerality,target,s,1.0,1,t,h,teeralihy,0,9,pseudo,block2
tecenila,teconila,rss,,tec,oni_la,teconila,control,s,0.0,0,o,e,tecenila,3,8,pseudo,block2
mutalccila,mutalccila,prss,nu,talc,ci_la,nutalccila,control,p,0.0,0,n,m,mutalccila,2,10,pseudo,block2
nipooketa,nipooketo,prs,ni,pook,eta,nipooketa,control,s,0.0,2,a,o,nipooketo,1,9,pseudo,block2
glot,gloc,r,,gloc,,gloc,target,r,,3,c,t,glot,3,4,pseudo,block2
girtically,gimtically,rsss,,girt,ic_al_ly,girtically,target,r,,2,r,m,gimtically,1,10,pseudo,block2
inkeamiol,inkeamiol,prs,in,keam,ion,inkeamion,target,s,0.0,2,n,l,inkeamiol,2,9,pseudo,block2
urgirtally,urgirtally,prss,un,girt,al_ly,ungirtally,target,p,0.0,1,n,r,urgirtally,2,10,pseudo,block2
contist,conhist,rs,,cont,ist,contist,target,r,,3,t,h,conhist,1,7,pseudo,block2
redrunize,wedrunize,prs,re,drun,ize,redrunize,target,p,0.0,0,r,w,wedrunize,1,9,pseudo,block2
nerd,nurd,r,,nurd,,nurd,control,r,,1,u,e,nerd,3,4,pseudo,block2
peokouisyl,pookouisyl,rss,,pook,ouis_yl,pookouisyl,control,r,,1,o,e,peokouisyl,3,10,pseudo,block2
premisfom,premusfom,ppr,pre_mis,fom,,premisfom,target,p,1.0,1,i,u,premusfom,1,9,pseudo,block2
grad,frad,r,,frad,,frad,control,r,,0,f,g,grad,3,4,pseudo,block2
nutonccili,nutonccili,prss,nu,tonc,ci_la,nutonccila,control,s,1.0,1,a,i,nutonccili,2,10,pseudo,block2
reetseys,reetsens,rs,,reet,sens,reetsens,control,s,0.0,2,n,y,reetseys,3,8,pseudo,block2
unwisally,unwisally,prss,un,wis,al_ly,unwisally,target,p,0.0,0,u,e,enwisally,0,9,pseudo,block2
keb,keb,r,,ket,,ket,target,r,,2,t,b,keb,2,3,pseudo,block2
enmafeviyl,ermafeviyl,prss,er,maf,evi_yl,ermafeviyl,control,p,0.0,1,r,n,enmafeviyl,3,10,pseudo,block2
rieklayit,riekleyit,rss,,riek,la_yit,rieklayit,control,s,0.0,1,a,e,riekleyit,1,9,pseudo,block2
tek,tek,r,,tek,,tek,control,r,,0,t,g,gek,0,3,pseudo,block2
gimtable,gimtable,rs,,girt,able,girtable,target,r,,2,r,m,gimtable,2,8,pseudo,block2
prodisfam,prodisfam,ppr,pre_dis,fam,,predisfam,target,p,0.0,2,e,o,prodisfam,2,9,pseudo,block2
feeg,feeg,r,,feeg,,feeg,control,r,,1,e,a,faeg,0,4,pseudo,block2
fobalism,fotalism,rss,,fob,al_ism,fobalism,target,r,,2,b,t,fotalism,1,8,pseudo,block2
kouliously,kouliously,rss,,koul,ious_ly,kouliously,target,r,,0,k,t,touliously,0,10,pseudo,block2
kounical,kounical,rss,,koul,ic_al,koulical,target,r,,3,l,n,kounical,2,8,pseudo,block2
simmofnamt,simmofnemt,prs,sim,mof,nemt,simmofnemt,control,s,0.0,1,e,a,simmofnamt,3,10,pseudo,block2
taun,taun,r,,taun,,taun,target,r,,3,n,r,taur,0,4,pseudo,block2
undrunable,untrunable,prs,un,drun,able,undrunable,target,r,,0,d,t,untrunable,1,10,pseudo,block2
colgcilayl,colgcilaym,rsss,,colg,ci_la_yl,colgcilayl,control,s,2.0,1,l,m,colgcilaym,1,10,pseudo,block2
cantalouce,cantaloupe,r,,cantaloupe,,cantaloupe,control,r,,8,p,c,cantalouce,3,10,real,block3
solvable,solvable,rs,,solv,able,solvable,target,r,,1,o,a,salvable,0,8,real,block3
allusovely,allusively,rss,,allus,ive_ly,allusively,target,s,0.0,0,i,o,allusovely,3,10,real,block3
property,property,r,,property,,property,control,r,,5,r,m,propemty,0,8,real,block3
attempt,atterpt,r,,attempt,,attempt,control,r,,4,m,r,atterpt,1,7,real,block3
discuss,discuss,r,,discuss,,discuss,control,r,,3,c,d,disduss,0,7,real,block3
apparatus,apparatus,r,,apparatus,,apparatus,control,r,,0,a,o,opparatus,0,9,real,block3
habiteally,habiteally,rss,,habit,ual_ly,habitually,target,s,0.0,0,u,e,habiteally,2,10,real,block3
disembowel,disembowel,ppr,dis_em,bowel,,disembowel,target,p,0.0,1,i,e,desembowel,0,10,real,block3
predispose,predispose,ppr,pre_dis,pose,,predispose,target,p,1.0,1,i,o,predospose,0,10,real,block3
sixhhly,sixhhly,rss,,six,th_ly,sixthly,target,s,0.0,0,t,h,sixhhly,2,7,real,block3
repertoire,repertoile,r,,repertoire,,repertoire,control,r,,8,r,l,repertoile,1,10,real,block3
disposul,disposul,prs,dis,pos,al,disposal,target,s,0.0,0,a,u,disposul,2,8,real,block3
nonraciel,nonracial,prs,non,raci,al,nonracial,target,s,0.0,0,a,e,nonraciel,3,9,real,block3
dreasure,dreasure,r,,treasure,,treasure,control,r,,0,t,d,dreasure,2,8,real,block3
gartoyle,gargoyle,r,,gargoyle,,gargoyle,control,r,,3,g,t,gartoyle,3,8,real,block3
medicine,medicine,r,,medicine,,medicine,control,r,,4,c,h,medihine,0,8,real,block3
disinherit,disinterit,ppr,dis_in,herit,,disinherit,target,r,,0,h,t,disinterit,1,10,real,block3
tancel,cancel,r,,cancel,,cancel,control,r,,0,c,t,tancel,3,6,real,block3
reinstade,reinstate,ppr,re_in,state,,reinstate,target,r,,3,t,d,reinstade,3,9,real,block3
somersault,somersault,r,,somersault,,somersault,control,r,,7,u,a,somersaalt,0,10,real,block3
taarless,taarless,rs,,tear,less,tearless,target,r,,1,e,a,taarless,2,8,real,block3
menfully,manfully,rss,,man,ful_ly,manfully,target,r,,1,a,e,menfully,3,8,real,block3
umevently,umevently,prs,un,event,ly,unevently,target,p,0.0,1,n,m,umevently,2,9,real,block3
hoyocaust,holocaust,r,,holocaust,,holocaust,control,r,,2,l,y,hoyocaust,3,9,real,block3
